inst#,actual,predicted,error,prediction
1,38:117,22:101,+,0.137
2,38:117,22:101,+,0.125
3,38:117,22:101,+,0.135
4,38:117,22:101,+,0.149
5,38:117,31:110,+,0.236
6,38:117,22:101,+,0.141
7,38:117,22:101,+,0.141
8,38:117,22:101,+,0.124
9,38:117,22:101,+,0.131
10,38:117,22:101,+,0.129
11,38:117,22:101,+,0.14
12,38:117,22:101,+,0.122
13,38:117,22:101,+,0.138
14,38:117,22:101,+,0.133
15,38:117,22:101,+,0.153
16,38:117,22:101,+,0.134
17,38:117,22:101,+,0.127
18,38:117,22:101,+,0.134
19,38:117,22:101,+,0.14
20,38:117,22:101,+,0.131
21,38:117,22:101,+,0.158
22,38:117,22:101,+,0.141
23,38:117,22:101,+,0.147
24,38:117,22:101,+,0.145
25,38:117,22:101,+,0.138
26,38:117,22:101,+,0.115
27,38:117,22:101,+,0.12
28,38:117,22:101,+,0.145
29,38:117,22:101,+,0.16
30,22:101,22:101,,0.139
31,22:101,22:101,,0.112
32,22:101,22:101,,0.126
33,22:101,22:101,,0.133
34,22:101,22:101,,0.14
35,22:101,22:101,,0.139
36,22:101,22:101,,0.136
37,22:101,22:101,,0.127
38,22:101,22:101,,0.131
39,22:101,22:101,,0.145
40,22:101,22:101,,0.154
41,22:101,36:115,+,0.105
42,22:101,22:101,,0.14
43,22:101,22:101,,0.129
44,22:101,22:101,,0.145
45,22:101,22:101,,0.126
46,22:101,22:101,,0.139
47,22:101,22:101,,0.15
48,22:101,22:101,,0.143
49,22:101,22:101,,0.155
50,22:101,22:101,,0.139
51,22:101,22:101,,0.156
52,22:101,22:101,,0.128
53,22:101,22:101,,0.134
54,22:101,22:101,,0.147
55,22:101,22:101,,0.132
56,22:101,22:101,,0.157
57,22:101,22:101,,0.155
58,22:101,22:101,,0.132
59,22:101,22:101,,0.13
60,22:101,22:101,,0.151
61,22:101,22:101,,0.134
62,22:101,22:101,,0.128
63,22:101,31:110,+,0.327
64,22:101,22:101,,0.125
65,22:101,22:101,,0.14
66,22:101,22:101,,0.161
67,22:101,22:101,,0.154
68,22:101,22:101,,0.141
69,22:101,22:101,,0.129
70,22:101,22:101,,0.142
71,22:101,22:101,,0.13
72,22:101,32:111,+,0.121
73,22:101,22:101,,0.133
74,22:101,22:101,,0.151
75,22:101,22:101,,0.14
76,22:101,22:101,,0.13
77,22:101,32:111,+,0.166
78,22:101,22:101,,0.156
79,22:101,22:101,,0.157
80,22:101,22:101,,0.133
81,22:101,22:101,,0.144
82,22:101,22:101,,0.134
83,22:101,22:101,,0.116
84,22:101,22:101,,0.14
85,22:101,18:97,+,0.198
86,22:101,22:101,,0.134
87,22:101,22:101,,0.151
88,22:101,22:101,,0.146
89,22:101,22:101,,0.122
90,22:101,18:97,+,0.16
91,22:101,22:101,,0.144
92,22:101,22:101,,0.14
93,22:101,22:101,,0.139
94,22:101,22:101,,0.141
95,22:101,22:101,,0.154
96,22:101,32:111,+,0.115
97,22:101,22:101,,0.143
98,22:101,22:101,,0.141
99,22:101,22:101,,0.15
100,22:101,22:101,,0.144
101,22:101,22:101,,0.126
102,22:101,22:101,,0.129
103,22:101,22:101,,0.141
104,22:101,22:101,,0.157
105,22:101,22:101,,0.135
106,22:101,22:101,,0.152
107,22:101,22:101,,0.139
108,22:101,18:97,+,0.154
109,22:101,22:101,,0.142
110,22:101,22:101,,0.136
111,22:101,32:111,+,0.137
112,22:101,22:101,,0.142
113,22:101,18:97,+,0.18
114,22:101,22:101,,0.131
115,22:101,22:101,,0.122
116,22:101,22:101,,0.12
117,22:101,22:101,,0.142
118,22:101,22:101,,0.11
119,22:101,22:101,,0.119
120,22:101,22:101,,0.136
121,22:101,22:101,,0.148
122,22:101,22:101,,0.133
123,22:101,22:101,,0.131
124,22:101,22:101,,0.14
125,22:101,22:101,,0.122
126,22:101,22:101,,0.103
127,22:101,22:101,,0.141
