inst#,actual,predicted,error,prediction
1,37:114,24:101,+,0.142
2,37:114,24:101,+,0.23
3,37:114,24:101,+,0.211
4,37:114,20:97,+,0.168
5,37:114,24:101,+,0.155
6,37:114,24:101,+,0.131
7,37:114,24:101,+,0.169
8,37:114,24:101,+,0.153
9,37:114,24:101,+,0.11
10,37:114,40:117,+,0.093
11,37:114,24:101,+,0.147
12,37:114,24:101,+,0.186
13,37:114,24:101,+,0.134
14,37:114,24:101,+,0.138
15,37:114,24:101,+,0.157
16,37:114,24:101,+,0.113
17,37:114,6:45,+,0.131
18,37:114,24:101,+,0.135
19,37:114,24:101,+,0.148
20,37:114,24:101,+,0.124
21,37:114,38:115,+,0.279
22,37:114,24:101,+,0.117
23,37:114,24:101,+,0.139
24,37:114,24:101,+,0.226
25,37:114,24:101,+,0.234
26,37:114,24:101,+,0.157
27,37:114,24:101,+,0.152
28,37:114,24:101,+,0.177
29,37:114,24:101,+,0.136
30,37:114,24:101,+,0.147
31,37:114,24:101,+,0.127
32,37:114,24:101,+,0.094
33,37:114,20:97,+,0.117
34,37:114,39:116,+,0.12
35,37:114,24:101,+,0.158
36,37:114,38:115,+,0.137
37,37:114,24:101,+,0.227
38,37:114,24:101,+,0.136
39,37:114,24:101,+,0.113
40,37:114,42:119,+,0.252
41,37:114,24:101,+,0.127
42,37:114,24:101,+,0.213
43,37:114,34:111,+,0.151
44,37:114,20:97,+,0.114
45,37:114,24:101,+,0.144
46,37:114,24:101,+,0.151
47,37:114,24:101,+,0.131
48,37:114,24:101,+,0.202
49,37:114,34:111,+,0.335
50,37:114,24:101,+,0.151
51,37:114,24:101,+,0.16
52,37:114,24:101,+,0.117
53,37:114,24:101,+,0.15
54,37:114,34:111,+,0.162
55,37:114,24:101,+,0.159
56,37:114,9:49,+,1
57,37:114,24:101,+,0.183
58,37:114,24:101,+,0.145
59,37:114,24:101,+,0.195
60,37:114,24:101,+,0.15
61,37:114,24:101,+,0.142
62,37:114,24:101,+,0.219
63,37:114,42:119,+,0.279
64,37:114,20:97,+,0.117
65,37:114,30:107,+,0.278
66,37:114,34:111,+,0.228
67,37:114,38:115,+,0.193
68,37:114,24:101,+,0.149
69,37:114,24:101,+,0.159
70,37:114,24:101,+,0.124
71,37:114,24:101,+,0.229
72,37:114,24:101,+,0.131
73,37:114,20:97,+,0.142
74,37:114,24:101,+,0.132
75,37:114,24:101,+,0.101
76,37:114,24:101,+,0.147
77,37:114,24:101,+,0.142
78,37:114,24:101,+,0.155
79,37:114,24:101,+,0.13
80,37:114,37:114,,0.131
81,37:114,24:101,+,0.136
82,37:114,37:114,,0.105
83,37:114,34:111,+,0.149
84,37:114,34:111,+,0.133
85,37:114,24:101,+,0.126
86,37:114,35:112,+,0.333
87,37:114,24:101,+,0.136
88,37:114,24:101,+,0.18
89,37:114,24:101,+,0.161
90,37:114,24:101,+,0.154
91,37:114,24:101,+,0.137
92,37:114,24:101,+,0.163
93,37:114,37:114,,0.18
94,37:114,34:111,+,0.156
95,37:114,40:117,+,0.163
96,37:114,34:111,+,0.18
97,37:114,9:49,+,0.095
98,37:114,24:101,+,0.174
99,37:114,24:101,+,0.187
100,37:114,24:101,+,0.164
101,37:114,34:111,+,0.065
102,37:114,24:101,+,0.133
103,37:114,37:114,,0.12
104,37:114,24:101,+,0.173
105,37:114,28:105,+,0.122
106,37:114,24:101,+,0.209
107,37:114,24:101,+,0.133
108,37:114,20:97,+,0.143
109,37:114,24:101,+,0.108
110,37:114,24:101,+,0.151
111,37:114,24:101,+,0.169
112,37:114,24:101,+,0.135
113,37:114,24:101,+,0.136
114,37:114,24:101,+,0.153
115,37:114,24:101,+,0.058
116,37:114,24:101,+,0.159
117,37:114,34:111,+,0.14
118,37:114,24:101,+,0.146
119,37:114,24:101,+,0.133
120,37:114,22:99,+,0.142
121,37:114,24:101,+,0.089
122,37:114,24:101,+,0.394
123,37:114,42:119,+,0.141
124,37:114,41:118,+,0.213
125,37:114,37:114,,0.181
126,37:114,24:101,+,0.162
127,37:114,34:111,+,0.114
128,24:101,24:101,,0.155
129,24:101,24:101,,0.223
130,24:101,24:101,,0.112
131,24:101,24:101,,0.135
132,24:101,24:101,,0.246
133,24:101,24:101,,0.223
134,24:101,24:101,,0.19
135,24:101,24:101,,0.184
136,24:101,20:97,+,0.204
137,24:101,24:101,,0.082
138,24:101,24:101,,0.152
139,24:101,24:101,,0.147
140,24:101,24:101,,0.169
141,24:101,24:101,,0.105
142,24:101,24:101,,0.185
143,24:101,24:101,,0.191
144,24:101,24:101,,0.158
145,24:101,24:101,,0.197
146,24:101,34:111,+,0.106
147,24:101,24:101,,0.112
148,24:101,24:101,,0.169
149,24:101,7:46,+,0.114
150,24:101,20:97,+,0.251
151,24:101,42:119,+,0.347
152,24:101,20:97,+,0.139
153,24:101,24:101,,0.162
154,24:101,24:101,,0.245
155,24:101,9:49,+,0.997
156,24:101,38:115,+,0.256
157,24:101,24:101,,0.128
158,24:101,24:101,,0.081
159,24:101,24:101,,0.149
160,24:101,24:101,,0.156
161,24:101,24:101,,0.125
162,24:101,24:101,,0.153
163,24:101,20:97,+,0.193
164,24:101,24:101,,0.13
165,24:101,24:101,,0.141
166,24:101,34:111,+,0.139
167,24:101,37:114,+,0.176
168,24:101,20:97,+,0.114
169,24:101,24:101,,0.208
170,24:101,24:101,,0.147
171,24:101,24:101,,0.132
172,24:101,1:8,+,0.107
173,24:101,24:101,,0.133
174,24:101,24:101,,0.215
175,24:101,24:101,,0.149
176,24:101,24:101,,0.178
177,24:101,34:111,+,0.107
178,24:101,24:101,,0.165
179,24:101,20:97,+,0.159
180,24:101,24:101,,0.129
181,24:101,20:97,+,0.097
182,24:101,24:101,,0.15
183,24:101,20:97,+,0.156
184,24:101,24:101,,0.156
185,24:101,24:101,,0.156
186,24:101,20:97,+,0.135
187,24:101,20:97,+,0.142
188,24:101,24:101,,0.168
189,24:101,5:44,+,0.138
190,24:101,24:101,,0.21
191,24:101,31:108,+,0.338
192,24:101,24:101,,0.142
193,24:101,24:101,,0.133
194,24:101,20:97,+,0.098
195,24:101,24:101,,0.127
196,24:101,34:111,+,0.122
197,24:101,20:97,+,0.174
198,24:101,24:101,,0.165
199,24:101,24:101,,0.126
200,24:101,24:101,,0.179
201,24:101,34:111,+,0.546
202,24:101,24:101,,0.155
203,24:101,20:97,+,0.304
204,24:101,24:101,,0.17
205,24:101,24:101,,0.138
206,24:101,24:101,,0.091
207,24:101,34:111,+,0.151
208,24:101,24:101,,0.166
209,24:101,30:107,+,0.454
210,24:101,24:101,,0.163
211,24:101,24:101,,0.118
212,24:101,38:115,+,0.562
213,24:101,24:101,,0.194
214,24:101,6:45,+,0.187
215,24:101,34:111,+,0.253
216,24:101,34:111,+,0.301
217,24:101,24:101,,0.141
218,24:101,35:112,+,0.255
219,24:101,24:101,,0.136
220,24:101,36:113,+,0.187
221,24:101,37:114,+,0.11
222,24:101,24:101,,0.149
223,24:101,38:115,+,0.149
224,24:101,24:101,,0.12
225,24:101,24:101,,0.135
226,24:101,24:101,,0.197
227,24:101,34:111,+,0.302
228,24:101,39:116,+,0.087
229,24:101,24:101,,0.174
230,24:101,34:111,+,0.13
231,24:101,24:101,,0.125
232,24:101,20:97,+,0.25
233,24:101,24:101,,0.151
234,24:101,12:52,+,0.15
235,24:101,37:114,+,0.11
236,24:101,48:186,+,0.332
237,24:101,34:111,+,0.128
238,24:101,24:101,,0.157
239,24:101,24:101,,0.161
240,24:101,24:101,,0.153
241,24:101,24:101,,0.164
242,24:101,24:101,,0.137
243,24:101,24:101,,0.103
244,24:101,24:101,,0.13
245,24:101,24:101,,0.126
246,24:101,34:111,+,0.149
247,24:101,24:101,,0.118
248,24:101,24:101,,0.121
249,24:101,20:97,+,0.171
250,24:101,24:101,,0.15
251,24:101,18:60,+,0.126
252,24:101,24:101,,0.159
253,24:101,37:114,+,0.154
254,24:101,24:101,,0.136
255,24:101,34:111,+,0.163
256,24:101,20:97,+,0.167
257,24:101,24:101,,0.168
258,24:101,24:101,,0.158
259,24:101,31:108,+,0.235
260,24:101,24:101,,0.145
261,24:101,24:101,,0.159
262,24:101,24:101,,0.146
263,24:101,22:99,+,0.168
264,24:101,32:109,+,0.146
265,24:101,24:101,,0.331
266,24:101,24:101,,0.148
267,24:101,24:101,,0.165
268,24:101,24:101,,0.252
269,24:101,24:101,,0.192
270,24:101,20:97,+,0.136
271,24:101,24:101,,0.156
272,24:101,24:101,,0.118
273,24:101,24:101,,0.145
274,24:101,36:113,+,0.117
275,24:101,34:111,+,0.174
276,24:101,24:101,,0.146
277,24:101,24:101,,0.157
278,24:101,24:101,,0.164
279,24:101,24:101,,0.256
280,24:101,24:101,,0.158
281,24:101,24:101,,0.151
282,24:101,24:101,,0.146
283,24:101,17:57,+,0.251
284,24:101,24:101,,0.201
285,24:101,24:101,,0.15
286,24:101,34:111,+,0.256
287,24:101,24:101,,0.153
288,24:101,33:110,+,0.155
289,24:101,24:101,,0.122
290,24:101,24:101,,0.149
291,24:101,24:101,,0.13
292,24:101,24:101,,0.155
293,24:101,37:114,+,0.139
294,24:101,24:101,,0.086
295,24:101,24:101,,0.176
296,24:101,24:101,,0.169
297,24:101,16:56,+,0.676
298,24:101,20:97,+,0.146
299,24:101,12:52,+,0.259
300,24:101,20:97,+,0.237
301,24:101,34:111,+,0.134
302,24:101,24:101,,0.228
303,24:101,34:111,+,0.13
304,24:101,24:101,,0.158
305,24:101,24:101,,0.184
306,24:101,24:101,,0.115
307,24:101,24:101,,0.172
308,24:101,48:186,+,0.672
309,24:101,24:101,,0.12
310,24:101,37:114,+,0.093
311,24:101,24:101,,0.196
312,24:101,20:97,+,0.12
313,24:101,24:101,,0.159
314,24:101,20:97,+,0.123
315,24:101,48:186,+,0.144
316,24:101,24:101,,0.168
317,24:101,22:99,+,0.125
318,24:101,24:101,,0.124
319,24:101,34:111,+,0.173
320,24:101,24:101,,0.136
321,24:101,34:111,+,0.145
322,24:101,24:101,,0.167
323,24:101,20:97,+,0.217
324,24:101,21:98,+,0.133
325,24:101,20:97,+,0.199
326,24:101,24:101,,0.102
327,24:101,24:101,,0.127
328,24:101,24:101,,0.141
329,24:101,24:101,,0.133
330,24:101,24:101,,0.155
331,24:101,24:101,,0.154
332,24:101,24:101,,0.196
333,24:101,24:101,,0.239
334,24:101,34:111,+,0.292
335,24:101,34:111,+,0.113
336,24:101,24:101,,0.17
337,24:101,38:115,+,0.27
338,24:101,24:101,,0.174
339,24:101,37:114,+,0.179
340,24:101,24:101,,0.107
341,24:101,24:101,,0.158
342,24:101,24:101,,0.237
343,24:101,34:111,+,0.098
344,24:101,24:101,,0.243
345,24:101,24:101,,0.157
346,24:101,37:114,+,0.122
347,24:101,20:97,+,0.135
348,24:101,24:101,,0.132
349,24:101,34:111,+,0.123
350,24:101,42:119,+,0.109
351,24:101,24:101,,0.139
352,24:101,20:97,+,0.193
353,24:101,24:101,,0.257
354,24:101,34:111,+,0.128
355,24:101,24:101,,0.16
356,24:101,15:55,+,0.101
357,24:101,24:101,,0.143
358,24:101,35:112,+,0.273
359,24:101,39:116,+,0.3
360,24:101,24:101,,0.148
361,24:101,24:101,,0.193
362,24:101,20:97,+,0.121
363,24:101,24:101,,0.157
364,24:101,24:101,,0.154
365,24:101,24:101,,0.146
366,24:101,24:101,,0.167
367,24:101,24:101,,0.135
368,24:101,34:111,+,0.485
369,24:101,20:97,+,0.159
370,24:101,24:101,,0.207
371,24:101,20:97,+,0.173
372,24:101,24:101,,0.124
373,24:101,37:114,+,0.241
374,24:101,19:96,+,0.479
375,24:101,24:101,,0.167
376,24:101,34:111,+,0.14
377,24:101,20:97,+,0.219
378,24:101,24:101,,0.204
379,24:101,31:108,+,0.205
380,24:101,24:101,,0.147
381,24:101,24:101,,0.208
382,24:101,20:97,+,0.124
383,24:101,44:121,+,0.999
384,24:101,24:101,,0.171
385,24:101,24:101,,0.15
386,24:101,24:101,,0.261
387,24:101,24:101,,0.131
388,24:101,24:101,,0.19
389,22:99,20:97,+,0.333
390,22:99,46:161,+,0.424
391,22:99,24:101,+,0.17
392,22:99,24:101,+,0.142
393,22:99,34:111,+,0.171
394,22:99,14:54,+,0.206
395,22:99,24:101,+,0.132
396,22:99,24:101,+,0.223
397,22:99,34:111,+,0.114
398,22:99,24:101,+,0.221
399,22:99,24:101,+,0.171
400,22:99,24:101,+,0.137
401,22:99,24:101,+,0.147
402,22:99,24:101,+,0.141
403,22:99,20:97,+,0.138
404,22:99,34:111,+,0.14
405,22:99,20:97,+,0.122
406,22:99,24:101,+,0.141
407,22:99,20:97,+,0.127
408,22:99,24:101,+,0.099
409,22:99,24:101,+,0.112
410,22:99,24:101,+,0.207
411,22:99,24:101,+,0.128
412,22:99,24:101,+,0.119
413,22:99,24:101,+,0.134
414,22:99,20:97,+,0.189
415,22:99,45:122,+,0.124
416,22:99,24:101,+,0.138
417,22:99,5:44,+,0.107
418,22:99,9:49,+,0.207
419,22:99,34:111,+,0.253
420,22:99,24:101,+,0.161
421,22:99,24:101,+,0.157
422,22:99,24:101,+,0.141
423,22:99,24:101,+,0.2
424,22:99,23:100,+,0.17
425,22:99,34:111,+,0.127
426,22:99,24:101,+,0.101
427,22:99,8:48,+,0.277
428,22:99,24:101,+,0.147
429,22:99,24:101,+,0.251
430,22:99,24:101,+,0.154
431,22:99,34:111,+,0.145
432,22:99,1:8,+,0.162
433,22:99,24:101,+,0.17
434,22:99,21:98,+,0.16
435,22:99,2:13,+,0.256
436,22:99,24:101,+,0.12
