inst#,actual,predicted,error,prediction
1,20:97,18:60,+,0.489
2,20:97,24:101,+,0.143
3,20:97,24:101,+,0.159
4,20:97,24:101,+,0.111
5,20:97,34:111,+,0.132
6,20:97,24:101,+,0.125
7,20:97,24:101,+,0.141
8,20:97,24:101,+,0.134
9,20:97,38:115,+,0.182
10,20:97,24:101,+,0.188
11,20:97,24:101,+,0.182
12,20:97,24:101,+,0.132
13,20:97,24:101,+,0.142
14,20:97,24:101,+,0.174
15,20:97,20:97,,0.147
16,20:97,24:101,+,0.158
17,20:97,45:122,+,0.316
18,20:97,11:51,+,0.265
19,20:97,24:101,+,0.171
20,20:97,24:101,+,0.15
21,20:97,20:97,,0.167
22,20:97,31:108,+,0.206
23,20:97,20:97,,0.273
24,20:97,4:43,+,0.561
25,20:97,24:101,+,0.168
26,20:97,33:110,+,0.225
27,20:97,31:108,+,0.177
28,20:97,37:114,+,0.221
29,20:97,24:101,+,0.175
30,20:97,24:101,+,0.133
31,20:97,38:115,+,0.184
32,20:97,24:101,+,0.162
33,20:97,24:101,+,0.152
34,20:97,37:114,+,0.1
35,20:97,24:101,+,0.126
36,20:97,24:101,+,0.169
37,20:97,24:101,+,0.102
38,20:97,37:114,+,0.163
39,20:97,24:101,+,0.137
40,20:97,31:108,+,0.14
41,20:97,24:101,+,0.076
42,20:97,20:97,,0.153
43,20:97,24:101,+,0.146
44,20:97,1:8,+,0.204
45,20:97,31:108,+,0.102
46,20:97,24:101,+,0.119
47,20:97,24:101,+,0.195
48,20:97,20:97,,0.141
49,20:97,45:122,+,0.249
50,20:97,24:101,+,0.171
51,20:97,20:97,,0.126
52,20:97,24:101,+,0.146
53,20:97,20:97,,0.241
54,20:97,24:101,+,0.179
55,20:97,24:101,+,0.218
56,20:97,20:97,,0.11
57,20:97,24:101,+,0.146
58,20:97,24:101,+,0.139
59,20:97,24:101,+,0.123
60,20:97,24:101,+,0.134
61,20:97,24:101,+,0.138
62,20:97,24:101,+,0.109
63,20:97,18:60,+,0.144
64,20:97,20:97,,0.136
65,20:97,24:101,+,0.127
66,20:97,20:97,,0.296
67,20:97,17:57,+,0.218
68,20:97,24:101,+,0.148
69,20:97,24:101,+,0.435
70,20:97,24:101,+,0.114
71,20:97,20:97,,0.122
72,20:97,20:97,,0.108
73,20:97,24:101,+,0.138
74,20:97,20:97,,0.267
75,20:97,24:101,+,0.176
76,20:97,24:101,+,0.181
77,20:97,24:101,+,0.142
78,20:97,1:8,+,0.181
79,20:97,38:115,+,0.184
80,20:97,1:8,+,0.136
81,20:97,24:101,+,0.137
82,20:97,20:97,,0.274
83,20:97,24:101,+,0.145
84,20:97,24:101,+,0.235
85,20:97,24:101,+,0.148
86,20:97,24:101,+,0.158
87,20:97,20:97,,0.157
88,20:97,20:97,,0.153
89,20:97,24:101,+,0.196
90,20:97,24:101,+,0.147
91,20:97,20:97,,0.254
92,20:97,24:101,+,0.119
93,20:97,24:101,+,0.125
94,20:97,7:46,+,0.459
95,20:97,24:101,+,0.147
96,20:97,24:101,+,0.13
97,20:97,20:97,,0.11
98,20:97,24:101,+,0.157
99,20:97,24:101,+,0.165
100,20:97,24:101,+,0.128
101,20:97,24:101,+,0.165
102,20:97,24:101,+,0.122
103,20:97,24:101,+,0.12
104,20:97,24:101,+,0.162
105,20:97,24:101,+,0.189
106,20:97,24:101,+,0.19
107,20:97,24:101,+,0.131
108,20:97,24:101,+,0.126
109,20:97,24:101,+,0.173
110,20:97,24:101,+,0.16
111,20:97,24:101,+,0.163
112,20:97,20:97,,0.133
113,20:97,20:97,,0.176
114,20:97,24:101,+,0.147
115,20:97,24:101,+,0.146
116,20:97,24:101,+,0.137
117,20:97,24:101,+,0.137
118,20:97,24:101,+,0.128
119,20:97,24:101,+,0.144
120,20:97,24:101,+,0.156
121,20:97,24:101,+,0.11
122,20:97,24:101,+,0.151
123,20:97,24:101,+,0.118
124,20:97,24:101,+,0.178
125,20:97,24:101,+,0.129
126,20:97,29:106,+,0.162
127,20:97,24:101,+,0.253
128,20:97,24:101,+,0.12
129,20:97,44:121,+,0.142
130,20:97,20:97,,0.135
131,20:97,20:97,,0.128
132,20:97,3:39,+,0.175
133,20:97,24:101,+,0.112
134,20:97,1:8,+,0.17
135,20:97,24:101,+,0.116
136,20:97,24:101,+,0.155
137,20:97,24:101,+,0.174
138,20:97,23:100,+,0.148
139,20:97,24:101,+,0.152
140,20:97,24:101,+,0.16
141,20:97,34:111,+,0.133
142,20:97,38:115,+,0.192
143,20:97,24:101,+,0.114
144,20:97,24:101,+,0.188
145,20:97,24:101,+,0.136
146,20:97,24:101,+,0.137
147,20:97,24:101,+,0.218
148,20:97,24:101,+,0.27
149,20:97,20:97,,0.125
150,20:97,24:101,+,0.149
151,20:97,24:101,+,0.139
152,20:97,34:111,+,0.267
153,20:97,24:101,+,0.125
154,20:97,24:101,+,0.138
155,20:97,31:108,+,0.137
156,20:97,20:97,,0.129
157,20:97,37:114,+,0.089
158,20:97,38:115,+,0.331
159,20:97,20:97,,0.141
160,20:97,20:97,,0.136
161,20:97,24:101,+,0.156
162,20:97,24:101,+,0.146
163,20:97,24:101,+,0.118
164,20:97,24:101,+,0.214
165,20:97,34:111,+,0.121
166,20:97,34:111,+,0.122
167,20:97,20:97,,0.12
168,20:97,31:108,+,0.136
169,20:97,24:101,+,0.131
170,20:97,20:97,,0.116
171,20:97,20:97,,0.16
172,20:97,24:101,+,0.185
173,20:97,38:115,+,0.208
174,20:97,24:101,+,0.139
175,20:97,24:101,+,0.152
176,20:97,24:101,+,0.127
177,20:97,24:101,+,0.118
178,20:97,24:101,+,0.144
179,20:97,24:101,+,0.151
180,20:97,24:101,+,0.079
181,20:97,20:97,,0.942
182,20:97,38:115,+,0.132
183,20:97,24:101,+,0.112
184,20:97,24:101,+,0.146
185,20:97,24:101,+,0.174
186,20:97,37:114,+,0.098
187,20:97,20:97,,0.113
188,20:97,32:109,+,0.163
189,20:97,20:97,,0.148
190,20:97,24:101,+,0.12
191,20:97,24:101,+,0.148
192,20:97,34:111,+,0.129
193,20:97,24:101,+,0.166
194,20:97,24:101,+,0.172
195,20:97,31:108,+,0.134
196,20:97,24:101,+,0.124
197,20:97,24:101,+,0.149
198,20:97,24:101,+,0.157
199,20:97,20:97,,0.191
200,20:97,24:101,+,0.17
201,20:97,24:101,+,0.137
202,20:97,20:97,,0.296
203,20:97,24:101,+,0.138
204,20:97,24:101,+,0.18
205,20:97,20:97,,0.095
206,20:97,20:97,,0.258
207,20:97,19:96,+,0.446
208,20:97,24:101,+,0.125
209,20:97,24:101,+,0.145
210,20:97,24:101,+,0.101
211,20:97,24:101,+,0.17
212,20:97,24:101,+,0.175
213,20:97,24:101,+,0.246
214,20:97,39:116,+,0.307
215,20:97,24:101,+,0.123
216,20:97,20:97,,0.149
217,20:97,24:101,+,0.153
218,20:97,20:97,,0.096
219,20:97,24:101,+,0.131
220,20:97,24:101,+,0.113
221,20:97,7:46,+,0.583
222,20:97,24:101,+,0.173
223,20:97,24:101,+,0.119
224,20:97,1:8,+,0.151
225,20:97,24:101,+,0.183
226,20:97,20:97,,0.203
227,20:97,20:97,,0.144
228,20:97,24:101,+,0.135
229,20:97,20:97,,0.13
230,20:97,24:101,+,0.122
231,20:97,24:101,+,0.18
232,20:97,20:97,,0.123
233,20:97,20:97,,0.254
234,20:97,24:101,+,0.137
235,20:97,24:101,+,0.11
236,20:97,24:101,+,0.135
237,20:97,20:97,,0.127
238,20:97,24:101,+,0.12
239,20:97,24:101,+,0.15
240,20:97,24:101,+,0.093
241,20:97,24:101,+,0.116
242,20:97,20:97,,0.134
243,20:97,24:101,+,0.137
244,20:97,20:97,,0.138
245,20:97,24:101,+,0.14
246,20:97,24:101,+,0.151
247,20:97,24:101,+,0.18
248,20:97,23:100,+,0.801
249,20:97,20:97,,0.115
250,20:97,24:101,+,0.128
251,20:97,5:44,+,0.374
252,20:97,24:101,+,0.137
253,20:97,24:101,+,0.148
254,20:97,24:101,+,0.272
255,20:97,24:101,+,0.136
256,20:97,24:101,+,0.151
257,20:97,32:109,+,0.131
258,20:97,24:101,+,0.137
259,20:97,34:111,+,0.099
260,20:97,24:101,+,0.307
261,20:97,33:110,+,0.116
262,20:97,20:97,,0.136
263,20:97,24:101,+,0.193
264,20:97,32:109,+,0.21
265,20:97,24:101,+,0.142
266,20:97,20:97,,0.141
267,20:97,24:101,+,0.15
268,20:97,23:100,+,0.263
269,20:97,24:101,+,0.144
270,20:97,24:101,+,0.121
271,20:97,24:101,+,0.384
272,20:97,24:101,+,0.153
273,20:97,24:101,+,0.231
274,20:97,24:101,+,0.147
275,20:97,24:101,+,0.152
276,20:97,33:110,+,0.116
277,20:97,24:101,+,0.158
278,20:97,24:101,+,0.264
279,20:97,24:101,+,0.137
280,20:97,18:60,+,0.77
281,20:97,24:101,+,0.135
282,20:97,20:97,,0.121
283,20:97,18:60,+,0.179
284,20:97,24:101,+,0.176
285,20:97,20:97,,0.145
286,20:97,22:99,+,0.691
287,20:97,44:121,+,0.115
288,20:97,20:97,,0.149
289,20:97,24:101,+,0.189
290,20:97,24:101,+,0.143
291,20:97,20:97,,0.16
292,20:97,24:101,+,0.108
293,20:97,24:101,+,0.145
294,20:97,24:101,+,0.155
295,20:97,24:101,+,0.146
296,20:97,24:101,+,0.204
297,20:97,24:101,+,0.171
298,20:97,24:101,+,0.135
299,20:97,20:97,,0.115
300,20:97,24:101,+,0.213
301,20:97,24:101,+,0.157
302,20:97,36:113,+,0.228
303,20:97,40:117,+,0.293
304,20:97,45:122,+,0.683
305,20:97,24:101,+,0.162
306,20:97,24:101,+,0.184
307,20:97,24:101,+,0.137
308,20:97,24:101,+,0.136
309,20:97,24:101,+,0.132
310,20:97,17:57,+,0.275
311,20:97,24:101,+,0.212
312,20:97,24:101,+,0.166
313,20:97,20:97,,0.13
314,20:97,20:97,,0.19
315,20:97,24:101,+,0.144
316,20:97,24:101,+,0.147
317,20:97,24:101,+,0.103
318,20:97,24:101,+,0.134
319,20:97,24:101,+,0.14
320,20:97,34:111,+,0.215
321,20:97,24:101,+,0.166
322,20:97,20:97,,0.152
323,20:97,20:97,,0.18
324,20:97,24:101,+,0.142
325,20:97,24:101,+,0.429
326,20:97,24:101,+,0.145
327,20:97,24:101,+,0.136
328,20:97,29:106,+,0.274
329,20:97,24:101,+,0.114
330,20:97,33:110,+,0.225
331,20:97,24:101,+,0.091
332,20:97,24:101,+,0.185
333,20:97,20:97,,0.171
334,20:97,24:101,+,0.186
335,20:97,1:8,+,0.217
336,20:97,39:116,+,0.277
337,20:97,24:101,+,0.147
338,20:97,37:114,+,0.291
339,20:97,23:100,+,0.723
340,20:97,24:101,+,0.121
341,20:97,34:111,+,0.151
342,20:97,24:101,+,0.152
343,20:97,20:97,,0.117
344,20:97,27:104,+,0.285
345,20:97,24:101,+,0.153
346,20:97,24:101,+,0.128
347,20:97,24:101,+,0.18
348,20:97,24:101,+,0.137
349,20:97,24:101,+,0.191
350,20:97,24:101,+,0.139
351,20:97,24:101,+,0.165
352,20:97,24:101,+,0.131
353,20:97,24:101,+,0.145
354,20:97,24:101,+,0.191
355,20:97,24:101,+,0.152
356,20:97,24:101,+,0.124
357,20:97,24:101,+,0.156
358,20:97,24:101,+,0.189
359,20:97,20:97,,0.281
360,20:97,20:97,,0.183
361,20:97,20:97,,0.217
362,20:97,24:101,+,0.115
363,20:97,20:97,,0.106
364,20:97,24:101,+,0.134
365,20:97,20:97,,0.139
366,20:97,9:49,+,0.091
367,20:97,20:97,,0.099
368,20:97,24:101,+,0.118
369,20:97,24:101,+,0.154
370,20:97,24:101,+,0.204
371,20:97,24:101,+,0.136
372,20:97,24:101,+,0.139
373,20:97,24:101,+,0.116
374,20:97,34:111,+,0.17
375,20:97,20:97,,0.14
376,20:97,24:101,+,0.135
377,20:97,20:97,,0.244
378,20:97,9:49,+,0.23
379,20:97,24:101,+,0.235
380,20:97,46:161,+,0.135
381,49:231,47:180,+,0.334
382,49:231,47:180,+,0.405
383,49:231,4:43,+,0.225
384,49:231,35:112,+,0.489
385,49:231,4:43,+,0.44
386,49:231,6:45,+,0.218
387,49:231,19:96,+,0.092
388,49:231,48:186,+,0.444
389,49:231,5:44,+,0.288
390,49:231,24:101,+,0.113
391,49:231,5:44,+,0.204
392,49:231,46:161,+,0.193
393,49:231,49:231,,0.189
394,49:231,5:44,+,0.182
395,49:231,13:53,+,0.36
396,49:231,48:186,+,0.192
397,49:231,7:46,+,0.157
398,22:99,42:119,+,0.602
399,22:99,27:104,+,0.118
400,22:99,38:115,+,0.206
401,22:99,24:101,+,0.172
402,22:99,20:97,+,0.143
403,22:99,24:101,+,0.138
404,22:99,24:101,+,0.143
405,22:99,24:101,+,0.189
406,22:99,24:101,+,0.128
407,22:99,20:97,+,0.129
408,22:99,24:101,+,0.136
409,22:99,24:101,+,0.108
410,22:99,24:101,+,0.121
411,22:99,24:101,+,0.175
412,22:99,20:97,+,0.122
413,22:99,24:101,+,0.112
414,22:99,24:101,+,0.179
415,22:99,24:101,+,0.118
416,22:99,24:101,+,0.084
417,22:99,24:101,+,0.251
418,22:99,20:97,+,0.072
419,22:99,24:101,+,0.117
420,22:99,24:101,+,0.141
421,22:99,24:101,+,0.143
422,22:99,24:101,+,0.134
423,22:99,24:101,+,0.131
424,22:99,24:101,+,0.125
425,22:99,24:101,+,0.157
426,22:99,24:101,+,0.317
427,22:99,20:97,+,0.159
428,22:99,20:97,+,0.134
429,22:99,24:101,+,0.112
430,22:99,24:101,+,0.148
431,22:99,24:101,+,0.146
432,22:99,24:101,+,0.149
433,22:99,24:101,+,0.12
434,22:99,24:101,+,0.141
435,22:99,24:101,+,0.133
436,22:99,20:97,+,0.08
437,22:99,24:101,+,0.148
438,22:99,34:111,+,0.109
439,22:99,24:101,+,0.147
440,22:99,24:101,+,0.148
441,22:99,24:101,+,0.178
442,22:99,12:52,+,0.322
443,22:99,24:101,+,0.134
444,22:99,20:97,+,0.164
445,22:99,38:115,+,0.257
446,22:99,20:97,+,0.101
447,22:99,24:101,+,0.142
448,22:99,37:114,+,0.253
449,22:99,24:101,+,0.223
450,22:99,26:103,+,0.21
451,22:99,24:101,+,0.125
452,22:99,24:101,+,0.132
453,22:99,20:97,+,0.109
454,22:99,24:101,+,0.123
455,22:99,36:113,+,0.47
456,22:99,24:101,+,0.184
457,22:99,20:97,+,0.144
458,22:99,24:101,+,0.14
459,22:99,43:120,+,0.097
460,22:99,20:97,+,0.328
461,22:99,34:111,+,0.196
462,22:99,20:97,+,0.139
463,22:99,24:101,+,0.154
464,22:99,24:101,+,0.114
465,22:99,20:97,+,0.132
466,22:99,20:97,+,0.122
467,22:99,24:101,+,0.12
468,22:99,45:122,+,0.27
469,22:99,34:111,+,0.196
470,22:99,20:97,+,0.159
471,22:99,24:101,+,0.17
472,22:99,24:101,+,0.191
473,22:99,24:101,+,0.122
474,22:99,24:101,+,0.144
475,22:99,24:101,+,0.313
476,22:99,24:101,+,0.121
477,22:99,34:111,+,0.099
478,22:99,34:111,+,0.123
479,22:99,24:101,+,0.13
480,22:99,24:101,+,0.179
481,22:99,24:101,+,0.209
482,22:99,8:48,+,0.216
483,22:99,24:101,+,0.107
484,22:99,24:101,+,0.197
485,22:99,45:122,+,0.086
486,22:99,24:101,+,0.125
487,22:99,24:101,+,0.155
488,22:99,24:101,+,0.125
489,22:99,24:101,+,0.119
490,22:99,24:101,+,0.147
491,22:99,24:101,+,0.13
492,22:99,24:101,+,0.164
493,22:99,34:111,+,0.125
494,22:99,24:101,+,0.21
495,22:99,28:105,+,0.424
