inst#,actual,predicted,error,prediction
1,7:46,24:101,+,0.113
2,7:46,7:46,,0.998
3,7:46,7:46,,0.234
4,7:46,24:101,+,0.15
5,7:46,31:108,+,0.124
6,7:46,33:110,+,0.137
7,7:46,24:101,+,0.12
8,7:46,24:101,+,0.106
9,7:46,20:97,+,0.135
10,7:46,3:39,+,0.185
11,7:46,24:101,+,0.136
12,7:46,34:111,+,0.145
13,7:46,7:46,,0.711
14,7:46,7:46,,0.611
15,7:46,24:101,+,0.117
16,7:46,9:49,+,0.651
17,7:46,7:46,,0.378
18,7:46,7:46,,0.428
19,7:46,38:115,+,0.246
20,7:46,24:101,+,0.127
21,7:46,7:46,,0.414
22,7:46,1:8,+,0.172
23,7:46,7:46,,0.164
24,7:46,34:111,+,0.111
25,7:46,34:111,+,0.123
26,7:46,7:46,,0.845
27,7:46,24:101,+,0.125
28,7:46,24:101,+,0.103
29,43:120,45:122,+,0.098
30,43:120,45:122,+,0.144
31,43:120,26:103,+,0.209
32,43:120,24:101,+,0.116
33,43:120,35:112,+,0.878
34,43:120,43:120,,0.611
35,43:120,20:97,+,0.142
36,43:120,24:101,+,0.122
37,43:120,48:186,+,0.856
38,43:120,29:106,+,0.298
39,43:120,16:56,+,0.179
40,43:120,24:101,+,0.204
41,43:120,38:115,+,0.29
42,43:120,32:109,+,0.162
43,43:120,41:118,+,0.398
44,43:120,20:97,+,0.088
45,38:115,31:108,+,0.157
46,38:115,24:101,+,0.146
47,38:115,24:101,+,0.147
48,38:115,20:97,+,0.157
49,38:115,20:97,+,0.09
50,38:115,22:99,+,0.479
51,38:115,34:111,+,0.116
52,38:115,24:101,+,0.169
53,38:115,24:101,+,0.144
54,38:115,24:101,+,0.19
55,38:115,24:101,+,0.261
56,38:115,33:110,+,0.17
57,38:115,24:101,+,0.164
58,38:115,24:101,+,0.129
59,38:115,24:101,+,0.181
60,38:115,20:97,+,0.152
61,38:115,24:101,+,0.123
62,38:115,34:111,+,0.169
63,38:115,40:117,+,0.209
64,38:115,24:101,+,0.185
65,38:115,18:60,+,0.343
66,38:115,20:97,+,0.153
67,38:115,24:101,+,0.114
68,38:115,24:101,+,0.142
69,38:115,24:101,+,0.162
70,38:115,20:97,+,0.136
71,38:115,20:97,+,0.114
72,38:115,24:101,+,0.145
73,38:115,24:101,+,0.101
74,38:115,38:115,,0.132
75,38:115,24:101,+,0.146
76,38:115,24:101,+,0.157
77,38:115,20:97,+,0.152
78,38:115,20:97,+,0.161
79,38:115,34:111,+,0.119
80,38:115,24:101,+,0.113
81,38:115,24:101,+,0.137
82,38:115,24:101,+,0.125
83,38:115,24:101,+,0.098
84,38:115,24:101,+,0.152
85,38:115,36:113,+,0.263
86,38:115,24:101,+,0.138
87,38:115,24:101,+,0.122
88,38:115,24:101,+,0.321
89,38:115,34:111,+,0.122
90,38:115,26:103,+,0.109
91,38:115,20:97,+,0.108
92,38:115,24:101,+,0.162
93,38:115,11:51,+,0.243
94,38:115,38:115,,0.343
95,38:115,24:101,+,0.138
96,38:115,24:101,+,0.13
97,38:115,20:97,+,0.118
98,38:115,20:97,+,0.155
99,38:115,20:97,+,0.116
100,38:115,24:101,+,0.131
101,38:115,21:98,+,0.151
102,38:115,34:111,+,0.104
103,38:115,20:97,+,0.169
104,38:115,20:97,+,0.164
105,38:115,28:105,+,0.176
106,38:115,24:101,+,0.186
107,38:115,31:108,+,0.245
108,38:115,24:101,+,0.136
109,38:115,24:101,+,0.166
110,38:115,24:101,+,0.141
111,38:115,20:97,+,0.147
112,38:115,24:101,+,0.211
113,38:115,24:101,+,0.087
114,38:115,28:105,+,0.135
115,38:115,34:111,+,0.149
116,38:115,24:101,+,0.178
117,38:115,34:111,+,0.253
118,38:115,24:101,+,0.117
119,38:115,24:101,+,0.138
120,38:115,8:48,+,0.249
121,38:115,37:114,+,0.308
122,38:115,24:101,+,0.196
123,38:115,24:101,+,0.139
124,38:115,20:97,+,0.218
125,38:115,38:115,,0.18
126,38:115,24:101,+,0.196
127,38:115,24:101,+,0.133
128,38:115,20:97,+,0.568
129,38:115,42:119,+,0.184
130,38:115,24:101,+,0.154
131,38:115,33:110,+,0.31
132,38:115,24:101,+,0.138
133,38:115,24:101,+,0.115
134,38:115,24:101,+,0.128
135,38:115,34:111,+,0.157
136,38:115,48:186,+,0.251
137,38:115,24:101,+,0.359
138,38:115,24:101,+,0.109
139,38:115,20:97,+,0.178
140,38:115,24:101,+,0.099
141,38:115,37:114,+,0.248
142,38:115,24:101,+,0.169
143,38:115,24:101,+,0.137
144,38:115,25:102,+,0.241
145,38:115,22:99,+,0.133
146,38:115,20:97,+,0.091
147,38:115,24:101,+,0.532
148,38:115,20:97,+,0.114
149,38:115,36:113,+,0.274
150,38:115,20:97,+,0.112
151,38:115,20:97,+,0.154
152,38:115,48:186,+,0.148
153,38:115,24:101,+,0.149
154,38:115,24:101,+,0.144
155,38:115,24:101,+,0.266
156,38:115,26:103,+,0.092
157,38:115,7:46,+,0.696
158,38:115,24:101,+,0.157
159,38:115,33:110,+,0.104
160,38:115,22:99,+,0.755
161,38:115,24:101,+,0.16
162,38:115,45:122,+,0.638
163,38:115,24:101,+,0.131
164,38:115,24:101,+,0.164
165,38:115,24:101,+,0.177
166,38:115,24:101,+,0.132
167,38:115,20:97,+,0.131
168,38:115,34:111,+,0.113
169,38:115,24:101,+,0.134
170,1:8,24:101,+,0.134
171,1:8,24:101,+,0.12
172,1:8,24:101,+,0.113
173,1:8,24:101,+,0.136
174,1:8,24:101,+,0.215
175,1:8,24:101,+,0.118
176,1:8,4:43,+,0.45
177,1:8,1:8,,0.295
178,1:8,20:97,+,0.192
179,1:8,1:8,,0.215
180,1:8,24:101,+,0.285
181,1:8,24:101,+,0.158
182,1:8,24:101,+,0.133
183,1:8,20:97,+,0.139
184,1:8,20:97,+,0.115
185,1:8,34:111,+,0.118
186,1:8,1:8,,0.533
187,1:8,24:101,+,0.205
188,1:8,20:97,+,0.129
189,1:8,20:97,+,0.153
190,1:8,20:97,+,0.094
191,1:8,24:101,+,0.193
192,1:8,34:111,+,0.265
193,1:8,24:101,+,0.112
194,1:8,1:8,,0.302
195,1:8,24:101,+,0.186
196,1:8,3:39,+,0.283
197,1:8,24:101,+,0.163
198,1:8,20:97,+,0.181
199,1:8,20:97,+,0.122
200,1:8,20:97,+,0.107
201,1:8,24:101,+,0.121
202,1:8,24:101,+,0.101
203,1:8,20:97,+,0.151
204,1:8,20:97,+,0.115
205,1:8,33:110,+,0.126
206,1:8,1:8,,0.427
207,1:8,20:97,+,0.166
208,1:8,24:101,+,0.135
209,1:8,24:101,+,0.098
210,1:8,20:97,+,0.135
211,1:8,24:101,+,0.139
212,1:8,40:117,+,0.375
213,1:8,13:53,+,0.29
214,1:8,4:43,+,0.78
215,1:8,3:39,+,0.212
216,1:8,24:101,+,0.144
217,22:99,34:111,+,0.235
218,22:99,24:101,+,0.195
219,22:99,39:116,+,0.313
220,22:99,24:101,+,0.099
221,22:99,24:101,+,0.13
222,22:99,24:101,+,0.163
223,22:99,20:97,+,0.192
224,22:99,24:101,+,0.132
225,22:99,24:101,+,0.099
226,22:99,38:115,+,0.196
227,22:99,24:101,+,0.171
228,22:99,20:97,+,0.177
229,22:99,20:97,+,0.133
230,22:99,20:97,+,0.115
231,22:99,20:97,+,0.169
232,22:99,33:110,+,0.537
233,22:99,24:101,+,0.167
234,22:99,24:101,+,0.115
235,22:99,24:101,+,0.119
236,22:99,24:101,+,0.185
237,22:99,24:101,+,0.139
238,22:99,40:117,+,0.308
239,22:99,20:97,+,0.172
240,22:99,44:121,+,0.213
241,22:99,12:52,+,0.22
242,22:99,24:101,+,0.177
243,22:99,20:97,+,0.119
244,22:99,24:101,+,0.16
245,22:99,24:101,+,0.139
246,22:99,24:101,+,0.128
247,22:99,24:101,+,0.184
248,22:99,20:97,+,0.104
249,22:99,24:101,+,0.125
250,22:99,20:97,+,0.164
251,22:99,34:111,+,0.133
252,22:99,34:111,+,0.155
253,22:99,20:97,+,0.092
254,22:99,24:101,+,0.163
255,22:99,20:97,+,0.181
256,22:99,21:98,+,0.171
257,22:99,41:118,+,0.117
258,22:99,24:101,+,0.126
259,22:99,24:101,+,0.241
260,22:99,20:97,+,0.2
261,22:99,24:101,+,0.161
262,22:99,20:97,+,0.64
263,22:99,24:101,+,0.124
264,22:99,24:101,+,0.118
265,22:99,24:101,+,0.092
266,22:99,24:101,+,0.331
267,22:99,24:101,+,0.13
268,22:99,20:97,+,0.087
269,22:99,24:101,+,0.113
270,22:99,31:108,+,0.233
271,22:99,24:101,+,0.161
272,22:99,41:118,+,0.078
273,22:99,24:101,+,0.185
274,22:99,24:101,+,0.178
275,22:99,45:122,+,0.117
276,22:99,25:102,+,0.19
277,22:99,34:111,+,0.251
278,22:99,34:111,+,0.176
279,22:99,24:101,+,0.141
280,22:99,20:97,+,0.17
281,22:99,24:101,+,0.123
282,22:99,24:101,+,0.147
283,22:99,24:101,+,0.122
284,37:114,24:101,+,0.159
285,37:114,24:101,+,0.14
286,37:114,24:101,+,0.13
287,37:114,37:114,,0.185
288,37:114,24:101,+,0.147
289,37:114,24:101,+,0.122
290,37:114,24:101,+,0.131
291,37:114,39:116,+,0.205
292,37:114,20:97,+,0.177
293,37:114,20:97,+,0.087
294,37:114,20:97,+,0.132
295,37:114,20:97,+,0.12
296,37:114,24:101,+,0.119
297,37:114,20:97,+,0.157
298,37:114,24:101,+,0.149
299,37:114,29:106,+,0.298
300,37:114,24:101,+,0.137
301,37:114,24:101,+,0.167
302,37:114,33:110,+,0.118
303,37:114,20:97,+,0.173
304,37:114,24:101,+,0.158
305,37:114,37:114,,0.465
306,37:114,50:241,+,0.211
307,37:114,24:101,+,0.152
308,37:114,37:114,,0.716
309,37:114,24:101,+,0.121
310,37:114,20:97,+,0.169
311,37:114,1:8,+,0.864
312,37:114,24:101,+,0.21
313,37:114,34:111,+,0.187
314,37:114,24:101,+,0.154
315,37:114,20:97,+,0.178
316,37:114,24:101,+,0.145
317,37:114,24:101,+,0.126
318,37:114,24:101,+,0.218
319,37:114,24:101,+,0.189
320,37:114,24:101,+,0.129
321,37:114,21:98,+,0.153
322,37:114,24:101,+,0.126
323,37:114,31:108,+,0.35
324,37:114,24:101,+,0.198
325,37:114,24:101,+,0.17
326,37:114,37:114,,0.472
327,37:114,24:101,+,0.233
328,37:114,24:101,+,0.121
329,37:114,24:101,+,0.158
330,37:114,24:101,+,0.11
331,37:114,24:101,+,0.216
332,37:114,24:101,+,0.209
333,37:114,24:101,+,0.1
334,37:114,24:101,+,0.247
335,37:114,37:114,,0.606
336,37:114,20:97,+,0.189
337,37:114,39:116,+,0.181
338,37:114,9:49,+,0.155
339,37:114,24:101,+,0.17
340,37:114,20:97,+,0.143
341,37:114,24:101,+,0.159
342,37:114,38:115,+,0.181
343,37:114,34:111,+,0.104
344,37:114,21:98,+,0.089
345,37:114,24:101,+,0.128
346,37:114,20:97,+,0.16
347,37:114,24:101,+,0.16
348,37:114,37:114,,0.774
349,37:114,24:101,+,0.118
350,37:114,33:110,+,0.34
351,37:114,24:101,+,0.11
352,37:114,37:114,,0.433
353,37:114,40:117,+,0.218
354,37:114,20:97,+,0.177
355,37:114,24:101,+,0.15
356,37:114,24:101,+,0.151
357,37:114,24:101,+,0.117
358,37:114,35:112,+,0.353
359,37:114,20:97,+,0.17
360,37:114,24:101,+,0.159
361,37:114,24:101,+,0.178
362,37:114,24:101,+,0.144
363,37:114,34:111,+,0.176
364,37:114,34:111,+,0.164
365,37:114,24:101,+,0.556
366,37:114,40:117,+,0.186
367,37:114,20:97,+,0.17
368,37:114,20:97,+,0.159
369,37:114,20:97,+,0.107
370,37:114,24:101,+,0.145
371,37:114,24:101,+,0.175
372,37:114,24:101,+,0.155
373,37:114,24:101,+,0.15
374,37:114,24:101,+,0.119
375,37:114,24:101,+,0.119
376,37:114,40:117,+,0.982
377,37:114,1:8,+,0.175
378,37:114,24:101,+,0.104
379,37:114,24:101,+,0.186
380,37:114,34:111,+,0.155
381,37:114,24:101,+,0.165
382,37:114,24:101,+,0.092
383,37:114,37:114,,0.925
384,37:114,24:101,+,0.11
385,37:114,34:111,+,0.189
386,37:114,37:114,,0.5
387,37:114,37:114,,0.398
388,37:114,20:97,+,0.189
389,37:114,24:101,+,0.124
390,37:114,36:113,+,0.109
391,37:114,37:114,,0.429
392,37:114,24:101,+,0.156
393,37:114,24:101,+,0.188
394,37:114,20:97,+,0.179
395,37:114,24:101,+,0.175
396,37:114,24:101,+,0.169
397,37:114,24:101,+,0.141
398,37:114,33:110,+,0.17
399,37:114,24:101,+,0.208
400,37:114,20:97,+,0.117
401,37:114,14:54,+,0.445
402,37:114,24:101,+,0.108
403,37:114,24:101,+,0.202
404,37:114,38:115,+,0.471
405,37:114,24:101,+,0.358
406,37:114,28:105,+,0.176
407,33:110,24:101,+,0.148
408,33:110,1:8,+,0.131
409,33:110,24:101,+,0.184
410,33:110,24:101,+,0.221
411,33:110,1:8,+,0.166
412,33:110,20:97,+,0.151
413,33:110,20:97,+,0.13
414,33:110,24:101,+,0.174
415,33:110,24:101,+,0.155
