inst#,actual,predicted,error,prediction
1,11:51,12:52,+,0.173
2,11:51,13:53,+,0.11
3,11:51,16:56,+,0.152
4,11:51,12:52,+,0.339
5,11:51,24:101,+,0.175
6,11:51,20:97,+,0.235
7,11:51,24:101,+,0.114
8,11:51,17:57,+,0.181
9,11:51,9:49,+,0.117
10,11:51,10:50,+,0.164
11,11:51,17:57,+,0.173
12,11:51,10:50,+,0.207
13,11:51,13:53,+,0.111
14,11:51,24:101,+,0.112
15,11:51,10:50,+,0.527
16,11:51,34:111,+,0.124
17,11:51,12:52,+,0.237
18,11:51,48:186,+,0.268
19,11:51,11:51,,0.275
20,11:51,24:101,+,0.157
21,11:51,24:101,+,0.09
22,11:51,10:50,+,0.227
23,11:51,8:48,+,0.368
24,11:51,10:50,+,0.254
25,11:51,12:52,+,0.238
26,23:100,24:101,+,0.162
27,23:100,24:101,+,0.143
28,23:100,24:101,+,0.163
29,23:100,23:100,,0.187
30,23:100,24:101,+,0.132
31,23:100,41:118,+,0.077
32,23:100,23:100,,0.169
33,23:100,24:101,+,0.123
34,23:100,24:101,+,0.134
35,23:100,24:101,+,0.09
36,23:100,24:101,+,0.155
37,23:100,24:101,+,0.158
38,23:100,24:101,+,0.121
39,23:100,24:101,+,0.158
40,23:100,34:111,+,0.079
41,23:100,24:101,+,0.129
42,23:100,48:186,+,0.51
43,23:100,24:101,+,0.091
44,23:100,24:101,+,0.111
45,23:100,24:101,+,0.146
46,23:100,24:101,+,0.13
47,23:100,24:101,+,0.138
48,23:100,24:101,+,0.15
49,23:100,24:101,+,0.144
50,23:100,24:101,+,0.098
51,23:100,24:101,+,0.193
52,23:100,16:56,+,0.237
53,23:100,24:101,+,0.145
54,23:100,24:101,+,0.161
55,23:100,20:97,+,0.143
56,23:100,24:101,+,0.15
57,23:100,24:101,+,0.12
58,23:100,24:101,+,0.18
59,23:100,24:101,+,0.125
60,23:100,24:101,+,0.148
61,23:100,34:111,+,0.113
62,23:100,24:101,+,0.142
63,23:100,24:101,+,0.141
64,23:100,24:101,+,0.134
65,23:100,24:101,+,0.13
66,23:100,24:101,+,0.146
67,23:100,24:101,+,0.16
68,23:100,24:101,+,0.176
69,23:100,24:101,+,0.137
70,23:100,24:101,+,0.253
71,23:100,48:186,+,0.097
72,23:100,34:111,+,0.14
73,23:100,24:101,+,0.144
74,23:100,24:101,+,0.155
75,23:100,24:101,+,0.13
76,23:100,24:101,+,0.105
77,23:100,24:101,+,0.112
78,23:100,24:101,+,0.123
79,23:100,24:101,+,0.137
80,23:100,26:103,+,0.12
81,23:100,24:101,+,0.111
82,23:100,24:101,+,0.403
83,23:100,20:97,+,0.108
84,23:100,24:101,+,0.15
85,23:100,24:101,+,0.14
86,23:100,3:39,+,0.1
87,23:100,24:101,+,0.137
88,23:100,24:101,+,0.141
89,23:100,24:101,+,0.094
90,23:100,24:101,+,0.138
91,23:100,24:101,+,0.138
92,23:100,24:101,+,0.143
93,23:100,24:101,+,0.121
94,23:100,24:101,+,0.212
95,23:100,34:111,+,0.193
96,23:100,24:101,+,0.133
97,23:100,24:101,+,0.132
98,23:100,23:100,,0.214
99,23:100,24:101,+,0.134
100,23:100,24:101,+,0.131
101,23:100,35:112,+,0.15
102,23:100,24:101,+,0.134
103,23:100,24:101,+,0.128
104,23:100,24:101,+,0.111
105,23:100,34:111,+,0.106
106,23:100,23:100,,0.432
107,23:100,24:101,+,0.136
108,23:100,24:101,+,0.129
109,23:100,24:101,+,0.128
110,23:100,34:111,+,0.121
111,23:100,24:101,+,0.145
112,23:100,24:101,+,0.098
113,23:100,23:100,,0.175
114,23:100,24:101,+,0.15
