inst#,actual,predicted,error,prediction
1,38:115,24:101,+,0.151
2,38:115,24:101,+,0.148
3,38:115,24:101,+,0.169
4,38:115,24:101,+,0.14
5,38:115,34:111,+,0.161
6,38:115,24:101,+,0.172
7,38:115,24:101,+,0.157
8,38:115,24:101,+,0.2
9,38:115,24:101,+,0.107
10,38:115,24:101,+,0.164
11,38:115,24:101,+,0.141
12,38:115,24:101,+,0.265
13,38:115,24:101,+,0.154
14,38:115,24:101,+,0.153
15,38:115,24:101,+,0.197
16,38:115,24:101,+,0.307
17,38:115,24:101,+,0.151
18,38:115,38:115,,0.351
19,38:115,18:60,+,0.236
20,38:115,24:101,+,0.144
21,38:115,34:111,+,0.126
22,38:115,24:101,+,0.171
23,38:115,24:101,+,0.154
24,38:115,24:101,+,0.155
25,38:115,24:101,+,0.281
26,38:115,24:101,+,0.161
27,38:115,24:101,+,0.141
28,38:115,24:101,+,0.148
29,38:115,24:101,+,0.203
30,38:115,36:113,+,0.22
31,38:115,24:101,+,0.161
32,38:115,20:97,+,0.11
33,38:115,34:111,+,0.136
34,38:115,24:101,+,0.163
35,38:115,24:101,+,0.154
36,38:115,24:101,+,0.157
37,38:115,47:180,+,0.14
38,38:115,24:101,+,0.231
39,38:115,24:101,+,0.16
40,38:115,24:101,+,0.145
41,38:115,24:101,+,0.161
42,38:115,24:101,+,0.121
43,38:115,24:101,+,0.142
44,38:115,20:97,+,0.142
45,38:115,24:101,+,0.303
46,38:115,24:101,+,0.119
47,38:115,5:44,+,0.177
48,38:115,24:101,+,0.231
49,38:115,24:101,+,0.309
50,38:115,24:101,+,0.163
51,38:115,20:97,+,0.342
52,38:115,24:101,+,0.15
53,38:115,24:101,+,0.154
54,38:115,20:97,+,0.201
55,38:115,24:101,+,0.146
56,38:115,7:46,+,0.115
57,38:115,24:101,+,0.201
58,38:115,24:101,+,0.134
59,38:115,24:101,+,0.141
60,38:115,24:101,+,0.151
61,38:115,20:97,+,0.122
62,38:115,24:101,+,0.155
63,38:115,20:97,+,0.112
64,38:115,24:101,+,0.117
65,38:115,24:101,+,0.148
66,38:115,24:101,+,0.151
67,38:115,24:101,+,0.125
68,38:115,40:117,+,0.298
69,38:115,34:111,+,0.121
70,38:115,24:101,+,0.151
71,38:115,34:111,+,0.142
72,38:115,20:97,+,0.313
73,38:115,24:101,+,0.207
74,38:115,24:101,+,0.146
75,38:115,34:111,+,0.474
76,38:115,24:101,+,0.194
77,38:115,24:101,+,0.149
78,38:115,24:101,+,0.16
79,38:115,24:101,+,0.082
80,38:115,24:101,+,0.114
81,38:115,31:108,+,0.08
82,38:115,33:110,+,0.222
83,19:96,24:101,+,0.209
84,19:96,19:96,,0.183
85,19:96,35:112,+,0.22
86,19:96,46:161,+,0.176
87,19:96,46:161,+,0.17
88,19:96,24:101,+,0.152
89,19:96,4:43,+,0.16
90,19:96,47:180,+,0.204
91,19:96,46:161,+,0.148
92,19:96,47:180,+,0.18
93,19:96,46:161,+,0.215
94,37:114,24:101,+,0.115
95,37:114,16:56,+,0.216
96,37:114,24:101,+,0.12
97,37:114,20:97,+,0.162
98,37:114,24:101,+,0.149
99,37:114,24:101,+,0.119
100,37:114,24:101,+,0.153
101,37:114,24:101,+,0.141
102,37:114,33:110,+,0.175
103,37:114,24:101,+,0.15
104,37:114,24:101,+,0.14
105,37:114,24:101,+,0.096
106,37:114,20:97,+,0.226
107,37:114,24:101,+,0.201
108,37:114,24:101,+,0.143
109,37:114,24:101,+,0.152
110,37:114,24:101,+,0.182
111,37:114,24:101,+,0.151
112,37:114,34:111,+,0.142
113,37:114,24:101,+,0.154
114,37:114,24:101,+,0.167
115,37:114,24:101,+,0.161
116,37:114,24:101,+,0.167
117,37:114,24:101,+,0.176
