inst#,actual,predicted,error,prediction
1,4:44,22:101,+,0.112
2,4:44,22:101,+,0.08
3,4:44,22:101,+,0.119
4,4:44,22:101,+,0.138
5,4:44,22:101,+,0.154
6,4:44,22:101,+,0.108
7,4:44,22:101,+,0.166
8,4:44,22:101,+,0.108
9,4:44,22:101,+,0.165
10,31:110,22:101,+,0.131
11,31:110,22:101,+,0.096
12,31:110,22:101,+,0.123
13,31:110,22:101,+,0.174
14,31:110,22:101,+,0.175
15,31:110,22:101,+,0.144
16,31:110,22:101,+,0.123
17,31:110,32:111,+,0.121
18,31:110,32:111,+,0.096
19,31:110,22:101,+,0.17
20,31:110,22:101,+,0.163
21,31:110,22:101,+,0.176
22,31:110,22:101,+,0.128
23,31:110,22:101,+,0.099
24,31:110,22:101,+,0.11
25,31:110,22:101,+,0.155
26,31:110,22:101,+,0.133
27,31:110,22:101,+,0.142
28,31:110,32:111,+,0.121
29,31:110,22:101,+,0.093
30,18:97,22:101,+,0.157
31,18:97,10:51,+,0.107
32,18:97,22:101,+,0.134
33,18:97,22:101,+,0.134
34,18:97,22:101,+,0.082
35,18:97,22:101,+,0.137
36,18:97,22:101,+,0.151
37,18:97,22:101,+,0.138
38,18:97,7:48,+,0.124
39,18:97,15:56,+,0.117
40,18:97,22:101,+,0.156
41,18:97,22:101,+,0.163
42,18:97,22:101,+,0.106
43,18:97,22:101,+,0.147
44,18:97,22:101,+,0.112
45,18:97,22:101,+,0.129
46,18:97,22:101,+,0.084
47,18:97,22:101,+,0.141
48,18:97,22:101,+,0.129
49,18:97,22:101,+,0.117
50,18:97,22:101,+,0.124
51,18:97,22:101,+,0.125
52,18:97,22:101,+,0.176
53,18:97,22:101,+,0.121
54,18:97,22:101,+,0.142
55,18:97,22:101,+,0.166
56,18:97,32:111,+,0.235
57,18:97,22:101,+,0.099
58,18:97,22:101,+,0.155
59,18:97,22:101,+,0.125
60,18:97,22:101,+,0.129
61,18:97,22:101,+,0.145
62,18:97,22:101,+,0.138
63,18:97,22:101,+,0.142
64,18:97,22:101,+,0.165
65,18:97,22:101,+,0.125
66,18:97,22:101,+,0.129
67,18:97,22:101,+,0.139
68,18:97,22:101,+,0.163
69,18:97,22:101,+,0.127
70,18:97,22:101,+,0.092
71,18:97,22:101,+,0.136
72,18:97,22:101,+,0.143
73,41:120,22:101,+,0.099
74,41:120,22:101,+,0.083
75,39:118,22:101,+,0.171
76,39:118,22:101,+,0.133
77,39:118,22:101,+,0.068
78,39:118,22:101,+,0.073
79,39:118,22:101,+,0.108
80,39:118,22:101,+,0.147
81,39:118,22:101,+,0.134
82,11:52,22:101,+,0.105
83,11:52,22:101,+,0.136
84,11:52,22:101,+,0.105
85,11:52,22:101,+,0.107
86,22:101,22:101,,0.125
87,22:101,22:101,,0.118
88,22:101,22:101,,0.11
89,22:101,22:101,,0.119
90,22:101,22:101,,0.168
91,22:101,22:101,,0.138
92,22:101,22:101,,0.185
93,22:101,22:101,,0.18
94,22:101,22:101,,0.092
95,22:101,22:101,,0.094
96,22:101,22:101,,0.163
97,22:101,22:101,,0.113
98,22:101,22:101,,0.106
99,22:101,22:101,,0.093
100,22:101,22:101,,0.117
101,22:101,22:101,,0.13
102,22:101,22:101,,0.1
103,22:101,22:101,,0.083
104,22:101,22:101,,0.133
105,22:101,22:101,,0.102
106,22:101,22:101,,0.094
107,22:101,22:101,,0.119
108,22:101,22:101,,0.105
109,22:101,8:49,+,0.089
110,22:101,9:50,+,0.109
111,22:101,22:101,,0.089
112,22:101,22:101,,0.127
113,22:101,22:101,,0.144
114,22:101,22:101,,0.127
115,22:101,22:101,,0.166
116,22:101,22:101,,0.132
117,22:101,22:101,,0.121
118,22:101,22:101,,0.148
119,22:101,22:101,,0.166
120,22:101,22:101,,0.132
121,22:101,32:111,+,0.112
122,22:101,22:101,,0.147
123,22:101,22:101,,0.158
124,22:101,22:101,,0.184
125,22:101,32:111,+,0.123
126,22:101,32:111,+,0.124
127,22:101,22:101,,0.116
128,22:101,22:101,,0.104
129,22:101,22:101,,0.155
130,22:101,22:101,,0.122
131,22:101,22:101,,0.099
132,22:101,22:101,,0.157
133,22:101,22:101,,0.177
134,22:101,15:56,+,0.111
135,22:101,22:101,,0.108
136,22:101,22:101,,0.141
137,22:101,22:101,,0.19
138,22:101,22:101,,0.156
139,22:101,22:101,,0.151
140,22:101,22:101,,0.155
141,22:101,22:101,,0.179
142,22:101,32:111,+,0.095
143,22:101,22:101,,0.065
144,35:114,22:101,+,0.142
145,35:114,22:101,+,0.117
146,35:114,22:101,+,0.151
147,35:114,22:101,+,0.116
