inst#,actual,predicted,error,prediction
1,19:97,23:101,+,0.145
2,19:97,23:101,+,0.143
3,19:97,25:103,+,0.2
4,19:97,33:111,+,0.243
5,19:97,23:101,+,0.19
6,19:97,33:111,+,0.269
7,19:97,23:101,+,0.143
8,19:97,23:101,+,0.185
9,19:97,23:101,+,0.168
10,19:97,23:101,+,0.143
11,19:97,23:101,+,0.168
12,19:97,23:101,+,0.168
13,19:97,23:101,+,0.235
14,19:97,23:101,+,0.143
15,19:97,33:111,+,0.186
16,19:97,23:101,+,0.137
17,19:97,32:110,+,0.231
18,19:97,23:101,+,0.157
19,19:97,23:101,+,0.143
20,19:97,23:101,+,0.143
21,19:97,23:101,+,0.145
22,19:97,23:101,+,0.143
23,19:97,23:101,+,0.272
24,19:97,36:114,+,0.34
25,19:97,23:101,+,0.272
26,19:97,36:114,+,0.276
27,19:97,23:101,+,0.145
28,19:97,23:101,+,0.145
29,19:97,23:101,+,0.186
30,19:97,23:101,+,0.19
31,19:97,23:101,+,0.157
32,19:97,33:111,+,0.118
33,19:97,23:101,+,0.145
34,19:97,23:101,+,0.168
35,19:97,19:97,,0.236
36,19:97,23:101,+,0.168
37,19:97,23:101,+,0.145
38,19:97,23:101,+,0.145
39,19:97,23:101,+,0.449
40,19:97,23:101,+,0.185
41,19:97,23:101,+,0.168
42,19:97,23:101,+,0.145
43,19:97,19:97,,0.206
44,19:97,23:101,+,0.145
45,19:97,23:101,+,0.168
46,19:97,36:114,+,0.221
47,19:97,23:101,+,0.145
48,19:97,14:55,+,0.2
49,19:97,23:101,+,0.143
50,19:97,23:101,+,0.168
51,19:97,19:97,,0.236
52,19:97,36:114,+,0.262
53,19:97,23:101,+,0.145
54,19:97,19:97,,0.236
55,19:97,23:101,+,0.157
56,19:97,37:115,+,0.198
57,19:97,23:101,+,0.138
58,19:97,23:101,+,0.235
59,19:97,23:101,+,0.168
60,19:97,23:101,+,0.272
61,19:97,23:101,+,0.138
62,19:97,23:101,+,0.186
63,19:97,23:101,+,0.145
64,19:97,37:115,+,0.555
65,19:97,11:52,+,0.343
66,19:97,19:97,,0.244
67,19:97,23:101,+,0.186
68,19:97,23:101,+,0.138
69,19:97,23:101,+,0.143
70,19:97,23:101,+,0.186
71,19:97,23:101,+,0.143
72,19:97,33:111,+,0.541
73,19:97,19:97,,0.244
74,19:97,23:101,+,0.168
75,19:97,23:101,+,0.19
76,19:97,23:101,+,0.145
77,19:97,23:101,+,0.143
78,19:97,23:101,+,0.391
79,19:97,23:101,+,0.186
80,19:97,23:101,+,0.391
81,19:97,23:101,+,0.137
82,19:97,19:97,,0.49
83,19:97,38:116,+,0.327
84,19:97,19:97,,0.236
85,19:97,23:101,+,0.145
86,19:97,23:101,+,0.145
87,19:97,23:101,+,0.145
88,19:97,23:101,+,0.168
89,19:97,36:114,+,0.34
90,19:97,23:101,+,0.449
91,19:97,23:101,+,0.145
92,34:112,39:117,+,0.345
93,34:112,21:99,+,0.165
94,34:112,11:52,+,0.266
95,34:112,23:101,+,0.138
96,34:112,23:101,+,0.145
97,34:112,23:101,+,0.157
98,34:112,23:101,+,0.145
99,34:112,23:101,+,0.186
100,34:112,23:101,+,0.193
101,34:112,23:101,+,0.145
102,34:112,23:101,+,0.157
103,34:112,19:97,+,0.5
104,34:112,29:107,+,0.313
105,34:112,33:111,+,0.186
106,34:112,36:114,+,0.34
107,34:112,23:101,+,0.143
108,34:112,35:113,+,0.225
109,34:112,23:101,+,0.169
