inst#,actual,predicted,error,prediction
1,24:101,24:101,,0.198
2,24:101,24:101,,0.17
3,24:101,20:97,+,0.18
4,24:101,24:101,,0.171
5,24:101,20:97,+,0.18
6,24:101,24:101,,0.171
7,24:101,24:101,,0.171
8,24:101,24:101,,0.198
9,24:101,24:101,,0.154
10,24:101,24:101,,0.171
11,24:101,24:101,,0.171
12,24:101,34:111,+,0.257
13,24:101,24:101,,0.171
14,24:101,20:97,+,0.18
15,24:101,24:101,,0.208
16,24:101,44:121,+,0.556
17,24:101,34:111,+,0.257
18,24:101,24:101,,0.171
19,24:101,24:101,,0.161
20,24:101,39:116,+,0.333
21,24:101,24:101,,0.171
22,24:101,40:117,+,0.211
23,24:101,24:101,,0.174
24,24:101,24:101,,0.154
25,24:101,24:101,,0.171
26,24:101,34:111,+,0.315
27,24:101,24:101,,0.174
28,24:101,24:101,,0.171
29,24:101,24:101,,0.167
30,24:101,24:101,,0.171
31,24:101,24:101,,0.154
32,24:101,24:101,,0.154
33,24:101,24:101,,0.171
34,24:101,24:101,,0.171
35,24:101,24:101,,0.174
36,24:101,24:101,,0.254
37,24:101,34:111,+,0.257
38,24:101,24:101,,0.171
39,24:101,24:101,,0.171
40,24:101,24:101,,0.171
41,24:101,24:101,,0.161
42,24:101,20:97,+,0.253
43,24:101,24:101,,0.17
44,24:101,24:101,,0.171
45,24:101,1:8,+,0.496
46,24:101,24:101,,0.171
47,24:101,24:101,,0.174
48,24:101,24:101,,0.154
49,24:101,24:101,,0.154
50,24:101,20:97,+,0.18
51,24:101,24:101,,0.171
52,24:101,24:101,,0.171
53,24:101,24:101,,0.154
54,24:101,24:101,,0.161
55,24:101,24:101,,0.174
56,24:101,24:101,,0.174
57,24:101,24:101,,0.171
58,24:101,24:101,,0.154
59,24:101,24:101,,0.174
60,24:101,24:101,,0.174
61,24:101,24:101,,0.171
62,24:101,24:101,,0.161
63,24:101,24:101,,0.171
64,24:101,24:101,,0.123
65,24:101,1:8,+,0.385
66,20:97,24:101,+,0.171
67,20:97,24:101,+,0.174
68,20:97,24:101,+,0.171
69,20:97,37:114,+,0.321
70,20:97,24:101,+,0.167
71,20:97,24:101,+,0.154
72,20:97,24:101,+,0.154
73,20:97,24:101,+,0.161
74,20:97,24:101,+,0.154
75,20:97,24:101,+,0.171
76,20:97,1:8,+,0.385
77,20:97,34:111,+,0.375
78,20:97,24:101,+,0.198
79,20:97,24:101,+,0.171
80,20:97,24:101,+,0.154
81,20:97,24:101,+,0.174
82,20:97,24:101,+,0.161
83,20:97,24:101,+,0.161
84,20:97,24:101,+,0.171
85,20:97,24:101,+,0.13
86,20:97,24:101,+,0.154
87,20:97,24:101,+,0.174
88,20:97,24:101,+,0.154
89,20:97,24:101,+,0.171
90,20:97,37:114,+,0.321
91,20:97,20:97,,0.286
92,20:97,24:101,+,0.171
93,20:97,24:101,+,0.167
94,20:97,24:101,+,0.154
95,20:97,24:101,+,0.171
96,20:97,20:97,,0.18
97,20:97,24:101,+,0.161
98,20:97,17:57,+,0.147
99,20:97,24:101,+,0.171
100,20:97,24:101,+,0.174
101,20:97,20:97,,0.209
102,20:97,24:101,+,0.208
103,20:97,24:101,+,0.161
104,20:97,24:101,+,0.154
105,20:97,24:101,+,0.174
106,20:97,24:101,+,0.171
107,20:97,24:101,+,0.171
108,20:97,24:101,+,0.171
109,20:97,24:101,+,0.161
110,20:97,24:101,+,0.171
111,20:97,24:101,+,0.154
112,20:97,24:101,+,0.171
113,38:115,24:101,+,0.154
114,38:115,24:101,+,0.375
115,38:115,24:101,+,0.171
116,38:115,24:101,+,0.161
117,38:115,24:101,+,0.154
118,38:115,24:101,+,0.167
119,38:115,26:103,+,0.28
120,38:115,24:101,+,0.161
121,38:115,24:101,+,0.17
122,38:115,1:8,+,0.385
123,38:115,9:49,+,0.333
124,38:115,24:101,+,0.171
125,38:115,24:101,+,0.161
126,38:115,24:101,+,0.171
127,38:115,24:101,+,0.171
128,38:115,24:101,+,0.154
129,38:115,24:101,+,0.154
130,38:115,24:101,+,0.154
131,38:115,24:101,+,0.171
132,38:115,24:101,+,0.161
133,38:115,37:114,+,0.429
134,38:115,24:101,+,0.161
135,38:115,5:44,+,0.667
136,38:115,31:108,+,0.282
137,38:115,24:101,+,0.171
138,38:115,24:101,+,0.171
139,38:115,24:101,+,0.174
140,38:115,24:101,+,0.171
141,38:115,24:101,+,0.167
142,38:115,24:101,+,0.171
143,38:115,24:101,+,0.161
144,38:115,38:115,,0.222
145,38:115,34:111,+,0.267
146,34:111,24:101,+,0.171
147,34:111,24:101,+,0.161
148,34:111,24:101,+,0.161
149,34:111,34:111,,0.21
150,34:111,24:101,+,0.171
151,34:111,24:101,+,0.167
152,34:111,24:101,+,0.171
153,34:111,24:101,+,0.171
154,34:111,24:101,+,0.17
155,34:111,24:101,+,0.174
156,34:111,24:101,+,0.336
157,34:111,28:105,+,0.345
158,34:111,24:101,+,0.161
159,34:111,20:97,+,0.263
160,34:111,28:105,+,0.345
161,34:111,24:101,+,0.171
162,34:111,34:111,,0.315
163,34:111,24:101,+,0.167
164,34:111,24:101,+,0.161
165,34:111,24:101,+,0.174
166,34:111,24:101,+,0.171
167,34:111,34:111,,0.267
168,34:111,24:101,+,0.167
169,34:111,24:101,+,0.154
170,34:111,24:101,+,0.161
171,34:111,24:101,+,0.167
172,34:111,24:101,+,0.171
173,34:111,24:101,+,0.198
174,34:111,20:97,+,0.18
175,34:111,24:101,+,0.171
176,34:111,38:115,+,0.217
177,34:111,24:101,+,0.171
178,34:111,1:8,+,0.496
179,34:111,24:101,+,0.161
180,34:111,20:97,+,0.253
181,34:111,24:101,+,0.17
182,34:111,24:101,+,0.154
183,34:111,24:101,+,0.174
184,6:45,34:111,+,0.286
185,6:45,3:39,+,0.333
186,6:45,34:111,+,0.286
187,6:45,20:97,+,0.112
188,21:98,27:104,+,0.273
189,21:98,24:101,+,0.171
190,21:98,24:101,+,0.198
191,21:98,21:98,,0.354
192,21:98,22:99,+,0.193
193,21:98,36:113,+,0.364
194,21:98,26:103,+,0.4
195,21:98,24:101,+,0.17
196,21:98,24:101,+,0.167
197,21:98,50:241,+,0.35
198,21:98,24:101,+,0.154
199,21:98,33:110,+,0.261
200,21:98,24:101,+,0.171
201,44:121,24:101,+,0.161
202,44:121,35:112,+,0.177
203,44:121,24:101,+,0.17
204,44:121,43:120,+,0.156
205,44:121,24:101,+,0.161
206,44:121,43:120,+,0.25
207,44:121,35:112,+,0.498
208,44:121,42:119,+,0.381
209,44:121,38:115,+,0.217
210,44:121,1:8,+,0.857
211,44:121,21:98,+,0.354
212,44:121,24:101,+,0.208
