inst#,actual,predicted,error,prediction
1,19:104,19:104,,0.286
2,19:104,40:241,+,0.273
3,19:104,16:101,+,0.124
4,19:104,36:121,+,0.286
5,19:104,16:101,+,0.124
6,19:104,16:101,+,0.157
7,12:97,16:101,+,0.124
8,12:97,16:101,+,0.124
9,12:97,16:101,+,0.124
10,12:97,16:101,+,0.124
11,12:97,16:101,+,0.157
12,12:97,1:8,+,0.538
13,12:97,16:101,+,0.124
14,12:97,16:101,+,0.382
15,12:97,16:101,+,0.157
16,12:97,29:114,+,0.167
17,12:97,16:101,+,0.157
18,12:97,30:115,+,0.484
19,12:97,12:97,,0.274
20,12:97,16:101,+,0.124
21,12:97,16:101,+,0.157
22,12:97,16:101,+,0.124
23,12:97,16:101,+,0.124
24,12:97,3:44,+,0.296
25,12:97,16:101,+,0.124
26,12:97,16:101,+,0.124
27,12:97,16:101,+,0.157
28,12:97,1:8,+,0.429
29,12:97,16:101,+,0.124
30,12:97,16:101,+,0.124
31,12:97,16:101,+,0.124
32,12:97,16:101,+,0.382
33,12:97,29:114,+,0.167
34,12:97,16:101,+,0.157
35,12:97,16:101,+,0.124
36,12:97,29:114,+,0.167
37,12:97,16:101,+,0.157
38,12:97,26:111,+,0.239
39,12:97,29:114,+,0.167
40,12:97,27:112,+,0.278
41,12:97,16:101,+,0.124
42,12:97,16:101,+,0.261
43,12:97,16:101,+,0.124
44,12:97,16:101,+,0.157
45,12:97,16:101,+,0.124
46,12:97,16:101,+,0.124
47,12:97,16:101,+,0.124
48,30:115,16:101,+,0.124
49,30:115,16:101,+,0.157
50,30:115,16:101,+,0.157
51,30:115,16:101,+,0.124
52,30:115,16:101,+,0.157
53,30:115,16:101,+,0.157
54,30:115,16:101,+,0.157
55,30:115,16:101,+,0.124
56,30:115,16:101,+,0.157
57,30:115,12:97,+,0.274
58,30:115,16:101,+,0.157
59,30:115,16:101,+,0.124
60,30:115,3:44,+,0.296
61,30:115,16:101,+,0.382
62,30:115,26:111,+,0.239
63,30:115,16:101,+,0.124
64,30:115,16:101,+,0.157
65,30:115,16:101,+,0.124
66,30:115,29:114,+,0.167
67,30:115,16:101,+,0.157
68,30:115,12:97,+,0.5
69,30:115,3:44,+,0.59
70,30:115,16:101,+,0.124
71,30:115,16:101,+,0.157
72,30:115,16:101,+,0.124
73,30:115,16:101,+,0.124
74,30:115,16:101,+,0.124
75,30:115,16:101,+,0.124
76,16:101,16:101,,0.124
77,16:101,16:101,,0.124
78,16:101,16:101,,0.124
79,16:101,16:101,,0.124
80,16:101,29:114,+,0.167
81,16:101,16:101,,0.124
82,16:101,16:101,,0.157
83,16:101,16:101,,0.157
84,16:101,16:101,,0.124
85,16:101,16:101,,0.157
86,16:101,16:101,,0.157
87,16:101,16:101,,0.157
88,16:101,16:101,,0.157
89,16:101,16:101,,0.157
90,16:101,16:101,,0.157
91,16:101,16:101,,0.157
92,16:101,16:101,,0.124
93,16:101,16:101,,0.157
94,16:101,16:101,,0.157
95,16:101,5:46,+,0.273
96,16:101,29:114,+,0.167
97,16:101,12:97,+,0.333
98,16:101,29:114,+,0.167
99,16:101,16:101,,0.261
100,16:101,1:8,+,0.333
101,16:101,16:101,,0.124
102,16:101,16:101,,0.124
103,16:101,16:101,,0.124
104,16:101,26:111,+,0.327
105,16:101,16:101,,0.157
106,16:101,16:101,,0.157
107,16:101,31:116,+,0.333
108,16:101,16:101,,0.157
109,16:101,12:97,+,0.429
110,16:101,16:101,,0.124
111,16:101,16:101,,0.124
112,16:101,16:101,,0.157
113,16:101,16:101,,0.157
114,16:101,16:101,,0.157
115,16:101,16:101,,0.124
116,16:101,29:114,+,0.167
117,16:101,15:100,+,0.28
118,16:101,16:101,,0.124
119,16:101,16:101,,0.124
120,16:101,16:101,,0.124
121,16:101,16:101,,0.124
122,16:101,16:101,,0.124
123,16:101,16:101,,0.157
124,16:101,16:101,,0.124
125,16:101,29:114,+,0.167
126,16:101,16:101,,0.124
127,16:101,16:101,,0.124
128,38:161,5:46,+,0.182
129,38:161,5:46,+,0.261
130,23:108,16:101,+,0.124
131,23:108,16:101,+,0.124
132,23:108,16:101,+,0.124
133,23:108,16:101,+,0.124
134,23:108,16:101,+,0.124
135,23:108,16:101,+,0.124
136,23:108,16:101,+,0.124
137,23:108,26:111,+,0.327
138,23:108,16:101,+,0.124
139,23:108,16:101,+,0.124
140,23:108,16:101,+,0.124
141,23:108,16:101,+,0.124
142,23:108,16:101,+,0.157
143,23:108,16:101,+,0.124
144,23:108,16:101,+,0.124
145,23:108,16:101,+,0.124
146,25:110,16:101,+,0.124
147,25:110,16:101,+,0.157
148,25:110,30:115,+,0.484
149,25:110,16:101,+,0.124
150,25:110,16:101,+,0.124
151,25:110,16:101,+,0.124
152,25:110,16:101,+,0.157
153,25:110,16:101,+,0.124
154,25:110,16:101,+,0.157
155,25:110,16:101,+,0.157
156,25:110,29:114,+,0.167
157,25:110,16:101,+,0.124
158,25:110,16:101,+,0.124
159,25:110,16:101,+,0.157
160,25:110,16:101,+,0.124
161,25:110,16:101,+,0.157
162,25:110,16:101,+,0.124
163,25:110,16:101,+,0.157
164,25:110,16:101,+,0.124
165,25:110,16:101,+,0.382
166,37:122,16:101,+,0.124
167,37:122,16:101,+,0.124
168,37:122,34:119,+,0.3
169,37:122,34:119,+,0.3
170,37:122,13:98,+,0.286
171,15:100,16:101,+,0.124
172,15:100,16:101,+,0.124
173,15:100,16:101,+,0.124
174,15:100,16:101,+,0.124
175,15:100,12:97,+,0.223
176,15:100,16:101,+,0.124
177,15:100,16:101,+,0.124
178,15:100,16:101,+,0.124
179,15:100,16:101,+,0.124
180,15:100,16:101,+,0.157
181,15:100,16:101,+,0.124
182,15:100,16:101,+,0.157
183,15:100,16:101,+,0.124
184,15:100,16:101,+,0.157
185,15:100,26:111,+,0.239
186,15:100,16:101,+,0.157
187,26:111,16:101,+,0.124
188,26:111,16:101,+,0.124
189,26:111,16:101,+,0.124
190,26:111,16:101,+,0.124
191,26:111,15:100,+,0.28
192,26:111,16:101,+,0.124
193,26:111,16:101,+,0.124
194,26:111,16:101,+,0.124
195,26:111,16:101,+,0.157
196,26:111,16:101,+,0.124
197,26:111,16:101,+,0.124
198,26:111,16:101,+,0.157
199,26:111,16:101,+,0.157
200,26:111,29:114,+,0.167
201,26:111,27:112,+,0.278
202,26:111,16:101,+,0.124
203,26:111,16:101,+,0.124
204,26:111,3:44,+,0.417
205,26:111,16:101,+,0.157
206,26:111,18:103,+,0.286
207,26:111,16:101,+,0.157
208,26:111,16:101,+,0.157
209,26:111,16:101,+,0.124
210,26:111,16:101,+,0.124
211,26:111,16:101,+,0.124
212,26:111,30:115,+,0.484
213,26:111,16:101,+,0.124
214,26:111,16:101,+,0.124
215,26:111,16:101,+,0.124
216,26:111,16:101,+,0.124
217,26:111,16:101,+,0.124
218,26:111,27:112,+,0.278
219,31:116,16:101,+,0.124
220,31:116,26:111,+,0.429
221,31:116,16:101,+,0.124
222,31:116,16:101,+,0.124
223,31:116,16:101,+,0.124
224,31:116,16:101,+,0.124
225,31:116,16:101,+,0.124
226,31:116,29:114,+,0.167
227,31:116,29:114,+,0.167
228,31:116,16:101,+,0.124
229,31:116,16:101,+,0.382
230,31:116,16:101,+,0.124
231,31:116,16:101,+,0.157
232,31:116,31:116,,0.333
233,31:116,29:114,+,0.167
234,31:116,29:114,+,0.167
235,31:116,16:101,+,0.124
236,31:116,16:101,+,0.157
237,31:116,16:101,+,0.157
238,32:117,16:101,+,0.157
239,32:117,16:101,+,0.124
240,32:117,16:101,+,0.124
241,32:117,16:101,+,0.124
242,32:117,16:101,+,0.273
243,32:117,16:101,+,0.157
244,32:117,16:101,+,0.124
245,32:117,16:101,+,0.124
246,32:117,26:111,+,0.239
247,32:117,16:101,+,0.124
248,32:117,25:110,+,0.422
249,32:117,16:101,+,0.124
250,32:117,16:101,+,0.124
251,32:117,16:101,+,0.124
252,32:117,16:101,+,0.157
