inst#,actual,predicted,error,prediction
1,24:101,20:97,+,0.158
2,24:101,24:101,,0.222
3,24:101,24:101,,0.158
4,24:101,24:101,,0.158
5,24:101,24:101,,0.158
6,24:101,24:101,,0.335
7,24:101,24:101,,0.173
8,24:101,34:111,+,0.371
9,24:101,24:101,,0.186
10,24:101,34:111,+,0.144
11,24:101,24:101,,0.158
12,24:101,24:101,,0.158
13,24:101,34:111,+,0.144
14,24:101,20:97,+,0.347
15,24:101,24:101,,0.158
16,24:101,24:101,,0.158
17,24:101,24:101,,0.158
18,24:101,38:115,+,0.25
19,24:101,24:101,,0.173
20,24:101,24:101,,0.189
21,24:101,47:186,+,0.596
22,24:101,34:111,+,0.144
23,24:101,20:97,+,0.238
24,24:101,24:101,,0.158
25,24:101,24:101,,0.195
26,24:101,20:97,+,0.293
27,24:101,24:101,,0.195
28,24:101,38:115,+,0.25
29,24:101,24:101,,0.158
30,24:101,34:111,+,0.201
31,24:101,20:97,+,0.347
32,24:101,24:101,,0.158
33,24:101,24:101,,0.158
34,24:101,24:101,,0.158
35,24:101,24:101,,0.158
36,24:101,24:101,,0.173
37,24:101,34:111,+,0.144
38,24:101,6:45,+,0.248
39,24:101,24:101,,0.225
40,24:101,34:111,+,0.144
41,24:101,24:101,,0.158
42,24:101,24:101,,0.173
43,24:101,24:101,,0.158
44,24:101,24:101,,0.158
45,24:101,34:111,+,0.144
46,24:101,24:101,,0.158
47,24:101,24:101,,0.209
48,24:101,24:101,,0.209
49,24:101,24:101,,0.283
50,24:101,34:111,+,0.144
51,24:101,24:101,,0.225
52,24:101,24:101,,0.158
53,24:101,24:101,,0.283
54,24:101,24:101,,0.158
55,24:101,24:101,,0.225
56,24:101,24:101,,0.158
57,24:101,24:101,,0.158
58,24:101,24:101,,0.158
59,24:101,24:101,,0.195
60,24:101,24:101,,0.158
61,24:101,24:101,,0.158
62,24:101,24:101,,0.283
63,24:101,24:101,,0.158
64,24:101,20:97,+,0.347
65,24:101,24:101,,0.166
66,24:101,24:101,,0.209
67,24:101,34:111,+,0.144
68,24:101,7:46,+,0.542
69,24:101,24:101,,0.283
70,24:101,24:101,,0.158
71,24:101,24:101,,0.158
72,24:101,24:101,,0.158
73,24:101,7:46,+,0.333
74,24:101,24:101,,0.158
75,24:101,24:101,,0.158
76,24:101,24:101,,0.158
77,24:101,24:101,,0.175
78,24:101,24:101,,0.173
79,24:101,24:101,,0.158
80,24:101,24:101,,0.173
81,24:101,24:101,,0.158
82,24:101,24:101,,0.158
83,11:51,7:46,+,0.49
84,11:51,13:53,+,0.268
85,11:51,20:97,+,0.18
86,11:51,12:52,+,0.276
87,11:51,9:49,+,0.373
88,11:51,13:53,+,0.268
89,38:115,24:101,+,0.158
90,38:115,24:101,+,0.158
91,38:115,24:101,+,0.158
92,38:115,24:101,+,0.158
93,38:115,24:101,+,0.209
94,38:115,24:101,+,0.158
95,38:115,24:101,+,0.209
96,38:115,20:97,+,0.347
97,38:115,24:101,+,0.158
98,38:115,19:96,+,0.264
99,38:115,31:108,+,0.141
100,38:115,34:111,+,0.201
101,38:115,24:101,+,0.173
102,38:115,24:101,+,0.222
103,38:115,24:101,+,0.202
104,38:115,34:111,+,0.201
105,38:115,24:101,+,0.283
106,38:115,24:101,+,0.195
107,38:115,34:111,+,0.144
108,38:115,24:101,+,0.146
109,38:115,34:111,+,0.144
110,38:115,20:97,+,0.238
111,38:115,24:101,+,0.222
112,38:115,20:97,+,0.337
113,38:115,24:101,+,0.158
114,38:115,24:101,+,0.225
115,38:115,34:111,+,0.201
116,38:115,24:101,+,0.175
117,38:115,1:8,+,0.432
118,38:115,34:111,+,0.201
119,38:115,24:101,+,0.189
120,38:115,34:111,+,0.144
121,38:115,20:97,+,0.337
122,38:115,24:101,+,0.158
123,38:115,24:101,+,0.175
124,38:115,24:101,+,0.158
125,38:115,24:101,+,0.173
126,38:115,24:101,+,0.158
127,38:115,24:101,+,0.283
128,38:115,24:101,+,0.283
129,38:115,24:101,+,0.158
130,38:115,24:101,+,0.209
131,31:108,24:101,+,0.158
132,31:108,34:111,+,0.344
133,31:108,20:97,+,0.268
134,31:108,24:101,+,0.158
135,31:108,34:111,+,0.371
136,31:108,34:111,+,0.42
137,31:108,34:111,+,0.55
138,31:108,20:97,+,0.158
139,31:108,34:111,+,0.201
140,31:108,31:108,,0.336
141,31:108,27:104,+,0.333
142,31:108,24:101,+,0.195
143,31:108,31:108,,0.336
144,31:108,24:101,+,0.158
145,31:108,24:101,+,0.189
146,31:108,24:101,+,0.158
147,31:108,5:44,+,0.298
148,31:108,24:101,+,0.158
149,31:108,34:111,+,0.144
150,31:108,20:97,+,0.347
151,31:108,20:97,+,0.158
152,31:108,37:114,+,0.229
153,31:108,24:101,+,0.334
154,31:108,24:101,+,0.158
155,31:108,24:101,+,0.158
156,31:108,24:101,+,0.158
157,31:108,24:101,+,0.158
158,25:102,38:115,+,0.263
159,25:102,24:101,+,0.158
160,25:102,24:101,+,0.158
161,16:56,24:101,+,0.225
162,16:56,15:55,+,0.625
163,16:56,20:97,+,0.293
164,16:56,15:55,+,0.333
165,16:56,17:57,+,0.667
166,16:56,16:56,,0.497
167,16:56,16:56,,0.497
168,28:105,34:111,+,0.144
169,28:105,34:111,+,0.144
170,28:105,24:101,+,0.158
171,28:105,34:111,+,0.144
172,28:105,38:115,+,0.263
173,28:105,34:111,+,0.144
174,28:105,34:111,+,0.144
175,28:105,24:101,+,0.209
176,28:105,24:101,+,0.158
177,28:105,24:101,+,0.158
178,28:105,34:111,+,0.197
179,28:105,24:101,+,0.222
180,28:105,24:101,+,0.209
181,28:105,31:108,+,0.19
182,28:105,24:101,+,0.195
183,28:105,24:101,+,0.158
184,28:105,24:101,+,0.334
185,28:105,24:101,+,0.158
186,28:105,24:101,+,0.166
187,28:105,24:101,+,0.209
188,28:105,24:101,+,0.4
189,28:105,20:97,+,0.18
190,28:105,24:101,+,0.173
191,28:105,20:97,+,0.268
192,28:105,24:101,+,0.158
193,34:111,24:101,+,0.158
194,34:111,31:108,+,0.336
195,34:111,20:97,+,0.268
196,34:111,34:111,,0.144
197,34:111,28:105,+,0.297
198,34:111,27:104,+,0.333
199,34:111,24:101,+,0.158
200,34:111,34:111,,0.308
201,34:111,24:101,+,0.334
202,34:111,34:111,,0.197
203,34:111,31:108,+,0.19
204,34:111,24:101,+,0.158
205,34:111,24:101,+,0.195
206,34:111,33:110,+,0.444
207,34:111,6:45,+,0.248
208,34:111,34:111,,0.197
209,34:111,34:111,,0.144
210,34:111,34:111,,0.371
211,34:111,24:101,+,0.189
212,34:111,20:97,+,0.158
213,34:111,34:111,,0.371
214,34:111,24:101,+,0.173
215,34:111,24:101,+,0.189
216,34:111,24:101,+,0.158
217,34:111,24:101,+,0.245
218,34:111,24:101,+,0.209
219,34:111,24:101,+,0.283
220,34:111,24:101,+,0.158
221,34:111,34:111,,0.144
222,34:111,24:101,+,0.189
223,34:111,31:108,+,0.281
224,34:111,24:101,+,0.158
225,34:111,20:97,+,0.158
226,34:111,24:101,+,0.158
227,34:111,24:101,+,0.222
228,34:111,24:101,+,0.25
229,34:111,31:108,+,0.336
230,34:111,24:101,+,0.334
231,34:111,24:101,+,0.195
232,34:111,24:101,+,0.158
233,34:111,24:101,+,0.158
234,34:111,31:108,+,0.281
235,34:111,24:101,+,0.158
236,34:111,34:111,,0.308
237,34:111,24:101,+,0.173
238,23:100,39:116,+,0.324
239,23:100,38:115,+,0.25
240,23:100,24:101,+,0.209
241,23:100,24:101,+,0.158
242,23:100,24:101,+,0.225
243,23:100,24:101,+,0.222
244,23:100,24:101,+,0.209
245,23:100,24:101,+,0.283
246,23:100,20:97,+,0.158
247,23:100,24:101,+,0.173
248,23:100,34:111,+,0.144
249,23:100,24:101,+,0.158
250,23:100,24:101,+,0.158
251,23:100,24:101,+,0.195
252,23:100,24:101,+,0.175
253,23:100,24:101,+,0.189
254,23:100,34:111,+,0.201
255,23:100,24:101,+,0.158
256,23:100,20:97,+,0.158
257,23:100,24:101,+,0.158
258,23:100,24:101,+,0.175
259,23:100,24:101,+,0.195
260,23:100,24:101,+,0.173
261,23:100,24:101,+,0.173
262,23:100,24:101,+,0.189
263,48:231,7:46,+,0.286
264,48:231,4:43,+,0.33
265,48:231,6:45,+,0.429
266,15:55,13:53,+,0.333
267,15:55,8:48,+,0.444
268,15:55,17:57,+,0.667
269,15:55,13:53,+,0.4
270,15:55,9:49,+,0.373
271,15:55,11:51,+,0.2
272,7:46,5:44,+,0.404
273,7:46,31:108,+,0.281
274,7:46,24:101,+,0.334
275,7:46,7:46,,0.286
276,7:46,24:101,+,0.158
277,7:46,20:97,+,0.158
278,7:46,24:101,+,0.529
279,7:46,19:96,+,0.264
280,7:46,6:45,+,0.248
281,7:46,34:111,+,0.373
282,14:54,14:54,,0.643
283,14:54,16:56,+,0.45
284,14:54,13:53,+,0.455
285,14:54,14:54,,0.643
286,14:54,17:57,+,0.168
287,14:54,13:53,+,0.4
288,14:54,12:52,+,0.538
289,5:44,24:101,+,0.158
290,5:44,34:111,+,0.144
291,5:44,7:46,+,0.49
292,5:44,34:111,+,0.267
293,5:44,34:111,+,0.55
294,5:44,31:108,+,0.281
295,5:44,7:46,+,0.286
296,5:44,7:46,+,0.333
297,5:44,34:111,+,0.197
298,5:44,20:97,+,0.18
299,5:44,34:111,+,0.144
300,5:44,24:101,+,0.175
301,5:44,3:39,+,0.455
302,5:44,45:161,+,0.456
303,9:49,10:50,+,0.556
304,9:49,12:52,+,0.276
305,9:49,6:45,+,0.25
306,9:49,9:49,,0.373
307,9:49,20:97,+,0.347
308,9:49,12:52,+,0.276
309,9:49,9:49,,0.373
310,9:49,13:53,+,0.333
311,46:180,19:96,+,0.264
312,46:180,7:46,+,0.333
313,46:180,6:45,+,0.248
314,45:161,3:39,+,0.455
315,45:161,24:101,+,0.158
316,45:161,19:96,+,0.264
317,45:161,45:161,,0.456
318,45:161,34:111,+,0.373
319,40:117,20:97,+,0.18
320,40:117,34:111,+,0.201
321,40:117,24:101,+,0.189
322,40:117,24:101,+,0.209
323,40:117,24:101,+,0.209
324,40:117,20:97,+,0.158
325,40:117,34:111,+,0.24
326,40:117,34:111,+,0.267
327,40:117,34:111,+,0.371
328,40:117,24:101,+,0.158
329,40:117,24:101,+,0.158
330,40:117,31:108,+,0.324
331,40:117,34:111,+,0.331
332,40:117,24:101,+,0.173
333,40:117,24:101,+,0.158
334,40:117,24:101,+,0.222
335,40:117,31:108,+,0.19
336,40:117,24:101,+,0.245
337,40:117,34:111,+,0.24
338,40:117,24:101,+,0.245
339,20:97,24:101,+,0.195
340,20:97,24:101,+,0.158
341,20:97,20:97,,0.337
342,20:97,24:101,+,0.158
343,20:97,24:101,+,0.222
344,20:97,24:101,+,0.158
345,20:97,37:114,+,0.229
346,20:97,24:101,+,0.158
347,20:97,20:97,,0.158
348,20:97,24:101,+,0.158
349,20:97,20:97,,0.347
350,20:97,24:101,+,0.182
351,20:97,24:101,+,0.189
352,20:97,28:105,+,0.157
353,20:97,38:115,+,0.263
354,20:97,28:105,+,0.375
355,20:97,24:101,+,0.158
356,20:97,24:101,+,0.158
357,20:97,34:111,+,0.197
358,20:97,24:101,+,0.158
359,20:97,24:101,+,0.283
360,20:97,24:101,+,0.158
361,20:97,34:111,+,0.144
362,20:97,20:97,,0.347
363,20:97,24:101,+,0.158
364,20:97,24:101,+,0.158
365,20:97,24:101,+,0.158
366,20:97,24:101,+,0.158
367,20:97,24:101,+,0.158
368,20:97,20:97,,0.145
369,20:97,20:97,,0.158
370,20:97,24:101,+,0.173
371,20:97,34:111,+,0.144
372,20:97,24:101,+,0.158
373,20:97,24:101,+,0.529
374,20:97,24:101,+,0.158
375,20:97,24:101,+,0.158
376,20:97,24:101,+,0.158
377,20:97,20:97,,0.347
378,20:97,24:101,+,0.189
379,20:97,20:97,,0.18
380,20:97,24:101,+,0.158
381,20:97,24:101,+,0.158
382,20:97,24:101,+,0.134
383,20:97,24:101,+,0.158
384,20:97,20:97,,0.337
385,20:97,20:97,,0.145
386,20:97,24:101,+,0.158
387,20:97,20:97,,0.337
388,20:97,24:101,+,0.173
389,20:97,34:111,+,0.308
390,20:97,24:101,+,0.195
391,20:97,24:101,+,0.167
392,20:97,24:101,+,0.189
393,20:97,20:97,,0.337
394,20:97,24:101,+,0.175
395,20:97,24:101,+,0.195
396,20:97,24:101,+,0.195
397,37:114,24:101,+,0.283
398,37:114,20:97,+,0.158
399,37:114,24:101,+,0.173
400,37:114,34:111,+,0.197
401,37:114,20:97,+,0.145
402,37:114,24:101,+,0.209
403,37:114,20:97,+,0.18
404,37:114,24:101,+,0.195
405,37:114,24:101,+,0.283
406,37:114,24:101,+,0.225
407,37:114,24:101,+,0.175
408,37:114,24:101,+,0.158
409,37:114,24:101,+,0.195
410,37:114,34:111,+,0.144
411,37:114,24:101,+,0.158
412,37:114,24:101,+,0.189
413,37:114,20:97,+,0.18
414,37:114,7:46,+,0.49
415,37:114,20:97,+,0.364
416,37:114,47:186,+,0.596
417,37:114,20:97,+,0.268
418,37:114,34:111,+,0.144
419,37:114,24:101,+,0.158
420,37:114,24:101,+,0.158
421,37:114,20:97,+,0.268
422,37:114,20:97,+,0.268
423,37:114,31:108,+,0.209
424,37:114,24:101,+,0.158
425,37:114,24:101,+,0.158
426,37:114,24:101,+,0.189
427,37:114,24:101,+,0.173
428,37:114,34:111,+,0.144
429,37:114,20:97,+,0.273
430,37:114,20:97,+,0.337
431,37:114,20:97,+,0.18
432,37:114,24:101,+,0.158
