inst#,actual,predicted,error,prediction
1,24:101,24:101,,0.126
2,24:101,24:101,,0.144
3,24:101,24:101,,0.144
4,24:101,24:101,,0.144
5,24:101,37:114,+,0.364
6,24:101,24:101,,0.237
7,24:101,9:49,+,0.293
8,24:101,24:101,,0.126
9,24:101,24:101,,0.128
10,24:101,24:101,,0.144
11,24:101,24:101,,0.126
12,24:101,24:101,,0.139
13,24:101,24:101,,0.139
14,24:101,20:97,+,0.434
15,24:101,38:115,+,0.222
16,24:101,24:101,,0.126
17,24:101,24:101,,0.144
18,24:101,24:101,,0.18
19,24:101,20:97,+,0.237
20,24:101,24:101,,0.956
21,24:101,37:114,+,0.247
22,24:101,14:54,+,0.167
23,24:101,24:101,,0.144
24,24:101,48:186,+,0.652
25,24:101,24:101,,0.273
26,24:101,44:121,+,0.287
27,24:101,9:49,+,0.293
28,24:101,24:101,,0.182
29,24:101,38:115,+,0.333
30,24:101,20:97,+,0.278
31,24:101,24:101,,0.139
32,24:101,24:101,,0.126
33,24:101,24:101,,0.144
34,24:101,24:101,,0.139
35,24:101,24:101,,0.139
36,24:101,24:101,,0.128
37,24:101,34:111,+,0.215
38,24:101,24:101,,0.126
39,24:101,24:101,,0.126
40,24:101,20:97,+,0.468
41,24:101,24:101,,0.128
42,24:101,42:119,+,0.937
43,24:101,24:101,,0.126
44,24:101,24:101,,0.956
45,24:101,37:114,+,0.385
46,24:101,39:116,+,0.353
47,24:101,24:101,,0.128
48,24:101,42:119,+,0.937
49,24:101,24:101,,0.128
50,24:101,1:8,+,0.561
51,24:101,24:101,,0.282
52,24:101,24:101,,0.211
53,24:101,24:101,,0.144
54,24:101,24:101,,0.956
55,24:101,34:111,+,0.248
56,24:101,37:114,+,0.223
57,24:101,24:101,,0.126
58,24:101,24:101,,0.956
59,24:101,38:115,+,0.206
60,24:101,24:101,,0.237
61,24:101,23:100,+,0.4
62,24:101,34:111,+,0.234
63,24:101,24:101,,0.302
64,24:101,24:101,,0.273
65,24:101,3:39,+,0.325
66,24:101,24:101,,0.282
67,24:101,24:101,,0.144
68,24:101,20:97,+,0.278
69,24:101,24:101,,0.237
70,24:101,24:101,,0.139
71,24:101,24:101,,0.125
72,24:101,24:101,,0.139
73,24:101,24:101,,0.139
74,24:101,24:101,,0.144
75,24:101,38:115,+,0.455
76,24:101,24:101,,0.237
77,24:101,24:101,,0.429
78,24:101,24:101,,0.956
79,24:101,24:101,,0.126
80,24:101,24:101,,0.144
81,24:101,24:101,,0.126
82,24:101,24:101,,0.128
83,24:101,24:101,,0.144
84,24:101,24:101,,0.139
85,24:101,24:101,,0.139
86,24:101,24:101,,0.128
87,24:101,38:115,+,0.154
88,24:101,24:101,,0.126
89,24:101,11:51,+,0.096
90,24:101,20:97,+,0.259
91,24:101,42:119,+,0.5
92,24:101,24:101,,0.166
93,24:101,24:101,,0.139
94,24:101,38:115,+,0.331
95,24:101,24:101,,0.128
96,24:101,20:97,+,0.468
97,24:101,24:101,,0.128
98,24:101,24:101,,0.237
99,24:101,24:101,,0.126
100,24:101,24:101,,0.128
101,24:101,20:97,+,0.237
102,24:101,34:111,+,0.215
103,24:101,24:101,,0.126
104,24:101,24:101,,0.237
105,24:101,46:161,+,0.3
106,24:101,24:101,,0.139
107,24:101,24:101,,0.139
108,24:101,24:101,,0.139
109,24:101,20:97,+,0.319
110,24:101,24:101,,0.139
111,24:101,24:101,,0.2
112,24:101,24:101,,0.139
113,24:101,24:101,,0.956
114,24:101,24:101,,0.139
115,24:101,24:101,,0.956
116,24:101,34:111,+,0.193
117,24:101,24:101,,0.139
118,24:101,1:8,+,0.286
119,24:101,24:101,,0.956
120,24:101,24:101,,0.126
121,24:101,24:101,,0.139
122,24:101,39:116,+,0.23
123,24:101,24:101,,0.139
124,24:101,24:101,,0.177
125,24:101,24:101,,0.956
126,24:101,24:101,,0.128
127,24:101,24:101,,0.182
128,24:101,24:101,,0.956
129,24:101,30:107,+,0.288
130,24:101,33:110,+,0.199
131,24:101,33:110,+,0.25
132,24:101,24:101,,0.139
133,24:101,24:101,,0.144
134,24:101,14:54,+,0.246
135,24:101,20:97,+,0.237
136,24:101,24:101,,0.273
137,24:101,24:101,,0.139
138,24:101,19:96,+,0.23
139,24:101,34:111,+,0.234
140,24:101,24:101,,0.139
141,24:101,38:115,+,0.286
142,6:45,24:101,+,0.12
143,6:45,7:46,+,0.316
144,6:45,46:161,+,0.3
145,6:45,7:46,+,0.48
146,6:45,19:96,+,0.333
147,6:45,24:101,+,0.128
148,6:45,6:45,,0.335
149,6:45,5:44,+,0.213
150,6:45,24:101,+,0.144
151,6:45,24:101,+,0.139
152,6:45,7:46,+,0.48
153,6:45,6:45,,0.42
154,6:45,19:96,+,0.316
155,6:45,6:45,,0.286
156,6:45,19:96,+,0.214
157,6:45,13:53,+,0.497
158,5:44,34:111,+,0.234
159,5:44,38:115,+,0.154
160,5:44,24:101,+,0.126
161,5:44,24:101,+,0.139
162,5:44,24:101,+,0.177
163,5:44,5:44,,0.188
164,5:44,47:180,+,0.453
165,5:44,24:101,+,0.139
166,5:44,19:96,+,0.333
167,5:44,3:39,+,0.5
168,5:44,24:101,+,0.139
169,5:44,24:101,+,0.282
170,5:44,39:116,+,0.5
171,5:44,24:101,+,0.139
172,5:44,5:44,,0.421
173,5:44,7:46,+,0.48
174,5:44,24:101,+,0.177
175,5:44,34:111,+,0.193
176,5:44,17:57,+,0.357
177,5:44,31:108,+,0.245
178,5:44,33:110,+,0.511
179,5:44,5:44,,0.444
180,5:44,24:101,+,0.139
181,5:44,24:101,+,0.139
182,5:44,5:44,,0.5
183,5:44,24:101,+,0.177
184,5:44,6:45,+,0.5
185,5:44,24:101,+,0.177
186,5:44,18:60,+,0.375
187,5:44,47:180,+,0.333
188,5:44,24:101,+,0.139
189,5:44,34:111,+,0.153
190,37:114,24:101,+,0.273
191,37:114,34:111,+,0.429
192,37:114,24:101,+,0.139
193,37:114,41:118,+,0.389
194,37:114,24:101,+,0.144
195,37:114,24:101,+,0.2
196,37:114,24:101,+,0.237
197,37:114,24:101,+,0.126
198,37:114,24:101,+,0.126
199,37:114,24:101,+,0.126
200,37:114,24:101,+,0.144
201,37:114,23:100,+,0.286
202,37:114,24:101,+,0.378
203,37:114,24:101,+,0.302
204,37:114,28:105,+,0.25
205,37:114,24:101,+,0.126
206,37:114,24:101,+,0.126
207,37:114,24:101,+,0.139
208,37:114,24:101,+,0.125
209,37:114,24:101,+,0.144
210,37:114,24:101,+,0.126
211,37:114,24:101,+,0.126
212,37:114,24:101,+,0.211
213,37:114,34:111,+,0.403
214,37:114,24:101,+,0.237
215,37:114,24:101,+,0.211
216,37:114,24:101,+,0.126
217,37:114,24:101,+,0.139
218,37:114,24:101,+,0.255
219,37:114,34:111,+,0.429
220,37:114,24:101,+,0.211
221,37:114,24:101,+,0.139
222,37:114,24:101,+,0.139
223,37:114,24:101,+,0.126
224,37:114,33:110,+,0.212
225,37:114,37:114,,0.857
226,37:114,37:114,,0.361
227,37:114,37:114,,0.75
228,37:114,24:101,+,0.126
229,37:114,24:101,+,0.128
230,37:114,28:105,+,0.222
231,37:114,24:101,+,0.139
232,37:114,24:101,+,0.333
233,37:114,24:101,+,0.144
234,37:114,20:97,+,0.259
235,37:114,37:114,,0.385
236,37:114,31:108,+,0.205
237,37:114,24:101,+,0.199
238,37:114,24:101,+,0.211
239,37:114,37:114,,0.857
240,37:114,24:101,+,0.128
241,37:114,37:114,,0.857
242,37:114,37:114,,0.286
243,37:114,24:101,+,0.139
244,37:114,37:114,,0.385
245,37:114,20:97,+,0.468
246,37:114,34:111,+,0.193
247,37:114,24:101,+,0.139
248,37:114,24:101,+,0.2
249,37:114,39:116,+,0.353
250,37:114,24:101,+,0.139
251,37:114,24:101,+,0.18
252,37:114,24:101,+,0.139
253,37:114,28:105,+,0.222
254,37:114,28:105,+,0.25
255,37:114,24:101,+,0.125
256,37:114,24:101,+,0.128
257,37:114,36:113,+,0.312
258,37:114,23:100,+,0.286
259,9:49,12:52,+,0.216
260,9:49,20:97,+,0.441
261,9:49,24:101,+,0.126
262,9:49,32:109,+,0.876
263,9:49,10:50,+,0.19
264,9:49,50:241,+,0.167
265,9:49,34:111,+,0.571
266,9:49,20:97,+,0.268
267,9:49,10:50,+,0.347
268,9:49,10:50,+,0.625
269,9:49,28:105,+,0.417
270,9:49,10:50,+,0.19
271,9:49,28:105,+,0.25
272,9:49,24:101,+,0.325
273,9:49,13:53,+,0.333
274,9:49,48:186,+,0.714
275,9:49,24:101,+,0.333
276,9:49,26:103,+,0.553
277,9:49,11:51,+,0.286
278,9:49,11:51,+,0.353
279,42:119,42:119,,0.937
280,42:119,39:116,+,0.23
281,42:119,36:113,+,0.807
282,42:119,36:113,+,0.556
283,42:119,42:119,,0.937
284,42:119,34:111,+,0.571
285,42:119,42:119,,0.937
286,42:119,42:119,,0.937
287,42:119,4:43,+,0.454
288,42:119,42:119,,0.937
289,42:119,42:119,,0.937
290,42:119,44:121,+,0.262
291,42:119,27:104,+,0.373
292,42:119,38:115,+,0.222
293,42:119,43:120,+,0.231
294,42:119,42:119,,0.937
295,42:119,24:101,+,0.2
296,42:119,42:119,,0.937
297,42:119,37:114,+,0.344
298,42:119,42:119,,0.937
299,39:116,24:101,+,0.429
300,39:116,24:101,+,0.139
301,39:116,39:116,,0.769
302,39:116,24:101,+,0.144
303,39:116,24:101,+,0.177
304,39:116,24:101,+,0.126
305,39:116,24:101,+,0.356
306,39:116,37:114,+,0.348
307,39:116,37:114,+,0.75
308,39:116,24:101,+,0.139
309,39:116,24:101,+,0.139
310,39:116,24:101,+,0.139
311,39:116,24:101,+,0.139
312,39:116,24:101,+,0.139
313,39:116,23:100,+,0.311
314,39:116,24:101,+,0.211
315,39:116,24:101,+,0.128
316,39:116,24:101,+,0.139
317,39:116,24:101,+,0.139
318,39:116,24:101,+,0.211
319,39:116,24:101,+,0.126
320,39:116,41:118,+,0.389
321,39:116,44:121,+,0.287
322,39:116,39:116,,1
323,39:116,24:101,+,0.139
324,39:116,24:101,+,0.126
325,39:116,39:116,,1
326,39:116,24:101,+,0.2
327,39:116,24:101,+,0.375
328,39:116,39:116,,1
329,39:116,24:101,+,0.144
330,39:116,31:108,+,0.222
331,39:116,24:101,+,0.139
332,39:116,24:101,+,0.144
333,39:116,24:101,+,0.356
334,39:116,24:101,+,0.139
335,39:116,23:100,+,0.333
336,39:116,24:101,+,0.211
337,39:116,24:101,+,0.139
338,39:116,36:113,+,0.5
339,39:116,24:101,+,0.144
340,39:116,34:111,+,0.153
341,39:116,24:101,+,0.177
342,39:116,20:97,+,0.237
343,39:116,24:101,+,0.139
344,39:116,24:101,+,0.144
345,39:116,39:116,,0.75
346,39:116,24:101,+,0.126
347,39:116,24:101,+,0.139
348,39:116,24:101,+,0.234
349,39:116,24:101,+,0.139
350,39:116,20:97,+,0.837
351,39:116,24:101,+,0.139
352,39:116,43:120,+,0.312
353,39:116,24:101,+,0.177
354,39:116,24:101,+,0.182
355,39:116,39:116,,1
356,39:116,20:97,+,0.319
357,39:116,24:101,+,0.139
358,39:116,24:101,+,0.139
359,39:116,24:101,+,0.302
360,39:116,20:97,+,0.333
361,39:116,37:114,+,0.75
362,50:241,45:122,+,0.204
363,50:241,16:56,+,0.533
364,50:241,35:112,+,0.495
365,50:241,50:241,,0.771
366,50:241,31:108,+,0.423
367,50:241,33:110,+,0.286
368,50:241,24:101,+,0.126
369,50:241,23:100,+,0.367
370,50:241,31:108,+,0.205
371,50:241,30:107,+,0.232
372,50:241,34:111,+,0.424
373,50:241,45:122,+,0.417
374,50:241,34:111,+,0.424
375,50:241,37:114,+,0.75
376,50:241,24:101,+,0.429
377,50:241,33:110,+,0.188
378,50:241,50:241,,0.771
379,27:104,24:101,+,0.128
380,27:104,24:101,+,0.128
381,27:104,34:111,+,0.284
382,27:104,14:54,+,0.444
383,27:104,24:101,+,0.126
384,27:104,44:121,+,0.23
385,27:104,24:101,+,0.144
386,27:104,34:111,+,0.153
387,27:104,27:104,,0.65
388,27:104,42:119,+,0.273
389,27:104,41:118,+,0.846
390,27:104,22:99,+,0.296
391,27:104,23:100,+,0.311
392,27:104,48:186,+,0.364
393,27:104,43:120,+,0.2
394,27:104,24:101,+,0.139
395,27:104,24:101,+,0.139
396,40:117,41:118,+,0.286
397,40:117,24:101,+,0.139
398,40:117,14:54,+,0.246
399,40:117,7:46,+,0.3
400,40:117,20:97,+,0.259
401,40:117,24:101,+,0.128
402,40:117,24:101,+,0.126
403,40:117,24:101,+,0.139
404,40:117,34:111,+,0.308
405,40:117,34:111,+,0.215
406,40:117,26:103,+,0.25
407,40:117,24:101,+,0.144
408,40:117,24:101,+,0.139
409,40:117,39:116,+,0.31
410,40:117,24:101,+,0.5
411,40:117,28:105,+,0.25
412,40:117,24:101,+,0.126
413,40:117,38:115,+,0.206
414,40:117,24:101,+,0.126
415,40:117,23:100,+,0.231
416,40:117,24:101,+,0.25
417,40:117,24:101,+,0.126
418,40:117,24:101,+,0.139
419,40:117,24:101,+,0.139
420,40:117,34:111,+,0.193
421,40:117,24:101,+,0.294
422,40:117,24:101,+,0.128
423,40:117,20:97,+,0.268
424,40:117,24:101,+,0.139
425,40:117,24:101,+,0.237
426,40:117,16:56,+,0.533
427,40:117,24:101,+,0.211
428,40:117,24:101,+,0.144
429,40:117,34:111,+,0.552
430,40:117,24:101,+,0.177
431,40:117,24:101,+,0.144
432,34:111,34:111,,0.215
433,34:111,33:110,+,0.199
434,34:111,34:111,,0.353
435,34:111,34:111,,0.193
436,34:111,24:101,+,0.139
437,34:111,34:111,,0.215
438,34:111,24:101,+,0.139
439,34:111,24:101,+,0.139
440,34:111,34:111,,0.284
441,34:111,19:96,+,0.214
442,34:111,24:101,+,0.211
443,34:111,38:115,+,0.154
444,34:111,34:111,,0.424
445,34:111,24:101,+,0.128
446,34:111,34:111,,0.193
447,34:111,34:111,,0.236
448,34:111,34:111,,0.248
449,34:111,24:101,+,0.128
450,34:111,24:101,+,0.144
451,34:111,24:101,+,0.139
