inst#,actual,predicted,error,prediction
1,40:117,24:101,+,0.139
2,40:117,24:101,+,0.139
3,40:117,37:114,+,0.358
4,40:117,24:101,+,0.172
5,40:117,34:111,+,0.167
6,40:117,34:111,+,0.333
7,40:117,24:101,+,0.139
8,40:117,24:101,+,0.139
9,40:117,24:101,+,0.139
10,40:117,20:97,+,0.186
11,40:117,24:101,+,0.139
12,40:117,33:110,+,0.5
13,40:117,31:108,+,0.265
14,40:117,34:111,+,0.571
15,40:117,24:101,+,0.172
16,40:117,24:101,+,0.139
17,40:117,24:101,+,0.139
18,40:117,24:101,+,0.139
19,40:117,24:101,+,0.203
20,40:117,8:48,+,0.538
21,40:117,24:101,+,0.203
22,40:117,24:101,+,0.203
23,40:117,24:101,+,0.268
24,40:117,24:101,+,0.139
25,40:117,24:101,+,0.328
26,40:117,28:105,+,0.45
27,40:117,38:115,+,0.465
28,40:117,24:101,+,0.308
29,40:117,48:186,+,0.497
30,40:117,24:101,+,0.204
31,40:117,24:101,+,0.139
32,40:117,38:115,+,0.325
33,40:117,5:44,+,0.285
34,40:117,24:101,+,0.139
35,40:117,24:101,+,0.139
36,40:117,24:101,+,0.203
37,40:117,24:101,+,0.139
38,40:117,23:100,+,0.266
39,40:117,38:115,+,0.5
40,40:117,39:116,+,0.625
41,40:117,34:111,+,0.304
42,40:117,24:101,+,0.139
43,40:117,24:101,+,0.141
44,40:117,24:101,+,0.139
45,40:117,40:117,,0.318
46,40:117,24:101,+,0.328
47,40:117,34:111,+,0.3
48,40:117,37:114,+,0.428
49,40:117,44:121,+,0.5
50,40:117,24:101,+,0.139
51,40:117,24:101,+,0.139
52,40:117,24:101,+,0.278
53,40:117,24:101,+,0.139
54,40:117,24:101,+,0.139
55,40:117,24:101,+,0.139
56,40:117,24:101,+,0.139
57,40:117,24:101,+,0.139
58,40:117,28:105,+,0.262
59,6:45,7:46,+,0.438
60,6:45,24:101,+,0.203
61,6:45,7:46,+,0.167
62,6:45,47:180,+,0.296
63,6:45,34:111,+,0.462
64,6:45,42:119,+,0.272
65,6:45,47:180,+,0.296
66,6:45,7:46,+,0.32
67,6:45,7:46,+,0.32
68,6:45,12:52,+,0.375
69,6:45,3:39,+,0.455
70,6:45,24:101,+,0.139
71,6:45,38:115,+,0.25
72,6:45,13:53,+,0.339
73,6:45,37:114,+,0.278
74,6:45,46:161,+,0.276
75,6:45,17:57,+,0.571
76,6:45,24:101,+,0.141
77,34:111,24:101,+,0.139
78,34:111,28:105,+,0.262
