inst#,actual,predicted,error,prediction
1,38:115,24:101,+,0.228
2,38:115,24:101,+,0.147
3,38:115,24:101,+,0.147
4,38:115,24:101,+,0.147
5,38:115,24:101,+,0.127
6,38:115,48:186,+,0.124
7,38:115,24:101,+,0.147
8,38:115,24:101,+,0.135
9,38:115,46:161,+,0.122
10,38:115,24:101,+,0.147
11,38:115,24:101,+,0.147
12,38:115,34:111,+,0.185
13,38:115,24:101,+,0.147
14,38:115,24:101,+,0.223
15,38:115,24:101,+,0.147
16,38:115,24:101,+,0.158
17,38:115,24:101,+,0.147
18,38:115,24:101,+,0.211
19,38:115,37:114,+,0.166
20,38:115,13:53,+,0.327
21,38:115,34:111,+,0.168
22,38:115,24:101,+,0.147
23,38:115,24:101,+,0.161
24,38:115,24:101,+,0.163
25,38:115,24:101,+,0.18
26,38:115,24:101,+,0.147
27,38:115,24:101,+,0.147
28,38:115,24:101,+,0.147
29,38:115,24:101,+,0.135
30,38:115,24:101,+,0.211
31,38:115,24:101,+,0.147
32,38:115,24:101,+,0.153
33,38:115,24:101,+,0.147
34,38:115,24:101,+,0.147
35,38:115,24:101,+,0.147
36,38:115,24:101,+,0.147
37,38:115,7:46,+,0.237
38,38:115,38:115,,0.395
39,38:115,24:101,+,0.147
40,38:115,24:101,+,0.155
41,38:115,24:101,+,0.147
42,38:115,24:101,+,0.135
43,38:115,24:101,+,0.157
44,38:115,24:101,+,0.279
45,38:115,24:101,+,0.18
46,38:115,24:101,+,0.147
47,38:115,24:101,+,0.237
48,38:115,24:101,+,0.258
49,38:115,24:101,+,0.211
50,38:115,24:101,+,0.147
51,38:115,24:101,+,0.18
52,38:115,24:101,+,0.147
53,38:115,24:101,+,0.147
54,38:115,24:101,+,0.213
55,38:115,24:101,+,0.135
56,38:115,24:101,+,0.211
57,38:115,24:101,+,0.147
58,38:115,24:101,+,0.147
59,38:115,24:101,+,0.147
60,38:115,24:101,+,0.147
61,38:115,24:101,+,0.153
62,38:115,24:101,+,0.147
63,38:115,38:115,,0.3
64,38:115,24:101,+,0.135
65,38:115,24:101,+,0.147
66,38:115,24:101,+,0.147
67,38:115,24:101,+,0.163
68,38:115,24:101,+,0.211
69,38:115,24:101,+,0.159
70,38:115,24:101,+,0.147
71,38:115,24:101,+,0.147
72,38:115,24:101,+,0.18
73,38:115,20:97,+,0.22
74,38:115,24:101,+,0.18
75,38:115,1:8,+,0.263
76,38:115,24:101,+,0.147
77,38:115,24:101,+,0.147
78,38:115,24:101,+,0.147
79,38:115,24:101,+,0.186
80,38:115,24:101,+,0.135
81,38:115,24:101,+,0.186
82,38:115,34:111,+,0.185
83,19:96,24:101,+,0.147
84,19:96,19:96,,0.363
85,19:96,34:111,+,0.185
86,19:96,19:96,,0.27
87,19:96,46:161,+,0.154
88,19:96,24:101,+,0.147
89,19:96,47:180,+,0.26
90,19:96,47:180,+,0.26
91,19:96,46:161,+,0.154
92,19:96,47:180,+,0.26
93,19:96,46:161,+,0.154
94,37:114,24:101,+,0.158
95,37:114,34:111,+,0.185
96,37:114,24:101,+,0.135
97,37:114,24:101,+,0.18
98,37:114,24:101,+,0.147
99,37:114,24:101,+,0.135
100,37:114,24:101,+,0.147
101,37:114,24:101,+,0.147
102,37:114,24:101,+,0.18
103,37:114,24:101,+,0.147
104,37:114,24:101,+,0.135
105,37:114,38:115,+,0.333
106,37:114,46:161,+,0.154
107,37:114,24:101,+,0.153
108,37:114,24:101,+,0.147
109,37:114,20:97,+,0.22
110,37:114,24:101,+,0.163
111,37:114,24:101,+,0.157
112,37:114,24:101,+,0.147
113,37:114,24:101,+,0.147
114,37:114,24:101,+,0.147
115,37:114,24:101,+,0.147
116,37:114,24:101,+,0.147
117,37:114,24:101,+,0.163
118,37:114,24:101,+,0.147
119,37:114,24:101,+,0.147
120,37:114,24:101,+,0.147
121,37:114,24:101,+,0.147
122,37:114,24:101,+,0.147
123,37:114,24:101,+,0.147
124,37:114,24:101,+,0.147
125,37:114,20:97,+,0.376
126,37:114,24:101,+,0.155
127,37:114,24:101,+,0.163
128,37:114,24:101,+,0.147
129,37:114,24:101,+,0.163
130,37:114,24:101,+,0.147
131,37:114,24:101,+,0.147
132,37:114,24:101,+,0.18
133,37:114,24:101,+,0.147
134,37:114,24:101,+,0.147
135,37:114,24:101,+,0.147
136,37:114,24:101,+,0.147
137,37:114,24:101,+,0.147
138,37:114,24:101,+,0.158
139,37:114,24:101,+,0.135
140,37:114,24:101,+,0.161
141,37:114,24:101,+,0.18
142,37:114,24:101,+,0.147
143,37:114,24:101,+,0.147
144,37:114,24:101,+,0.147
145,37:114,37:114,,0.415
146,37:114,24:101,+,0.213
147,37:114,24:101,+,0.147
148,37:114,24:101,+,0.147
149,37:114,24:101,+,0.147
150,37:114,24:101,+,0.147
151,37:114,24:101,+,0.147
152,37:114,24:101,+,0.147
153,37:114,24:101,+,0.163
154,37:114,24:101,+,0.147
155,37:114,28:105,+,0.26
156,37:114,24:101,+,0.147
157,37:114,24:101,+,0.135
158,37:114,24:101,+,0.163
159,37:114,24:101,+,0.213
160,37:114,24:101,+,0.135
161,37:114,24:101,+,0.135
162,37:114,24:101,+,0.147
163,37:114,24:101,+,0.147
164,31:108,24:101,+,0.135
165,31:108,20:97,+,0.277
166,31:108,34:111,+,0.292
167,31:108,24:101,+,0.147
168,31:108,24:101,+,0.147
169,31:108,24:101,+,0.147
170,31:108,24:101,+,0.147
171,31:108,24:101,+,0.147
172,31:108,24:101,+,0.147
