inst#,actual,predicted,error,prediction
1,39:116,24:101,+,0.141
2,39:116,20:97,+,0.571
3,39:116,21:98,+,0.397
4,39:116,24:101,+,0.131
5,39:116,24:101,+,0.141
6,39:116,24:101,+,0.131
7,39:116,39:116,,0.5
8,39:116,24:101,+,0.131
9,39:116,24:101,+,0.131
10,39:116,24:101,+,0.141
11,39:116,24:101,+,0.131
12,39:116,24:101,+,0.131
13,39:116,24:101,+,0.145
14,39:116,24:101,+,0.157
15,39:116,24:101,+,0.153
16,39:116,24:101,+,0.131
17,39:116,34:111,+,0.205
18,39:116,24:101,+,0.375
19,39:116,24:101,+,0.131
20,39:116,24:101,+,0.131
21,39:116,24:101,+,0.131
22,39:116,24:101,+,0.168
23,39:116,24:101,+,0.131
24,39:116,24:101,+,0.131
25,39:116,24:101,+,0.131
26,39:116,3:39,+,0.281
27,39:116,24:101,+,0.34
28,39:116,24:101,+,0.131
29,39:116,33:110,+,0.219
30,39:116,24:101,+,0.145
31,39:116,24:101,+,0.141
32,39:116,24:101,+,0.145
33,39:116,24:101,+,0.131
34,39:116,24:101,+,0.131
35,39:116,24:101,+,0.131
36,39:116,24:101,+,0.131
37,39:116,24:101,+,0.145
38,39:116,24:101,+,0.152
39,39:116,24:101,+,0.131
40,39:116,24:101,+,0.131
41,39:116,24:101,+,0.145
42,39:116,34:111,+,0.182
43,39:116,24:101,+,0.131
44,39:116,39:116,,0.5
45,39:116,24:101,+,0.131
46,39:116,24:101,+,0.228
47,39:116,24:101,+,0.131
48,39:116,24:101,+,0.131
49,39:116,37:114,+,0.519
50,39:116,24:101,+,0.154
51,39:116,24:101,+,0.154
52,39:116,24:101,+,0.226
53,39:116,24:101,+,0.145
54,39:116,24:101,+,0.145
55,39:116,1:8,+,0.176
56,39:116,24:101,+,0.141
57,39:116,24:101,+,0.131
58,39:116,20:97,+,0.224
59,39:116,24:101,+,0.145
60,39:116,34:111,+,0.4
61,39:116,24:101,+,0.131
62,39:116,24:101,+,0.131
63,39:116,24:101,+,0.131
64,39:116,24:101,+,0.152
65,39:116,24:101,+,0.131
66,39:116,20:97,+,0.193
67,39:116,24:101,+,0.145
68,39:116,24:101,+,0.131
69,39:116,24:101,+,0.184
70,39:116,24:101,+,0.153
71,39:116,24:101,+,0.152
72,39:116,24:101,+,0.218
73,39:116,24:101,+,0.245
74,39:116,24:101,+,0.131
75,39:116,20:97,+,0.193
76,39:116,24:101,+,0.131
77,39:116,24:101,+,0.145
78,39:116,24:101,+,0.131
79,39:116,5:44,+,0.251
80,39:116,24:101,+,0.145
81,39:116,24:101,+,0.131
82,39:116,16:56,+,0.084
83,39:116,24:101,+,0.166
84,39:116,24:101,+,0.131
85,39:116,24:101,+,0.131
86,39:116,24:101,+,0.141
87,39:116,24:101,+,0.141
88,39:116,20:97,+,0.193
89,39:116,24:101,+,0.131
90,39:116,24:101,+,0.131
91,39:116,24:101,+,0.157
92,39:116,24:101,+,0.131
93,39:116,24:101,+,0.141
94,39:116,24:101,+,0.344
95,39:116,24:101,+,0.131
96,39:116,24:101,+,0.131
97,39:116,24:101,+,0.143
98,34:111,24:101,+,0.131
99,34:111,24:101,+,0.151
100,34:111,24:101,+,0.153
101,34:111,24:101,+,0.145
102,34:111,24:101,+,0.146
103,34:111,24:101,+,0.145
104,34:111,24:101,+,0.131
105,34:111,37:114,+,0.131
106,34:111,24:101,+,0.132
107,34:111,13:53,+,0.242
108,34:111,34:111,,0.573
109,34:111,24:101,+,0.228
110,34:111,24:101,+,0.146
111,34:111,24:101,+,0.145
112,34:111,24:101,+,0.152
113,34:111,33:110,+,0.284
114,34:111,24:101,+,0.141
115,34:111,24:101,+,0.145
116,34:111,20:97,+,0.193
117,34:111,24:101,+,0.131
118,34:111,24:101,+,0.131
119,34:111,24:101,+,0.154
120,34:111,24:101,+,0.145
121,34:111,24:101,+,0.152
122,34:111,24:101,+,0.131
123,34:111,24:101,+,0.131
124,34:111,24:101,+,0.131
125,34:111,24:101,+,0.245
126,34:111,24:101,+,0.132
127,34:111,24:101,+,0.245
128,34:111,24:101,+,0.145
129,34:111,24:101,+,0.5
130,34:111,34:111,,0.161
131,34:111,20:97,+,0.193
132,34:111,24:101,+,0.166
133,34:111,24:101,+,0.131
134,34:111,24:101,+,0.131
135,34:111,1:8,+,0.286
136,34:111,24:101,+,0.131
137,34:111,24:101,+,0.157
138,34:111,24:101,+,0.131
139,34:111,24:101,+,0.131
140,34:111,24:101,+,0.145
141,34:111,24:101,+,0.145
142,34:111,33:110,+,0.444
143,34:111,24:101,+,0.131
144,34:111,38:115,+,0.333
145,34:111,24:101,+,0.141
146,34:111,24:101,+,0.146
147,34:111,24:101,+,0.131
148,34:111,24:101,+,0.132
149,34:111,24:101,+,0.131
150,34:111,24:101,+,0.131
151,34:111,24:101,+,0.153
152,34:111,34:111,,0.573
153,34:111,38:115,+,0.196
154,34:111,24:101,+,0.153
155,34:111,38:115,+,0.571
156,34:111,24:101,+,0.131
157,34:111,20:97,+,0.207
158,34:111,24:101,+,0.154
159,34:111,24:101,+,0.333
160,34:111,24:101,+,0.131
161,34:111,24:101,+,0.145
162,34:111,24:101,+,0.131
163,34:111,24:101,+,0.131
164,34:111,24:101,+,0.228
165,34:111,7:46,+,0.377
166,34:111,24:101,+,0.228
167,34:111,24:101,+,0.131
