inst#,actual,predicted,error,prediction
1,20:97,24:101,+,0.132
2,20:97,31:108,+,0.174
3,20:97,24:101,+,0.252
4,20:97,24:101,+,0.129
5,20:97,38:115,+,0.4
6,20:97,24:101,+,0.129
7,20:97,24:101,+,0.124
8,20:97,24:101,+,0.132
9,20:97,24:101,+,0.135
10,20:97,24:101,+,0.135
11,20:97,24:101,+,0.135
12,20:97,24:101,+,0.129
13,20:97,24:101,+,0.124
14,20:97,24:101,+,0.135
15,20:97,24:101,+,0.137
16,20:97,24:101,+,0.132
17,20:97,24:101,+,0.135
18,20:97,24:101,+,0.135
19,20:97,24:101,+,0.124
20,20:97,24:101,+,0.124
21,20:97,24:101,+,0.135
22,20:97,20:97,,0.124
23,20:97,24:101,+,0.132
24,20:97,36:113,+,0.4
25,20:97,32:109,+,0.333
26,20:97,40:117,+,0.638
27,20:97,24:101,+,0.147
28,20:97,20:97,,0.25
29,20:97,24:101,+,0.135
30,20:97,24:101,+,0.129
31,20:97,24:101,+,0.132
32,20:97,24:101,+,0.135
33,20:97,20:97,,0.124
34,20:97,24:101,+,0.169
35,20:97,24:101,+,0.135
36,20:97,24:101,+,0.135
37,20:97,24:101,+,0.129
38,20:97,24:101,+,0.132
39,20:97,24:101,+,0.137
40,20:97,24:101,+,0.124
41,20:97,24:101,+,0.135
42,20:97,24:101,+,0.132
43,20:97,24:101,+,0.129
44,20:97,20:97,,0.191
45,20:97,28:105,+,0.299
46,20:97,24:101,+,0.135
47,20:97,24:101,+,0.135
48,20:97,24:101,+,0.135
49,20:97,24:101,+,0.135
50,20:97,24:101,+,0.135
51,20:97,24:101,+,0.135
52,20:97,24:101,+,0.132
53,20:97,20:97,,0.429
54,20:97,24:101,+,0.222
55,20:97,24:101,+,0.135
56,20:97,24:101,+,0.147
57,20:97,24:101,+,0.124
58,20:97,20:97,,0.124
59,20:97,24:101,+,0.132
60,20:97,24:101,+,0.135
61,20:97,24:101,+,0.135
62,20:97,24:101,+,0.135
63,20:97,24:101,+,0.132
64,20:97,24:101,+,0.135
65,20:97,24:101,+,0.124
66,20:97,24:101,+,0.135
67,20:97,38:115,+,0.308
68,20:97,24:101,+,0.135
69,20:97,24:101,+,0.135
70,20:97,24:101,+,0.147
71,20:97,24:101,+,0.135
72,20:97,24:101,+,0.135
73,20:97,24:101,+,0.135
74,20:97,24:101,+,0.132
75,20:97,24:101,+,0.135
76,20:97,20:97,,0.124
77,20:97,20:97,,0.429
78,20:97,6:45,+,0.257
79,20:97,24:101,+,0.124
80,20:97,24:101,+,0.135
81,20:97,24:101,+,0.135
82,20:97,24:101,+,0.135
83,20:97,24:101,+,0.129
84,20:97,24:101,+,0.135
85,20:97,24:101,+,0.135
86,20:97,24:101,+,0.135
87,20:97,24:101,+,0.124
88,20:97,24:101,+,0.132
89,20:97,24:101,+,0.135
90,20:97,24:101,+,0.135
91,20:97,24:101,+,0.135
92,20:97,24:101,+,0.129
93,20:97,24:101,+,0.129
94,20:97,21:98,+,0.3
95,20:97,24:101,+,0.124
96,20:97,24:101,+,0.129
97,20:97,24:101,+,0.135
98,20:97,24:101,+,0.135
99,20:97,24:101,+,0.135
100,20:97,24:101,+,0.135
101,20:97,20:97,,0.124
102,20:97,24:101,+,0.129
103,20:97,34:111,+,0.165
104,20:97,24:101,+,0.135
105,20:97,24:101,+,0.258
106,20:97,24:101,+,0.135
107,20:97,24:101,+,0.135
108,20:97,24:101,+,0.124
109,20:97,24:101,+,0.137
110,20:97,24:101,+,0.124
111,20:97,24:101,+,0.135
112,20:97,24:101,+,0.135
113,20:97,24:101,+,0.135
114,20:97,24:101,+,0.147
115,20:97,24:101,+,0.147
116,20:97,24:101,+,0.135
117,20:97,24:101,+,0.124
118,20:97,24:101,+,0.135
119,20:97,24:101,+,0.135
120,20:97,24:101,+,0.132
121,20:97,24:101,+,0.135
