inst#,actual,predicted,error,prediction
1,7:46,38:115,+,0.276
2,7:46,16:56,+,0.357
3,7:46,7:46,,0.491
4,7:46,24:101,+,0.135
5,7:46,24:101,+,0.133
6,7:46,24:101,+,0.133
7,7:46,34:111,+,0.185
8,7:46,24:101,+,0.142
9,7:46,24:101,+,0.145
10,7:46,19:96,+,0.395
11,7:46,24:101,+,0.13
12,7:46,20:97,+,0.267
13,7:46,7:46,,0.491
14,7:46,7:46,,0.5
15,7:46,24:101,+,0.135
16,7:46,9:49,+,0.25
17,7:46,16:56,+,0.357
18,7:46,7:46,,0.256
19,7:46,24:101,+,0.178
20,7:46,24:101,+,0.13
21,7:46,7:46,,0.491
22,7:46,24:101,+,0.13
23,7:46,28:105,+,0.158
24,7:46,24:101,+,0.13
25,7:46,24:101,+,0.145
26,7:46,41:118,+,0.516
27,7:46,24:101,+,0.145
28,7:46,24:101,+,0.145
29,43:120,45:122,+,0.374
30,43:120,34:111,+,0.249
31,43:120,20:97,+,0.359
32,43:120,36:113,+,0.228
33,43:120,8:48,+,0.287
34,43:120,24:101,+,0.4
35,43:120,34:111,+,0.185
36,43:120,24:101,+,0.135
37,43:120,48:186,+,0.351
38,43:120,45:122,+,0.16
39,43:120,9:49,+,0.444
40,43:120,24:101,+,0.155
41,43:120,20:97,+,0.169
42,43:120,22:99,+,0.374
43,43:120,32:109,+,0.316
44,43:120,45:122,+,0.285
45,38:115,24:101,+,0.155
46,38:115,24:101,+,0.142
47,38:115,24:101,+,0.13
48,38:115,24:101,+,0.144
49,38:115,24:101,+,0.145
50,38:115,20:97,+,0.359
51,38:115,24:101,+,0.135
52,38:115,24:101,+,0.13
53,38:115,24:101,+,0.265
54,38:115,24:101,+,0.135
55,38:115,24:101,+,0.132
56,38:115,24:101,+,0.145
57,38:115,24:101,+,0.144
58,38:115,24:101,+,0.292
59,38:115,24:101,+,0.178
60,38:115,24:101,+,0.135
61,38:115,37:114,+,0.293
62,38:115,24:101,+,0.132
63,38:115,24:101,+,0.266
64,38:115,20:97,+,0.233
65,38:115,34:111,+,0.317
66,38:115,31:108,+,0.282
67,38:115,34:111,+,0.112
68,38:115,24:101,+,0.145
69,38:115,24:101,+,0.393
70,38:115,24:101,+,0.135
71,38:115,23:100,+,0.143
72,38:115,24:101,+,0.145
73,38:115,44:121,+,0.209
74,38:115,34:111,+,0.234
75,38:115,24:101,+,0.145
76,38:115,24:101,+,0.132
77,38:115,24:101,+,0.135
78,38:115,20:97,+,0.167
79,38:115,24:101,+,0.13
80,38:115,24:101,+,0.135
81,38:115,24:101,+,0.135
82,38:115,34:111,+,0.247
83,38:115,24:101,+,0.145
84,38:115,24:101,+,0.269
85,38:115,20:97,+,0.5
86,38:115,24:101,+,0.13
87,38:115,24:101,+,0.13
88,38:115,24:101,+,0.13
89,38:115,24:101,+,0.13
90,38:115,44:121,+,0.333
91,38:115,24:101,+,0.142
92,38:115,24:101,+,0.13
93,38:115,24:101,+,0.341
94,38:115,24:101,+,0.212
95,38:115,24:101,+,0.132
96,38:115,24:101,+,0.145
97,38:115,24:101,+,0.13
98,38:115,24:101,+,0.135
99,38:115,24:101,+,0.135
100,38:115,34:111,+,0.249
101,38:115,1:8,+,0.363
102,38:115,24:101,+,0.145
103,38:115,24:101,+,0.145
104,38:115,24:101,+,0.132
105,38:115,6:45,+,0.286
106,38:115,24:101,+,0.212
107,38:115,24:101,+,0.135
108,38:115,24:101,+,0.135
109,38:115,24:101,+,0.132
110,38:115,24:101,+,0.145
111,38:115,24:101,+,0.135
112,38:115,24:101,+,0.155
113,38:115,24:101,+,0.179
114,38:115,24:101,+,0.179
115,38:115,24:101,+,0.13
116,38:115,24:101,+,0.13
117,38:115,20:97,+,0.169
118,38:115,20:97,+,0.184
119,38:115,24:101,+,0.13
120,38:115,24:101,+,0.41
121,38:115,24:101,+,0.133
122,38:115,24:101,+,0.269
123,38:115,24:101,+,0.292
124,38:115,20:97,+,0.357
125,38:115,20:97,+,0.331
126,38:115,24:101,+,0.357
127,38:115,24:101,+,0.132
128,38:115,23:100,+,0.478
129,38:115,33:110,+,0.308
130,38:115,38:115,,0.166
131,38:115,24:101,+,0.132
132,38:115,24:101,+,0.132
133,38:115,24:101,+,0.135
134,38:115,24:101,+,0.135
135,38:115,24:101,+,0.135
136,38:115,8:48,+,0.182
137,38:115,34:111,+,0.309
138,38:115,38:115,,0.276
139,38:115,24:101,+,0.13
140,38:115,38:115,,0.276
141,38:115,24:101,+,0.132
142,38:115,24:101,+,0.145
143,38:115,24:101,+,0.269
144,38:115,24:101,+,0.13
145,38:115,28:105,+,0.207
146,38:115,24:101,+,0.142
147,38:115,28:105,+,0.33
148,38:115,24:101,+,0.135
149,38:115,20:97,+,0.223
150,38:115,40:117,+,0.272
151,38:115,24:101,+,0.142
152,38:115,24:101,+,0.135
153,38:115,24:101,+,0.145
154,38:115,35:112,+,0.384
155,38:115,24:101,+,0.178
156,38:115,24:101,+,0.142
157,38:115,8:48,+,0.287
158,38:115,24:101,+,0.135
159,38:115,24:101,+,0.229
160,38:115,20:97,+,0.204
161,38:115,24:101,+,0.132
162,38:115,20:97,+,0.225
163,38:115,24:101,+,0.135
164,38:115,37:114,+,0.208
165,38:115,24:101,+,0.135
166,38:115,24:101,+,0.13
167,38:115,24:101,+,0.13
168,38:115,33:110,+,0.25
169,38:115,24:101,+,0.145
170,1:8,1:8,,0.363
171,1:8,24:101,+,0.144
172,1:8,24:101,+,0.13
173,1:8,24:101,+,0.142
174,1:8,24:101,+,0.133
175,1:8,1:8,,0.9
176,1:8,1:8,,0.333
177,1:8,24:101,+,0.362
178,1:8,24:101,+,0.135
179,1:8,24:101,+,0.155
180,1:8,24:101,+,0.362
181,1:8,24:101,+,0.144
182,1:8,24:101,+,0.135
183,1:8,24:101,+,0.145
184,1:8,24:101,+,0.13
185,1:8,24:101,+,0.13
186,1:8,7:46,+,0.457
187,1:8,24:101,+,0.155
188,1:8,24:101,+,0.142
189,1:8,24:101,+,0.135
190,1:8,24:101,+,0.13
191,1:8,24:101,+,0.144
192,1:8,24:101,+,0.257
193,1:8,34:111,+,0.196
194,1:8,24:101,+,0.144
195,1:8,24:101,+,0.144
196,1:8,19:96,+,0.395
197,1:8,24:101,+,0.144
198,1:8,24:101,+,0.144
199,1:8,24:101,+,0.142
200,1:8,24:101,+,0.13
201,1:8,24:101,+,0.13
202,1:8,24:101,+,0.13
203,1:8,24:101,+,0.144
204,1:8,24:101,+,0.13
205,1:8,4:43,+,0.444
206,1:8,20:97,+,0.169
207,1:8,24:101,+,0.144
208,1:8,24:101,+,0.13
209,1:8,24:101,+,0.13
210,1:8,24:101,+,0.144
211,1:8,24:101,+,0.145
212,1:8,3:39,+,0.667
213,1:8,14:54,+,0.297
214,1:8,2:13,+,0.222
215,1:8,24:101,+,0.178
216,1:8,24:101,+,0.144
217,22:99,24:101,+,0.13
218,22:99,24:101,+,0.135
219,22:99,34:111,+,0.317
220,22:99,34:111,+,0.377
221,22:99,24:101,+,0.13
222,22:99,24:101,+,0.145
223,22:99,24:101,+,0.135
224,22:99,24:101,+,0.145
225,22:99,34:111,+,0.286
226,22:99,24:101,+,0.144
227,22:99,24:101,+,0.135
228,22:99,24:101,+,0.135
229,22:99,24:101,+,0.145
230,22:99,24:101,+,0.13
231,22:99,38:115,+,0.283
232,22:99,29:106,+,0.267
233,22:99,24:101,+,0.144
234,22:99,24:101,+,0.145
235,22:99,24:101,+,0.13
236,22:99,24:101,+,0.144
237,22:99,24:101,+,0.132
238,22:99,20:97,+,0.225
239,22:99,24:101,+,0.13
240,22:99,29:106,+,0.25
241,22:99,34:111,+,0.234
242,22:99,24:101,+,0.178
243,22:99,24:101,+,0.13
244,22:99,24:101,+,0.144
245,22:99,24:101,+,0.135
246,22:99,24:101,+,0.13
247,22:99,24:101,+,0.132
248,22:99,24:101,+,0.13
249,22:99,24:101,+,0.132
250,22:99,24:101,+,0.135
251,22:99,24:101,+,0.13
252,22:99,24:101,+,0.132
253,22:99,44:121,+,0.209
254,22:99,24:101,+,0.132
255,22:99,24:101,+,0.135
256,22:99,32:109,+,0.316
257,22:99,27:104,+,0.213
258,22:99,24:101,+,0.13
259,22:99,24:101,+,0.135
260,22:99,24:101,+,0.132
261,22:99,24:101,+,0.132
262,22:99,7:46,+,0.336
263,22:99,24:101,+,0.135
264,22:99,24:101,+,0.393
265,22:99,29:106,+,0.18
266,22:99,20:97,+,0.167
267,22:99,24:101,+,0.178
268,22:99,22:99,,0.222
269,22:99,20:97,+,0.233
270,22:99,24:101,+,0.135
271,22:99,24:101,+,0.178
272,22:99,34:111,+,0.249
273,22:99,24:101,+,0.13
274,22:99,31:108,+,0.273
275,22:99,45:122,+,0.16
276,22:99,20:97,+,0.429
277,22:99,33:110,+,0.496
278,22:99,24:101,+,0.144
279,22:99,24:101,+,0.145
280,22:99,24:101,+,0.135
281,22:99,24:101,+,0.13
282,22:99,24:101,+,0.145
283,22:99,24:101,+,0.13
284,37:114,24:101,+,0.145
285,37:114,24:101,+,0.145
286,37:114,24:101,+,0.178
287,37:114,33:110,+,0.333
288,37:114,24:101,+,0.144
289,37:114,24:101,+,0.142
290,37:114,24:101,+,0.135
291,37:114,24:101,+,0.266
292,37:114,24:101,+,0.144
293,37:114,24:101,+,0.145
294,37:114,24:101,+,0.132
295,37:114,24:101,+,0.135
296,37:114,24:101,+,0.13
297,37:114,24:101,+,0.145
298,37:114,24:101,+,0.135
299,37:114,39:116,+,0.3
300,37:114,24:101,+,0.13
301,37:114,24:101,+,0.135
302,37:114,24:101,+,0.229
303,37:114,24:101,+,0.144
304,37:114,20:97,+,0.222
305,37:114,37:114,,0.895
306,37:114,50:241,+,0.316
307,37:114,24:101,+,0.132
308,37:114,37:114,,0.824
309,37:114,24:101,+,0.211
310,37:114,24:101,+,0.144
311,37:114,37:114,,0.824
312,37:114,24:101,+,0.133
313,37:114,2:13,+,0.5
314,37:114,24:101,+,0.145
315,37:114,34:111,+,0.249
316,37:114,24:101,+,0.144
317,37:114,24:101,+,0.135
318,37:114,24:101,+,0.212
319,37:114,24:101,+,0.135
320,37:114,24:101,+,0.132
321,37:114,24:101,+,0.133
322,37:114,24:101,+,0.135
323,37:114,37:114,,0.154
324,37:114,25:102,+,0.279
325,37:114,24:101,+,0.132
326,37:114,37:114,,0.895
327,37:114,24:101,+,0.212
328,37:114,1:8,+,0.2
329,37:114,38:115,+,0.333
330,37:114,24:101,+,0.135
331,37:114,24:101,+,0.13
332,37:114,24:101,+,0.155
333,37:114,39:116,+,0.327
334,37:114,33:110,+,0.308
335,37:114,37:114,,0.824
336,37:114,24:101,+,0.13
337,37:114,20:97,+,0.167
338,37:114,24:101,+,0.135
339,37:114,24:101,+,0.135
340,37:114,24:101,+,0.13
341,37:114,24:101,+,0.13
342,37:114,20:97,+,0.222
343,37:114,24:101,+,0.5
344,37:114,21:98,+,0.333
345,37:114,33:110,+,0.24
346,37:114,24:101,+,0.194
347,37:114,24:101,+,0.135
348,37:114,37:114,,0.824
349,37:114,24:101,+,0.393
350,37:114,24:101,+,0.135
351,37:114,24:101,+,0.135
352,37:114,37:114,,0.895
353,37:114,39:116,+,0.34
354,37:114,24:101,+,0.135
355,37:114,24:101,+,0.145
356,37:114,24:101,+,0.145
357,37:114,22:99,+,0.278
358,37:114,50:241,+,0.841
359,37:114,24:101,+,0.135
360,37:114,24:101,+,0.212
361,37:114,24:101,+,0.13
362,37:114,24:101,+,0.145
363,37:114,34:111,+,0.309
364,37:114,24:101,+,0.13
365,37:114,28:105,+,0.33
366,37:114,20:97,+,0.167
367,37:114,24:101,+,0.222
368,37:114,24:101,+,0.135
369,37:114,24:101,+,0.142
370,37:114,24:101,+,0.13
371,37:114,20:97,+,0.359
372,37:114,24:101,+,0.135
373,37:114,24:101,+,0.145
374,37:114,37:114,,0.211
375,37:114,24:101,+,0.13
376,37:114,34:111,+,0.25
377,37:114,24:101,+,0.144
378,37:114,24:101,+,0.13
379,37:114,24:101,+,0.212
380,37:114,24:101,+,0.155
381,37:114,24:101,+,0.178
382,37:114,41:118,+,0.331
383,37:114,37:114,,0.824
384,37:114,37:114,,0.286
385,37:114,24:101,+,0.185
386,37:114,37:114,,0.824
387,37:114,37:114,,0.895
388,37:114,24:101,+,0.135
389,37:114,24:101,+,0.178
390,37:114,24:101,+,0.142
391,37:114,37:114,,0.895
392,37:114,24:101,+,0.135
393,37:114,24:101,+,0.132
394,37:114,24:101,+,0.135
395,37:114,24:101,+,0.178
396,37:114,24:101,+,0.132
397,37:114,24:101,+,0.142
398,37:114,39:116,+,0.271
399,37:114,24:101,+,0.135
400,37:114,24:101,+,0.13
401,37:114,20:97,+,0.167
402,37:114,24:101,+,0.13
403,37:114,27:104,+,0.222
404,37:114,24:101,+,0.132
405,37:114,34:111,+,0.317
406,37:114,34:111,+,0.377
407,33:110,24:101,+,0.132
408,33:110,24:101,+,0.135
409,33:110,24:101,+,0.212
410,33:110,24:101,+,0.155
411,33:110,24:101,+,0.144
412,33:110,24:101,+,0.135
413,33:110,24:101,+,0.13
414,33:110,24:101,+,0.144
415,33:110,24:101,+,0.132
416,33:110,24:101,+,0.135
417,33:110,34:111,+,0.312
418,33:110,24:101,+,0.142
419,33:110,24:101,+,0.135
420,33:110,24:101,+,0.144
421,33:110,24:101,+,0.135
422,33:110,24:101,+,0.145
423,33:110,24:101,+,0.135
424,33:110,24:101,+,0.13
425,33:110,20:97,+,0.198
426,33:110,24:101,+,0.135
427,33:110,24:101,+,0.144
428,33:110,24:101,+,0.13
429,33:110,28:105,+,0.247
430,33:110,24:101,+,0.145
431,33:110,24:101,+,0.182
432,33:110,24:101,+,0.145
433,33:110,24:101,+,0.13
434,33:110,24:101,+,0.178
435,33:110,24:101,+,0.135
436,33:110,24:101,+,0.132
437,33:110,34:111,+,0.317
438,33:110,24:101,+,0.132
439,33:110,8:48,+,0.176
440,33:110,24:101,+,0.142
441,33:110,24:101,+,0.53
442,33:110,24:101,+,0.135
443,33:110,24:101,+,0.422
444,33:110,24:101,+,0.135
445,33:110,24:101,+,0.135
446,33:110,24:101,+,0.142
447,33:110,24:101,+,0.135
448,33:110,24:101,+,0.132
449,33:110,28:105,+,0.199
450,33:110,20:97,+,0.222
451,33:110,41:118,+,0.312
452,33:110,24:101,+,0.144
453,33:110,20:97,+,0.333
454,33:110,20:97,+,0.406
455,33:110,24:101,+,0.145
456,33:110,24:101,+,0.132
457,33:110,39:116,+,0.333
458,33:110,24:101,+,0.135
459,33:110,28:105,+,0.267
460,33:110,24:101,+,0.13
461,33:110,24:101,+,0.135
