inst#,actual,predicted,error,prediction
1,10:50,9:49,+,0.314
2,10:50,9:49,+,0.314
3,10:50,24:101,+,0.135
4,10:50,24:101,+,0.135
5,10:50,11:51,+,0.562
6,10:50,12:52,+,0.357
7,10:50,17:57,+,0.456
8,10:50,16:56,+,0.273
9,10:50,10:50,,0.417
10,10:50,10:50,,0.256
11,10:50,10:50,,0.417
12,10:50,11:51,+,0.214
13,10:50,24:101,+,0.142
14,10:50,11:51,+,0.5
15,10:50,10:50,,0.273
16,10:50,24:101,+,0.135
17,10:50,28:105,+,0.418
18,10:50,12:52,+,0.191
19,10:50,23:100,+,0.273
20,10:50,24:101,+,0.135
21,10:50,24:101,+,0.146
22,10:50,11:51,+,0.214
23,10:50,10:50,,0.421
24,48:186,18:60,+,0.588
25,48:186,18:60,+,0.823
26,48:186,24:101,+,0.146
27,48:186,18:60,+,0.788
28,48:186,48:186,,0.333
29,48:186,3:39,+,0.468
30,48:186,18:60,+,0.588
31,48:186,24:101,+,0.146
32,48:186,3:39,+,0.468
33,48:186,18:60,+,0.788
34,48:186,18:60,+,0.588
35,20:97,24:101,+,0.135
36,20:97,24:101,+,0.146
37,20:97,20:97,,0.18
38,20:97,24:101,+,0.135
39,20:97,24:101,+,0.135
40,20:97,24:101,+,0.146
41,20:97,24:101,+,0.142
42,20:97,24:101,+,0.135
43,20:97,24:101,+,0.135
44,20:97,24:101,+,0.142
45,20:97,24:101,+,0.146
46,20:97,24:101,+,0.135
47,20:97,24:101,+,0.135
48,20:97,24:101,+,0.142
49,20:97,24:101,+,0.135
50,20:97,24:101,+,0.135
51,20:97,20:97,,0.189
52,20:97,24:101,+,0.188
53,20:97,24:101,+,0.135
54,20:97,24:101,+,0.142
55,20:97,24:101,+,0.135
56,20:97,24:101,+,0.142
57,20:97,20:97,,0.168
58,20:97,24:101,+,0.135
59,20:97,24:101,+,0.135
60,20:97,24:101,+,0.333
61,20:97,24:101,+,0.135
62,20:97,24:101,+,0.135
63,20:97,33:110,+,0.267
64,20:97,24:101,+,0.146
65,20:97,24:101,+,0.142
66,20:97,1:8,+,0.334
67,20:97,24:101,+,0.135
68,20:97,24:101,+,0.153
69,20:97,24:101,+,0.146
70,20:97,24:101,+,0.158
71,20:97,24:101,+,0.149
72,20:97,24:101,+,0.135
73,20:97,24:101,+,0.142
74,20:97,24:101,+,0.158
75,20:97,24:101,+,0.142
76,20:97,24:101,+,0.146
77,20:97,24:101,+,0.135
78,20:97,24:101,+,0.142
79,20:97,24:101,+,0.135
80,20:97,24:101,+,0.19
81,20:97,24:101,+,0.146
82,20:97,24:101,+,0.135
83,20:97,24:101,+,0.135
84,20:97,24:101,+,0.135
85,20:97,24:101,+,0.135
86,20:97,24:101,+,0.135
87,20:97,24:101,+,0.135
88,20:97,24:101,+,0.135
89,20:97,24:101,+,0.135
90,20:97,24:101,+,0.135
91,20:97,24:101,+,0.135
92,20:97,24:101,+,0.142
93,20:97,24:101,+,0.135
94,20:97,24:101,+,0.143
95,20:97,24:101,+,0.146
96,20:97,24:101,+,0.135
97,20:97,24:101,+,0.135
98,20:97,24:101,+,0.135
99,20:97,24:101,+,0.146
100,20:97,24:101,+,0.142
101,20:97,24:101,+,0.135
102,20:97,24:101,+,0.135
103,20:97,24:101,+,0.153
104,20:97,24:101,+,0.142
105,20:97,24:101,+,0.142
106,20:97,24:101,+,0.142
107,20:97,24:101,+,0.229
108,20:97,24:101,+,0.135
109,20:97,24:101,+,0.135
110,20:97,24:101,+,0.135
111,20:97,24:101,+,0.135
112,20:97,24:101,+,0.135
113,20:97,24:101,+,0.135
114,20:97,24:101,+,0.135
115,20:97,24:101,+,0.135
116,20:97,24:101,+,0.135
117,20:97,24:101,+,0.135
118,20:97,24:101,+,0.135
119,20:97,20:97,,0.18
120,20:97,24:101,+,0.135
121,20:97,24:101,+,0.135
122,20:97,24:101,+,0.187
