inst#,actual,predicted,error,prediction
1,21:98,32:109,+,0.333
2,21:98,41:118,+,0.429
3,21:98,24:101,+,0.146
4,21:98,24:101,+,0.146
5,21:98,24:101,+,0.272
6,21:98,24:101,+,0.146
7,21:98,24:101,+,0.14
8,21:98,24:101,+,0.142
9,21:98,24:101,+,0.142
10,21:98,24:101,+,0.146
11,21:98,24:101,+,0.146
12,21:98,24:101,+,0.169
13,21:98,24:101,+,0.146
14,21:98,24:101,+,0.142
15,21:98,24:101,+,0.14
16,21:98,20:97,+,0.157
17,23:100,24:101,+,0.14
18,23:100,24:101,+,0.142
19,23:100,24:101,+,0.14
20,23:100,20:97,+,0.246
21,23:100,24:101,+,0.146
22,23:100,24:101,+,0.169
23,23:100,24:101,+,0.146
24,23:100,24:101,+,0.14
25,23:100,24:101,+,0.146
26,23:100,20:97,+,0.212
27,23:100,24:101,+,0.142
28,23:100,24:101,+,0.142
29,23:100,24:101,+,0.146
30,23:100,24:101,+,0.142
31,23:100,24:101,+,0.146
32,23:100,24:101,+,0.142
33,23:100,24:101,+,0.142
34,23:100,24:101,+,0.14
35,23:100,24:101,+,0.142
36,23:100,24:101,+,0.142
37,23:100,24:101,+,0.306
38,23:100,24:101,+,0.169
39,23:100,24:101,+,0.169
40,23:100,24:101,+,0.146
41,23:100,24:101,+,0.142
42,23:100,24:101,+,0.142
43,23:100,24:101,+,0.142
44,23:100,24:101,+,0.14
45,23:100,24:101,+,0.142
46,23:100,24:101,+,0.146
47,23:100,24:101,+,0.146
48,23:100,24:101,+,0.142
49,23:100,24:101,+,0.146
50,23:100,24:101,+,0.146
51,23:100,20:97,+,0.157
52,23:100,24:101,+,0.142
53,23:100,24:101,+,0.142
54,23:100,13:53,+,0.249
55,23:100,24:101,+,0.146
56,23:100,24:101,+,0.142
57,23:100,24:101,+,0.142
58,20:97,24:101,+,0.142
59,20:97,24:101,+,0.146
60,20:97,24:101,+,0.14
61,20:97,24:101,+,0.169
62,20:97,24:101,+,0.142
63,20:97,24:101,+,0.169
64,20:97,24:101,+,0.146
65,20:97,24:101,+,0.146
66,20:97,24:101,+,0.142
67,20:97,24:101,+,0.146
68,20:97,24:101,+,0.142
69,20:97,24:101,+,0.142
70,20:97,24:101,+,0.142
71,20:97,24:101,+,0.14
72,20:97,24:101,+,0.146
73,20:97,24:101,+,0.142
74,20:97,24:101,+,0.142
75,20:97,24:101,+,0.142
76,20:97,24:101,+,0.146
77,20:97,24:101,+,0.146
78,20:97,24:101,+,0.146
79,20:97,24:101,+,0.142
80,20:97,24:101,+,0.146
81,20:97,24:101,+,0.146
82,20:97,24:101,+,0.146
83,20:97,24:101,+,0.146
84,20:97,24:101,+,0.14
85,20:97,24:101,+,0.146
86,20:97,7:46,+,0.19
87,20:97,44:121,+,0.259
88,20:97,24:101,+,0.142
89,20:97,24:101,+,0.146
90,20:97,24:101,+,0.14
91,20:97,24:101,+,0.146
92,20:97,24:101,+,0.14
93,20:97,20:97,,0.279
94,20:97,24:101,+,0.142
95,20:97,24:101,+,0.306
96,20:97,24:101,+,0.169
97,20:97,24:101,+,0.146
98,20:97,24:101,+,0.14
99,20:97,24:101,+,0.146
100,20:97,24:101,+,0.142
101,20:97,24:101,+,0.14
102,20:97,24:101,+,0.142
103,20:97,24:101,+,0.146
104,20:97,24:101,+,0.142
105,20:97,34:111,+,0.143
106,20:97,44:121,+,0.259
107,20:97,20:97,,0.164
108,20:97,24:101,+,0.142
109,20:97,24:101,+,0.142
110,20:97,38:115,+,0.4
111,20:97,24:101,+,0.146
112,20:97,24:101,+,0.146
113,20:97,24:101,+,0.146
114,20:97,24:101,+,0.142
115,20:97,24:101,+,0.142
116,20:97,24:101,+,0.169
117,20:97,24:101,+,0.142
118,20:97,24:101,+,0.146
119,20:97,24:101,+,0.146
120,20:97,24:101,+,0.146
121,20:97,24:101,+,0.146
122,20:97,24:101,+,0.142
123,20:97,24:101,+,0.146
124,20:97,24:101,+,0.146
125,20:97,24:101,+,0.142
126,20:97,24:101,+,0.146
127,20:97,24:101,+,0.146
128,20:97,24:101,+,0.142
129,20:97,24:101,+,0.142
130,20:97,24:101,+,0.142
131,20:97,24:101,+,0.142
132,20:97,24:101,+,0.146
133,20:97,24:101,+,0.142
134,20:97,24:101,+,0.142
135,20:97,24:101,+,0.162
136,20:97,24:101,+,0.146
137,20:97,24:101,+,0.142
138,20:97,24:101,+,0.142
139,20:97,24:101,+,0.142
140,20:97,24:101,+,0.146
141,20:97,20:97,,0.176
142,20:97,24:101,+,0.146
143,20:97,24:101,+,0.142
144,20:97,24:101,+,0.142
145,20:97,24:101,+,0.142
146,20:97,24:101,+,0.142
147,20:97,24:101,+,0.14
148,20:97,24:101,+,0.146
149,20:97,20:97,,0.174
150,20:97,24:101,+,0.146
151,20:97,24:101,+,0.142
152,20:97,24:101,+,0.142
153,20:97,24:101,+,0.146
154,20:97,24:101,+,0.142
155,20:97,24:101,+,0.142
156,20:97,24:101,+,0.146
157,20:97,24:101,+,0.146
158,20:97,20:97,,0.246
159,20:97,24:101,+,0.146
160,20:97,24:101,+,0.169
161,20:97,24:101,+,0.169
162,24:101,24:101,,0.162
163,24:101,24:101,,0.142
164,24:101,24:101,,0.146
165,24:101,24:101,,0.142
166,24:101,20:97,+,0.157
167,24:101,24:101,,0.152
168,24:101,24:101,,0.142
169,24:101,34:111,+,0.188
170,24:101,24:101,,0.142
171,24:101,24:101,,0.142
172,24:101,24:101,,0.142
173,24:101,24:101,,0.142
174,24:101,24:101,,0.169
175,24:101,24:101,,0.146
176,24:101,20:97,+,0.212
177,24:101,24:101,,0.142
178,24:101,24:101,,0.142
179,24:101,24:101,,0.142
180,24:101,24:101,,0.142
181,24:101,24:101,,0.142
182,24:101,24:101,,0.146
183,24:101,24:101,,0.142
184,24:101,24:101,,0.142
185,24:101,24:101,,0.142
186,24:101,24:101,,0.142
187,24:101,24:101,,0.146
188,24:101,24:101,,0.162
189,24:101,24:101,,0.169
190,24:101,24:101,,0.162
191,24:101,24:101,,0.142
192,24:101,24:101,,0.146
193,24:101,24:101,,0.142
194,24:101,24:101,,0.142
195,24:101,24:101,,0.272
196,24:101,24:101,,0.169
197,24:101,20:97,+,0.157
198,24:101,24:101,,0.169
199,24:101,24:101,,0.146
200,24:101,24:101,,0.146
201,24:101,24:101,,0.142
202,24:101,24:101,,0.162
203,24:101,24:101,,0.142
204,24:101,24:101,,0.146
205,24:101,24:101,,0.142
206,24:101,24:101,,0.146
207,24:101,24:101,,0.142
208,24:101,10:50,+,0.345
209,24:101,24:101,,0.14
210,24:101,24:101,,0.162
211,24:101,24:101,,0.146
212,24:101,31:108,+,0.32
213,24:101,24:101,,0.146
214,24:101,23:100,+,0.286
215,24:101,31:108,+,0.393
216,24:101,20:97,+,0.157
217,24:101,24:101,,0.146
218,24:101,24:101,,0.272
219,24:101,24:101,,0.142
220,24:101,24:101,,0.146
221,24:101,24:101,,0.14
222,24:101,24:101,,0.146
223,24:101,24:101,,0.146
224,24:101,20:97,+,0.164
225,24:101,24:101,,0.142
226,24:101,24:101,,0.272
227,24:101,24:101,,0.146
228,24:101,24:101,,0.142
229,24:101,28:105,+,0.25
230,24:101,20:97,+,0.246
231,24:101,24:101,,0.142
232,24:101,24:101,,0.142
233,24:101,24:101,,0.14
234,24:101,24:101,,0.162
235,24:101,24:101,,0.14
236,24:101,24:101,,0.306
237,24:101,24:101,,0.142
238,24:101,24:101,,0.14
239,24:101,24:101,,0.14
240,24:101,24:101,,0.146
241,24:101,24:101,,0.142
242,24:101,24:101,,0.142
