inst#,actual,predicted,error,prediction
1,28:105,24:101,+,0.157
2,28:105,24:101,+,0.135
3,28:105,24:101,+,0.135
4,28:105,24:101,+,0.135
5,28:105,34:111,+,0.279
6,28:105,24:101,+,0.144
7,28:105,24:101,+,0.138
8,28:105,24:101,+,0.135
9,28:105,24:101,+,0.144
10,28:105,24:101,+,0.193
11,28:105,1:8,+,0.279
12,28:105,1:8,+,0.279
13,28:105,24:101,+,0.138
14,28:105,24:101,+,0.135
15,28:105,24:101,+,0.135
16,28:105,24:101,+,0.206
17,28:105,24:101,+,0.158
18,28:105,24:101,+,0.135
19,28:105,20:97,+,0.151
20,28:105,24:101,+,0.144
21,28:105,24:101,+,0.155
22,28:105,24:101,+,0.144
23,28:105,24:101,+,0.135
24,28:105,24:101,+,0.193
25,28:105,24:101,+,0.157
26,28:105,24:101,+,0.144
27,28:105,37:114,+,0.151
28,28:105,24:101,+,0.135
29,28:105,24:101,+,0.144
30,28:105,24:101,+,0.138
31,28:105,24:101,+,0.138
32,28:105,24:101,+,0.138
33,28:105,24:101,+,0.144
34,28:105,24:101,+,0.135
35,28:105,24:101,+,0.144
36,28:105,24:101,+,0.135
37,28:105,24:101,+,0.135
38,28:105,24:101,+,0.138
39,28:105,24:101,+,0.144
40,28:105,24:101,+,0.135
41,28:105,24:101,+,0.135
42,28:105,24:101,+,0.138
43,28:105,24:101,+,0.124
44,28:105,24:101,+,0.144
45,28:105,24:101,+,0.135
46,28:105,24:101,+,0.124
47,28:105,24:101,+,0.193
48,28:105,24:101,+,0.135
49,28:105,24:101,+,0.124
50,28:105,24:101,+,0.135
51,28:105,24:101,+,0.2
52,28:105,24:101,+,0.158
53,28:105,38:115,+,0.2
54,28:105,24:101,+,0.144
55,28:105,24:101,+,0.135
56,28:105,24:101,+,0.138
57,28:105,24:101,+,0.144
58,28:105,20:97,+,0.151
59,28:105,20:97,+,0.396
60,28:105,20:97,+,0.182
61,28:105,24:101,+,0.2
62,28:105,24:101,+,0.135
63,28:105,24:101,+,0.138
64,28:105,24:101,+,0.144
65,28:105,24:101,+,0.135
66,28:105,24:101,+,0.135
67,28:105,24:101,+,0.135
68,28:105,24:101,+,0.144
69,28:105,24:101,+,0.135
70,28:105,24:101,+,0.138
71,28:105,24:101,+,0.144
72,28:105,24:101,+,0.138
73,28:105,24:101,+,0.161
74,28:105,24:101,+,0.138
75,7:46,24:101,+,0.135
76,7:46,24:101,+,0.206
77,7:46,24:101,+,0.124
78,7:46,24:101,+,0.135
79,7:46,20:97,+,0.182
80,7:46,7:46,,0.171
81,7:46,24:101,+,0.135
82,7:46,24:101,+,0.135
83,7:46,9:49,+,0.333
84,7:46,24:101,+,0.135
85,7:46,20:97,+,0.46
86,7:46,24:101,+,0.144
87,7:46,19:96,+,0.375
88,7:46,24:101,+,0.135
89,7:46,24:101,+,0.135
90,7:46,7:46,,0.223
91,7:46,38:115,+,0.2
92,7:46,24:101,+,0.144
93,7:46,24:101,+,0.144
94,7:46,24:101,+,0.138
95,7:46,24:101,+,0.157
96,7:46,5:44,+,0.206
97,7:46,24:101,+,0.135
98,7:46,7:46,,0.171
99,7:46,24:101,+,0.124
100,7:46,24:101,+,0.193
101,7:46,24:101,+,0.144
102,7:46,24:101,+,0.138
103,24:101,24:101,,0.135
104,24:101,24:101,,0.138
105,24:101,24:101,,0.135
106,24:101,24:101,,0.144
107,24:101,24:101,,0.109
108,24:101,24:101,,0.135
109,24:101,24:101,,0.144
110,24:101,24:101,,0.144
111,24:101,24:101,,0.144
112,24:101,24:101,,0.138
113,24:101,24:101,,0.135
114,24:101,31:108,+,0.078
115,24:101,34:111,+,0.263
116,24:101,24:101,,0.144
117,24:101,34:111,+,0.25
118,24:101,24:101,,0.144
119,24:101,24:101,,0.144
120,24:101,24:101,,0.17
121,24:101,24:101,,0.144
122,24:101,24:101,,0.144
123,24:101,34:111,+,0.224
124,24:101,24:101,,0.138
125,24:101,24:101,,0.144
126,24:101,31:108,+,0.323
127,24:101,24:101,,0.138
128,24:101,24:101,,0.144
129,24:101,24:101,,0.135
130,24:101,24:101,,0.271
131,24:101,24:101,,0.138
132,24:101,24:101,,0.135
133,24:101,20:97,+,0.21
134,24:101,24:101,,0.144
135,24:101,24:101,,0.135
136,24:101,24:101,,0.144
137,24:101,24:101,,0.135
138,24:101,24:101,,0.135
139,24:101,20:97,+,0.182
140,24:101,37:114,+,0.407
141,24:101,20:97,+,0.151
142,24:101,24:101,,0.155
143,24:101,24:101,,0.138
144,24:101,24:101,,0.135
145,24:101,24:101,,0.193
146,24:101,24:101,,0.193
147,24:101,24:101,,0.138
148,24:101,24:101,,0.144
149,24:101,24:101,,0.124
150,24:101,24:101,,0.135
151,24:101,24:101,,0.135
152,24:101,24:101,,0.124
153,24:101,24:101,,0.138
154,24:101,24:101,,0.135
155,24:101,24:101,,0.135
156,24:101,24:101,,0.193
157,24:101,24:101,,0.155
158,24:101,24:101,,0.193
159,24:101,24:101,,0.135
160,24:101,20:97,+,0.182
161,24:101,24:101,,0.158
162,24:101,24:101,,0.135
163,24:101,24:101,,0.135
164,24:101,24:101,,0.135
165,24:101,24:101,,0.144
166,24:101,24:101,,0.241
167,24:101,24:101,,0.194
168,24:101,24:101,,0.144
169,24:101,24:101,,0.138
170,24:101,24:101,,0.158
171,24:101,24:101,,0.271
172,24:101,24:101,,0.135
173,24:101,24:101,,0.161
174,24:101,24:101,,0.2
175,24:101,24:101,,0.13
176,24:101,24:101,,0.161
177,24:101,24:101,,0.144
178,24:101,24:101,,0.138
179,24:101,24:101,,0.161
180,24:101,24:101,,0.135
