inst#,actual,predicted,error,prediction
1,34:111,24:101,+,0.135
2,34:111,24:101,+,0.166
3,34:111,24:101,+,0.208
4,34:111,24:101,+,0.135
5,34:111,24:101,+,0.138
6,34:111,24:101,+,0.145
7,34:111,37:114,+,0.168
8,34:111,24:101,+,0.145
9,34:111,24:101,+,0.135
10,34:111,24:101,+,0.208
11,34:111,24:101,+,0.323
12,34:111,34:111,,0.216
13,34:111,24:101,+,0.138
14,34:111,24:101,+,0.135
15,34:111,24:101,+,0.138
16,34:111,24:101,+,0.138
17,34:111,24:101,+,0.145
18,34:111,24:101,+,0.135
19,34:111,34:111,,0.143
20,34:111,24:101,+,0.135
21,34:111,24:101,+,0.135
22,34:111,37:114,+,0.168
23,34:111,24:101,+,0.135
24,34:111,24:101,+,0.149
25,34:111,24:101,+,0.145
26,34:111,23:100,+,0.286
27,34:111,24:101,+,0.209
28,34:111,24:101,+,0.145
29,34:111,20:97,+,0.203
30,34:111,24:101,+,0.135
31,34:111,24:101,+,0.138
32,34:111,24:101,+,0.131
33,34:111,24:101,+,0.138
34,34:111,24:101,+,0.135
35,34:111,24:101,+,0.138
36,34:111,34:111,,0.434
37,34:111,24:101,+,0.135
38,34:111,24:101,+,0.135
39,34:111,24:101,+,0.145
40,34:111,24:101,+,0.135
41,34:111,24:101,+,0.135
42,34:111,24:101,+,0.135
43,34:111,24:101,+,0.135
44,34:111,24:101,+,0.145
45,34:111,24:101,+,0.138
46,34:111,24:101,+,0.145
47,34:111,24:101,+,0.135
48,34:111,24:101,+,0.131
49,34:111,24:101,+,0.145
50,34:111,24:101,+,0.135
51,34:111,24:101,+,0.135
52,34:111,20:97,+,0.246
53,34:111,24:101,+,0.162
54,34:111,24:101,+,0.138
55,34:111,24:101,+,0.135
56,34:111,9:49,+,0.253
57,34:111,24:101,+,0.135
58,34:111,24:101,+,0.135
59,34:111,24:101,+,0.135
60,34:111,24:101,+,0.138
61,34:111,38:115,+,0.408
62,34:111,24:101,+,0.138
63,34:111,24:101,+,0.138
64,34:111,24:101,+,0.135
65,34:111,24:101,+,0.135
66,34:111,24:101,+,0.135
67,34:111,24:101,+,0.135
68,34:111,24:101,+,0.135
69,34:111,24:101,+,0.135
70,34:111,24:101,+,0.135
71,34:111,24:101,+,0.135
72,34:111,24:101,+,0.145
73,34:111,20:97,+,0.142
74,34:111,24:101,+,0.149
75,34:111,24:101,+,0.134
76,34:111,24:101,+,0.135
77,34:111,24:101,+,0.135
78,34:111,24:101,+,0.149
79,34:111,33:110,+,0.282
80,34:111,24:101,+,0.249
81,34:111,24:101,+,0.135
82,34:111,24:101,+,0.145
83,34:111,24:101,+,0.145
84,34:111,24:101,+,0.135
85,34:111,24:101,+,0.138
86,34:111,24:101,+,0.135
87,34:111,24:101,+,0.138
88,34:111,24:101,+,0.135
89,34:111,24:101,+,0.135
90,34:111,24:101,+,0.135
91,34:111,24:101,+,0.135
92,34:111,24:101,+,0.135
93,34:111,24:101,+,0.118
94,34:111,24:101,+,0.135
95,34:111,24:101,+,0.145
96,34:111,1:8,+,0.67
97,34:111,24:101,+,0.135
98,34:111,24:101,+,0.138
99,34:111,24:101,+,0.138
100,34:111,24:101,+,0.135
101,34:111,24:101,+,0.135
102,34:111,24:101,+,0.171
103,34:111,24:101,+,0.138
104,34:111,24:101,+,0.135
105,34:111,24:101,+,0.135
106,34:111,24:101,+,0.135
107,34:111,1:8,+,0.142
108,34:111,24:101,+,0.145
109,34:111,24:101,+,0.138
110,34:111,24:101,+,0.138
111,34:111,24:101,+,0.138
112,34:111,24:101,+,0.138
113,34:111,24:101,+,0.135
114,34:111,24:101,+,0.135
115,34:111,24:101,+,0.145
116,34:111,16:56,+,0.195
117,34:111,24:101,+,0.135
118,34:111,38:115,+,0.33
119,34:111,24:101,+,0.131
120,34:111,24:101,+,0.257
121,34:111,24:101,+,0.333
122,34:111,34:111,,0.158
123,34:111,24:101,+,0.145
124,34:111,24:101,+,0.162
125,34:111,24:101,+,0.135
126,34:111,24:101,+,0.135
127,34:111,24:101,+,0.138
128,34:111,24:101,+,0.135
129,34:111,24:101,+,0.135
130,34:111,24:101,+,0.135
131,34:111,24:101,+,0.135
132,34:111,31:108,+,0.354
133,34:111,24:101,+,0.135
134,34:111,24:101,+,0.135
135,34:111,30:107,+,0.163
136,34:111,24:101,+,0.138
137,34:111,24:101,+,0.235
138,34:111,14:54,+,0.286
139,34:111,24:101,+,0.145
140,34:111,24:101,+,0.135
141,34:111,24:101,+,0.145
142,34:111,24:101,+,0.138
143,34:111,24:101,+,0.208
144,34:111,24:101,+,0.135
145,24:101,13:53,+,0.248
146,24:101,24:101,,0.145
147,24:101,24:101,,0.166
148,24:101,24:101,,0.135
149,24:101,24:101,,0.135
150,24:101,24:101,,0.138
151,24:101,24:101,,0.138
152,24:101,24:101,,0.138
153,24:101,24:101,,0.135
154,24:101,24:101,,0.138
155,24:101,24:101,,0.162
156,24:101,24:101,,0.138
157,24:101,24:101,,0.135
158,24:101,24:101,,0.135
159,24:101,24:101,,0.135
160,24:101,24:101,,0.131
161,24:101,20:97,+,0.169
162,24:101,24:101,,0.138
163,24:101,24:101,,0.135
164,24:101,24:101,,0.135
165,24:101,24:101,,0.135
166,24:101,24:101,,0.135
167,24:101,24:101,,0.135
168,24:101,24:101,,0.135
169,24:101,24:101,,0.145
170,24:101,24:101,,0.135
171,24:101,24:101,,0.138
172,24:101,24:101,,0.145
173,24:101,24:101,,0.135
174,24:101,24:101,,0.135
175,24:101,24:101,,0.149
176,24:101,24:101,,0.166
177,24:101,34:111,+,0.143
178,24:101,24:101,,0.208
179,24:101,34:111,+,0.186
180,24:101,24:101,,0.135
181,24:101,24:101,,0.138
182,24:101,24:101,,0.145
183,24:101,24:101,,0.166
184,24:101,24:101,,0.571
185,24:101,24:101,,0.135
186,24:101,24:101,,0.135
187,24:101,24:101,,0.209
188,24:101,40:117,+,0.2
189,24:101,24:101,,0.135
190,24:101,24:101,,0.138
191,24:101,24:101,,0.138
192,24:101,24:101,,0.149
193,24:101,24:101,,0.135
194,24:101,24:101,,0.145
195,24:101,24:101,,0.135
196,24:101,31:108,+,0.29
197,24:101,24:101,,0.145
198,24:101,24:101,,0.208
199,24:101,24:101,,0.149
200,24:101,1:8,+,0.262
201,24:101,1:8,+,0.262
202,24:101,24:101,,0.135
203,24:101,24:101,,0.135
204,24:101,5:44,+,0.065
205,24:101,24:101,,0.145
206,24:101,24:101,,0.135
207,24:101,24:101,,0.135
208,24:101,24:101,,0.182
209,24:101,24:101,,0.138
210,24:101,24:101,,0.138
211,24:101,24:101,,0.135
212,24:101,24:101,,0.135
213,24:101,24:101,,0.135
214,24:101,24:101,,0.135
215,24:101,24:101,,0.135
216,24:101,24:101,,0.135
217,24:101,24:101,,0.135
218,24:101,20:97,+,0.286
219,24:101,24:101,,0.135
220,24:101,24:101,,0.135
221,24:101,24:101,,0.138
222,24:101,24:101,,0.145
223,24:101,28:105,+,0.333
224,24:101,24:101,,0.135
225,24:101,24:101,,0.138
226,24:101,24:101,,0.135
227,24:101,24:101,,0.135
228,24:101,24:101,,0.162
229,24:101,24:101,,0.135
230,24:101,24:101,,0.135
231,24:101,24:101,,0.149
232,24:101,24:101,,0.145
233,24:101,24:101,,0.135
234,24:101,24:101,,0.145
235,24:101,24:101,,0.138
236,24:101,24:101,,0.149
237,24:101,24:101,,0.135
238,24:101,24:101,,0.138
239,24:101,24:101,,0.171
240,24:101,24:101,,0.145
241,24:101,24:101,,0.135
242,24:101,24:101,,0.135
243,24:101,24:101,,0.135
244,24:101,24:101,,0.145
245,24:101,5:44,+,0.281
246,24:101,24:101,,0.135
247,24:101,24:101,,0.135
248,24:101,24:101,,0.135
249,24:101,24:101,,0.138
250,24:101,1:8,+,0.262
251,24:101,24:101,,0.135
252,24:101,24:101,,0.162
253,24:101,24:101,,0.135
254,24:101,24:101,,0.135
255,24:101,34:111,+,0.322
256,24:101,24:101,,0.135
257,24:101,24:101,,0.145
258,24:101,24:101,,0.138
259,24:101,24:101,,0.145
260,24:101,37:114,+,0.186
261,24:101,24:101,,0.135
262,24:101,24:101,,0.145
263,24:101,24:101,,0.135
264,24:101,24:101,,0.135
265,24:101,34:111,+,0.303
266,24:101,24:101,,0.135
267,24:101,24:101,,0.145
268,24:101,24:101,,0.135
269,24:101,24:101,,0.149
270,24:101,24:101,,0.135
271,24:101,24:101,,0.145
272,24:101,24:101,,0.149
273,24:101,24:101,,0.135
274,24:101,24:101,,0.166
275,24:101,24:101,,0.145
276,24:101,24:101,,0.138
277,24:101,20:97,+,0.275
278,24:101,24:101,,0.145
279,24:101,24:101,,0.135
280,24:101,24:101,,0.135
281,24:101,24:101,,0.135
282,24:101,24:101,,0.135
283,24:101,24:101,,0.135
284,24:101,24:101,,0.166
285,24:101,24:101,,0.131
286,24:101,24:101,,0.145
287,24:101,24:101,,0.135
288,24:101,24:101,,0.138
289,24:101,24:101,,0.368
290,24:101,24:101,,0.135
291,24:101,24:101,,0.135
292,24:101,34:111,+,0.143
293,24:101,20:97,+,0.373
294,24:101,24:101,,0.135
295,24:101,24:101,,0.138
296,24:101,24:101,,0.135
297,24:101,24:101,,0.135
298,24:101,24:101,,0.138
299,24:101,24:101,,0.135
300,24:101,24:101,,0.135
301,24:101,24:101,,0.135
302,24:101,24:101,,0.135
303,24:101,24:101,,0.145
304,24:101,24:101,,0.208
305,24:101,24:101,,0.135
306,24:101,24:101,,0.145
307,24:101,24:101,,0.135
308,24:101,24:101,,0.17
309,24:101,24:101,,0.319
310,24:101,24:101,,0.135
311,24:101,24:101,,0.145
312,24:101,24:101,,0.138
313,24:101,24:101,,0.135
314,24:101,24:101,,0.135
315,24:101,24:101,,0.145
316,24:101,24:101,,0.171
317,24:101,24:101,,0.135
318,24:101,24:101,,0.135
319,24:101,24:101,,0.135
320,24:101,24:101,,0.135
321,24:101,24:101,,0.145
322,24:101,33:110,+,0.231
323,24:101,20:97,+,0.385
324,24:101,24:101,,0.138
325,24:101,24:101,,0.145
326,24:101,20:97,+,0.273
327,24:101,24:101,,0.135
328,24:101,24:101,,0.138
329,24:101,24:101,,0.135
330,24:101,24:101,,0.135
331,24:101,24:101,,0.138
332,24:101,24:101,,0.149
333,24:101,20:97,+,0.286
334,24:101,24:101,,0.135
335,24:101,24:101,,0.135
336,24:101,24:101,,0.135
337,24:101,24:101,,0.368
338,24:101,24:101,,0.138
339,24:101,24:101,,0.149
340,24:101,24:101,,0.135
341,24:101,24:101,,0.149
342,24:101,24:101,,0.17
343,24:101,24:101,,0.138
344,24:101,34:111,+,0.322
345,24:101,20:97,+,0.159
346,24:101,5:44,+,0.252
347,24:101,24:101,,0.149
348,24:101,24:101,,0.135
349,24:101,24:101,,0.138
350,24:101,24:101,,0.145
351,24:101,24:101,,0.145
352,24:101,24:101,,0.138
353,24:101,24:101,,0.135
354,24:101,24:101,,0.166
355,24:101,24:101,,0.145
356,24:101,24:101,,0.149
357,24:101,24:101,,0.135
358,24:101,24:101,,0.167
