inst#,actual,predicted,error,prediction
1,20:100,34:114,+,0.285
2,20:100,21:101,+,0.134
3,20:100,21:101,+,0.132
4,20:100,21:101,+,0.134
5,20:100,21:101,+,0.134
6,20:100,21:101,+,0.134
7,20:100,21:101,+,0.134
8,20:100,21:101,+,0.134
9,20:100,21:101,+,0.134
10,20:100,21:101,+,0.134
11,20:100,21:101,+,0.134
12,20:100,21:101,+,0.177
13,20:100,21:101,+,0.134
14,20:100,21:101,+,0.134
15,20:100,17:97,+,0.262
16,20:100,21:101,+,0.134
17,20:100,21:101,+,0.134
18,20:100,21:101,+,0.134
19,20:100,21:101,+,0.134
20,20:100,21:101,+,0.134
21,20:100,21:101,+,0.134
22,20:100,21:101,+,0.134
23,20:100,21:101,+,0.134
24,20:100,31:111,+,0.167
25,20:100,21:101,+,0.134
26,20:100,21:101,+,0.132
27,28:108,21:101,+,0.134
28,28:108,21:101,+,0.134
29,28:108,17:97,+,0.262
30,28:108,21:101,+,0.134
31,28:108,21:101,+,0.134
32,28:108,21:101,+,0.134
33,28:108,21:101,+,0.134
34,28:108,21:101,+,0.134
35,28:108,21:101,+,0.134
36,28:108,21:101,+,0.132
37,28:108,21:101,+,0.134
38,28:108,21:101,+,0.134
39,28:108,21:101,+,0.134
40,28:108,21:101,+,0.134
41,28:108,21:101,+,0.134
42,28:108,21:101,+,0.134
43,28:108,21:101,+,0.134
44,28:108,21:101,+,0.134
45,28:108,21:101,+,0.134
46,28:108,21:101,+,0.134
47,28:108,21:101,+,0.134
48,28:108,21:101,+,0.134
49,28:108,21:101,+,0.134
50,28:108,9:51,+,0.208
51,28:108,21:101,+,0.134
52,28:108,21:101,+,0.134
53,28:108,21:101,+,0.132
54,28:108,21:101,+,0.134
55,28:108,21:101,+,0.134
56,28:108,21:101,+,0.132
57,28:108,21:101,+,0.177
58,28:108,21:101,+,0.134
59,28:108,21:101,+,0.134
60,21:101,21:101,,0.134
61,21:101,21:101,,0.134
62,21:101,21:101,,0.132
63,21:101,21:101,,0.132
64,21:101,21:101,,0.134
65,21:101,34:114,+,0.285
66,21:101,21:101,,0.134
67,21:101,21:101,,0.132
68,21:101,21:101,,0.132
69,21:101,21:101,,0.132
70,21:101,21:101,,0.134
71,21:101,21:101,,0.134
72,21:101,21:101,,0.134
73,21:101,21:101,,0.132
74,21:101,21:101,,0.134
75,21:101,21:101,,0.134
76,21:101,21:101,,0.132
77,21:101,21:101,,0.14
78,21:101,21:101,,0.134
79,21:101,21:101,,0.134
80,21:101,21:101,,0.132
81,21:101,21:101,,0.134
82,21:101,21:101,,0.132
83,21:101,31:111,+,0.236
84,21:101,21:101,,0.134
85,21:101,31:111,+,0.167
86,21:101,21:101,,0.134
87,21:101,21:101,,0.134
88,21:101,21:101,,0.132
89,21:101,21:101,,0.134
90,21:101,21:101,,0.132
91,21:101,21:101,,0.176
92,21:101,21:101,,0.132
93,21:101,21:101,,0.134
94,21:101,21:101,,0.132
95,21:101,21:101,,0.132
96,21:101,21:101,,0.134
97,21:101,21:101,,0.177
98,21:101,21:101,,0.134
99,21:101,21:101,,0.134
100,21:101,21:101,,0.134
101,21:101,21:101,,0.134
102,21:101,21:101,,0.134
103,21:101,21:101,,0.134
104,21:101,21:101,,0.134
105,21:101,21:101,,0.134
106,21:101,21:101,,0.134
107,21:101,21:101,,0.134
108,21:101,34:114,+,0.174
109,21:101,21:101,,0.176
110,21:101,21:101,,0.132
111,21:101,21:101,,0.176
112,21:101,21:101,,0.134
113,21:101,21:101,,0.132
114,21:101,21:101,,0.134
115,21:101,21:101,,0.132
116,21:101,21:101,,0.134
117,21:101,21:101,,0.177
118,21:101,21:101,,0.134
119,21:101,21:101,,0.132
120,21:101,21:101,,0.132
121,21:101,31:111,+,0.167
122,21:101,21:101,,0.134
123,21:101,21:101,,0.132
124,21:101,21:101,,0.134
125,21:101,21:101,,0.134
126,21:101,21:101,,0.134
127,21:101,21:101,,0.134
128,21:101,21:101,,0.134
129,21:101,21:101,,0.132
130,21:101,21:101,,0.134
131,21:101,21:101,,0.177
132,21:101,21:101,,0.134
133,21:101,21:101,,0.134
134,21:101,21:101,,0.134
135,1:8,21:101,+,0.134
136,1:8,21:101,+,0.132
137,1:8,21:101,+,0.134
138,1:8,21:101,+,0.134
139,1:8,21:101,+,0.177
140,1:8,21:101,+,0.134
141,1:8,21:101,+,0.134
142,1:8,21:101,+,0.134
143,1:8,21:101,+,0.132
144,1:8,21:101,+,0.132
145,1:8,21:101,+,0.134
146,1:8,21:101,+,0.134
147,1:8,21:101,+,0.132
148,1:8,21:101,+,0.134
149,1:8,21:101,+,0.134
150,1:8,21:101,+,0.134
151,1:8,21:101,+,0.176
152,1:8,21:101,+,0.134
153,1:8,21:101,+,0.134
154,1:8,21:101,+,0.134
155,9:51,13:55,+,0.49
156,9:51,14:56,+,0.312
157,9:51,6:48,+,0.5
158,9:51,9:51,,0.208
159,9:51,8:50,+,0.465
160,9:51,21:101,+,0.134
161,9:51,7:49,+,0.467
162,29:109,21:101,+,0.176
163,29:109,21:101,+,0.134
164,29:109,21:101,+,0.134
165,29:109,18:98,+,0.429
166,29:109,21:101,+,0.134
167,29:109,41:121,+,0.548
168,29:109,21:101,+,0.134
