inst#,actual,predicted,error,prediction
1,26:111,16:101,+,0.151
2,26:111,16:101,+,0.151
3,26:111,16:101,+,0.151
4,26:111,16:101,+,0.151
5,26:111,16:101,+,0.151
6,26:111,16:101,+,0.151
7,26:111,16:101,+,0.151
8,26:111,16:101,+,0.151
9,26:111,16:101,+,0.151
10,26:111,16:101,+,0.151
11,26:111,16:101,+,0.151
12,26:111,16:101,+,0.151
13,26:111,16:101,+,0.151
14,26:111,16:101,+,0.151
15,26:111,16:101,+,0.151
16,15:100,16:101,+,0.151
17,15:100,16:101,+,0.151
18,15:100,16:101,+,0.151
19,15:100,16:101,+,0.151
20,15:100,16:101,+,0.151
21,15:100,16:101,+,0.151
22,15:100,16:101,+,0.151
23,15:100,16:101,+,0.151
24,15:100,16:101,+,0.151
25,16:101,16:101,,0.151
26,16:101,16:101,,0.151
27,16:101,16:101,,0.151
28,16:101,16:101,,0.151
29,16:101,16:101,,0.151
30,16:101,16:101,,0.151
31,16:101,16:101,,0.151
32,16:101,16:101,,0.151
33,16:101,16:101,,0.151
34,16:101,16:101,,0.151
35,16:101,16:101,,0.151
36,16:101,16:101,,0.151
37,16:101,16:101,,0.151
38,16:101,16:101,,0.151
39,16:101,16:101,,0.151
40,16:101,16:101,,0.151
41,16:101,16:101,,0.151
42,16:101,16:101,,0.151
43,16:101,16:101,,0.151
44,16:101,16:101,,0.151
45,16:101,16:101,,0.151
46,16:101,16:101,,0.151
47,16:101,16:101,,0.151
48,16:101,16:101,,0.151
49,16:101,16:101,,0.151
50,29:114,16:101,+,0.151
51,29:114,16:101,+,0.151
52,29:114,16:101,+,0.151
53,29:114,16:101,+,0.151
54,29:114,16:101,+,0.151
55,29:114,16:101,+,0.151
56,29:114,16:101,+,0.151
57,29:114,16:101,+,0.286
58,29:114,16:101,+,0.151
59,29:114,16:101,+,0.151
60,23:108,16:101,+,0.151
61,23:108,16:101,+,0.151
62,23:108,16:101,+,0.151
63,23:108,16:101,+,0.151
64,23:108,16:101,+,0.151
65,23:108,16:101,+,0.151
66,23:108,16:101,+,0.151
67,23:108,16:101,+,0.151
68,23:108,16:101,+,0.151
69,23:108,16:101,+,0.151
70,25:110,16:101,+,0.151
71,25:110,16:101,+,0.151
72,25:110,16:101,+,0.151
73,25:110,16:101,+,0.151
74,25:110,16:101,+,0.151
75,25:110,16:101,+,0.151
76,25:110,16:101,+,0.151
77,25:110,16:101,+,0.151
78,33:118,16:101,+,0.151
79,33:118,16:101,+,0.151
80,30:115,16:101,+,0.151
81,30:115,16:101,+,0.151
82,30:115,16:101,+,0.151
83,30:115,16:101,+,0.151
84,30:115,16:101,+,0.151
85,30:115,16:101,+,0.151
86,30:115,16:101,+,0.151
87,30:115,16:101,+,0.151
88,30:115,16:101,+,0.151
89,30:115,16:101,+,0.151
90,30:115,16:101,+,0.151
91,30:115,16:101,+,0.151
92,30:115,16:101,+,0.151
93,12:97,16:101,+,0.151
94,12:97,16:101,+,0.151
95,12:97,16:101,+,0.151
96,12:97,1:8,+,0.5
97,12:97,16:101,+,0.151
98,12:97,16:101,+,0.151
99,12:97,16:101,+,0.151
100,12:97,16:101,+,0.151
101,12:97,16:101,+,0.151
102,12:97,16:101,+,0.151
103,12:97,16:101,+,0.151
104,12:97,16:101,+,0.151
105,12:97,16:101,+,0.151
106,12:97,16:101,+,0.151
107,12:97,16:101,+,0.151
108,12:97,16:101,+,0.151
109,12:97,16:101,+,0.151
110,12:97,16:101,+,0.151
111,17:102,16:101,+,0.151
112,36:121,16:101,+,0.151
113,36:121,16:101,+,0.151
114,36:121,4:44,+,0.385
115,32:117,16:101,+,0.151
116,32:117,16:101,+,0.151
117,32:117,16:101,+,0.151
118,32:117,16:101,+,0.151
119,32:117,16:101,+,0.151
120,20:105,16:101,+,0.151
121,20:105,16:101,+,0.151
122,20:105,16:101,+,0.151
123,20:105,16:101,+,0.151
124,20:105,16:101,+,0.151
125,20:105,16:101,+,0.151
126,20:105,16:101,+,0.151
127,20:105,16:101,+,0.151
128,14:99,16:101,+,0.151
129,14:99,16:101,+,0.151
130,14:99,16:101,+,0.151
131,14:99,16:101,+,0.151
132,14:99,16:101,+,0.151
133,14:99,16:101,+,0.151
134,31:116,16:101,+,0.151
135,31:116,16:101,+,0.151
136,31:116,16:101,+,0.151
137,31:116,16:101,+,0.151
138,31:116,16:101,+,0.151
139,31:116,16:101,+,0.151
140,31:116,16:101,+,0.151
141,31:116,16:101,+,0.151
142,24:109,16:101,+,0.151
143,24:109,16:101,+,0.151
144,24:109,16:101,+,0.151
145,24:109,16:101,+,0.151
146,24:109,16:101,+,0.151
147,4:44,16:101,+,0.151
148,4:44,5:45,+,0.231
