inst#,actual,predicted,error,prediction
1,45:241,21:101,+,0.149
2,41:121,21:101,+,0.149
3,41:121,21:101,+,0.147
4,41:121,21:101,+,0.149
5,41:121,21:101,+,0.149
6,41:121,21:101,+,0.149
7,41:121,21:101,+,0.149
8,41:121,21:101,+,0.149
9,1:8,21:101,+,0.149
10,1:8,21:101,+,0.149
11,1:8,21:101,+,0.355
12,1:8,21:101,+,0.149
13,1:8,17:97,+,0.249
14,1:8,17:97,+,0.149
15,1:8,21:101,+,0.149
16,1:8,1:8,,0.336
17,1:8,21:101,+,0.149
18,1:8,21:101,+,0.149
19,1:8,21:101,+,0.149
20,1:8,21:101,+,0.147
21,1:8,21:101,+,0.149
22,1:8,21:101,+,0.149
23,1:8,17:97,+,0.149
24,1:8,21:101,+,0.149
25,1:8,21:101,+,0.149
26,1:8,21:101,+,0.149
27,1:8,21:101,+,0.149
28,37:117,17:97,+,0.149
29,37:117,21:101,+,0.149
30,37:117,21:101,+,0.149
31,37:117,21:101,+,0.149
32,37:117,21:101,+,0.149
33,37:117,21:101,+,0.149
34,37:117,21:101,+,0.149
35,37:117,21:101,+,0.149
36,37:117,21:101,+,0.149
37,37:117,21:101,+,0.149
38,37:117,21:101,+,0.149
39,37:117,21:101,+,0.149
40,37:117,21:101,+,0.149
41,37:117,21:101,+,0.149
42,42:122,17:97,+,0.149
43,42:122,21:101,+,0.149
44,42:122,21:101,+,0.149
45,36:116,21:101,+,0.149
46,36:116,21:101,+,0.149
47,36:116,21:101,+,0.149
48,36:116,21:101,+,0.149
49,36:116,21:101,+,0.149
50,36:116,21:101,+,0.149
51,36:116,21:101,+,0.149
52,36:116,21:101,+,0.149
53,36:116,21:101,+,0.149
54,36:116,21:101,+,0.149
55,36:116,21:101,+,0.149
56,36:116,21:101,+,0.149
57,36:116,21:101,+,0.149
58,36:116,21:101,+,0.149
59,36:116,21:101,+,0.149
60,36:116,21:101,+,0.149
61,36:116,21:101,+,0.355
62,36:116,21:101,+,0.149
63,36:116,21:101,+,0.149
64,36:116,17:97,+,0.249
65,36:116,21:101,+,0.149
66,36:116,21:101,+,0.149
67,4:44,21:101,+,0.149
68,4:44,21:101,+,0.149
69,4:44,21:101,+,0.149
70,4:44,21:101,+,0.149
71,4:44,21:101,+,0.149
72,4:44,21:101,+,0.149
73,4:44,21:101,+,0.149
74,4:44,21:101,+,0.149
75,28:108,21:101,+,0.149
76,28:108,21:101,+,0.149
77,28:108,21:101,+,0.149
78,28:108,21:101,+,0.149
79,28:108,21:101,+,0.149
80,28:108,21:101,+,0.149
81,28:108,21:101,+,0.149
82,28:108,21:101,+,0.149
83,28:108,21:101,+,0.149
84,28:108,17:97,+,0.149
85,28:108,21:101,+,0.149
86,28:108,21:101,+,0.149
87,28:108,21:101,+,0.147
88,28:108,21:101,+,0.149
89,28:108,17:97,+,0.149
90,28:108,21:101,+,0.149
91,28:108,21:101,+,0.147
92,28:108,21:101,+,0.149
93,28:108,30:110,+,0.5
94,28:108,21:101,+,0.149
95,28:108,21:101,+,0.149
96,28:108,21:101,+,0.149
97,28:108,21:101,+,0.149
98,28:108,21:101,+,0.149
99,28:108,21:101,+,0.149
100,28:108,21:101,+,0.149
101,28:108,21:101,+,0.149
102,26:106,21:101,+,0.149
103,17:97,21:101,+,0.149
104,17:97,21:101,+,0.149
105,17:97,21:101,+,0.149
106,17:97,21:101,+,0.149
107,17:97,21:101,+,0.149
108,17:97,21:101,+,0.149
109,17:97,21:101,+,0.149
110,17:97,17:97,,0.149
111,17:97,21:101,+,0.149
112,17:97,21:101,+,0.149
113,17:97,21:101,+,0.149
114,17:97,21:101,+,0.149
115,17:97,21:101,+,0.149
116,17:97,21:101,+,0.145
117,17:97,21:101,+,0.149
118,17:97,21:101,+,0.149
119,17:97,21:101,+,0.149
120,17:97,21:101,+,0.149
121,17:97,21:101,+,0.149
122,17:97,21:101,+,0.149
123,17:97,21:101,+,0.149
124,17:97,21:101,+,0.149
125,17:97,21:101,+,0.149
126,17:97,21:101,+,0.149
127,17:97,21:101,+,0.149
128,17:97,21:101,+,0.149
129,17:97,21:101,+,0.149
130,17:97,21:101,+,0.149
131,17:97,21:101,+,0.149
132,17:97,21:101,+,0.149
133,17:97,21:101,+,0.149
134,17:97,21:101,+,0.149
135,17:97,21:101,+,0.149
136,17:97,21:101,+,0.149
137,17:97,21:101,+,0.149
138,17:97,21:101,+,0.149
