inst#,actual,predicted,error,prediction
1,34:111,24:101,+,0.141
2,34:111,24:101,+,0.141
3,34:111,24:101,+,0.141
4,34:111,24:101,+,0.141
5,34:111,24:101,+,0.141
6,34:111,24:101,+,0.141
7,34:111,24:101,+,0.141
8,34:111,24:101,+,0.141
9,34:111,24:101,+,0.141
10,34:111,24:101,+,0.141
11,34:111,24:101,+,0.141
12,34:111,20:97,+,0.292
13,34:111,24:101,+,0.141
14,34:111,24:101,+,0.141
15,34:111,24:101,+,0.141
16,34:111,24:101,+,0.141
17,34:111,24:101,+,0.141
18,34:111,24:101,+,0.141
19,34:111,24:101,+,0.141
20,34:111,24:101,+,0.141
21,34:111,24:101,+,0.141
22,34:111,24:101,+,0.141
23,34:111,24:101,+,0.141
24,34:111,24:101,+,0.141
25,34:111,24:101,+,0.141
26,34:111,24:101,+,0.141
27,34:111,24:101,+,0.141
28,34:111,24:101,+,0.181
29,34:111,24:101,+,0.141
30,34:111,24:101,+,0.141
31,34:111,24:101,+,0.141
32,34:111,24:101,+,0.141
33,34:111,24:101,+,0.141
34,34:111,24:101,+,0.141
35,34:111,24:101,+,0.141
36,34:111,24:101,+,0.141
37,34:111,24:101,+,0.141
38,34:111,24:101,+,0.141
39,34:111,24:101,+,0.141
40,34:111,24:101,+,0.141
41,34:111,24:101,+,0.141
42,34:111,24:101,+,0.141
43,34:111,24:101,+,0.141
44,34:111,24:101,+,0.141
45,34:111,24:101,+,0.141
46,34:111,24:101,+,0.141
47,34:111,24:101,+,0.141
48,34:111,24:101,+,0.141
49,34:111,24:101,+,0.141
50,34:111,24:101,+,0.141
51,34:111,24:101,+,0.141
52,34:111,24:101,+,0.141
53,34:111,24:101,+,0.141
54,34:111,24:101,+,0.141
55,34:111,24:101,+,0.141
56,34:111,24:101,+,0.141
57,34:111,24:101,+,0.141
58,34:111,24:101,+,0.141
59,34:111,24:101,+,0.141
60,34:111,24:101,+,0.141
61,34:111,24:101,+,0.141
62,34:111,24:101,+,0.141
63,34:111,24:101,+,0.141
64,34:111,24:101,+,0.141
65,34:111,24:101,+,0.141
66,34:111,24:101,+,0.141
67,34:111,24:101,+,0.141
68,34:111,24:101,+,0.141
69,34:111,24:101,+,0.141
70,34:111,24:101,+,0.141
71,34:111,24:101,+,0.141
72,34:111,24:101,+,0.141
73,24:101,24:101,,0.141
74,24:101,24:101,,0.141
75,24:101,24:101,,0.141
76,24:101,24:101,,0.297
77,24:101,24:101,,0.141
78,24:101,24:101,,0.141
79,24:101,24:101,,0.297
80,24:101,24:101,,0.141
81,24:101,24:101,,0.141
