inst#,actual,predicted,error,prediction
1,11:51,12:52,+,0.231
2,11:51,16:56,+,0.169
3,11:51,24:101,+,0.108
4,11:51,11:51,,0.154
5,11:51,9:49,+,0.231
6,11:51,24:101,+,0.108
7,11:51,20:97,+,0.092
8,11:51,8:48,+,0.092
9,11:51,15:55,+,0.138
10,11:51,9:49,+,0.138
11,11:51,24:101,+,0.123
12,11:51,12:52,+,0.2
13,11:51,16:56,+,0.138
14,11:51,10:50,+,0.154
15,11:51,10:50,+,0.215
16,11:51,24:101,+,0.169
17,11:51,9:49,+,0.185
18,11:51,10:50,+,0.169
19,11:51,10:50,+,0.246
20,11:51,10:50,+,0.092
21,11:51,12:52,+,0.123
22,11:51,12:52,+,0.123
23,11:51,10:50,+,0.123
24,11:51,10:50,+,0.2
25,11:51,12:52,+,0.138
26,23:100,34:111,+,0.185
27,23:100,24:101,+,0.154
28,23:100,24:101,+,0.2
29,23:100,23:100,,0.138
30,23:100,24:101,+,0.108
31,23:100,38:115,+,0.092
32,23:100,31:108,+,0.169
33,23:100,24:101,+,0.123
34,23:100,24:101,+,0.2
35,23:100,24:101,+,0.138
36,23:100,24:101,+,0.154
37,23:100,24:101,+,0.215
38,23:100,24:101,+,0.2
39,23:100,24:101,+,0.215
40,23:100,34:111,+,0.108
41,23:100,24:101,+,0.185
42,23:100,48:186,+,0.185
43,23:100,8:48,+,0.108
44,23:100,20:97,+,0.077
45,23:100,24:101,+,0.185
46,23:100,24:101,+,0.2
47,23:100,24:101,+,0.2
48,23:100,24:101,+,0.215
49,23:100,24:101,+,0.215
50,23:100,20:97,+,0.169
51,23:100,24:101,+,0.308
52,23:100,15:55,+,0.169
53,23:100,20:97,+,0.138
54,23:100,24:101,+,0.123
55,23:100,24:101,+,0.123
56,23:100,20:97,+,0.169
57,23:100,34:111,+,0.215
58,23:100,24:101,+,0.185
59,23:100,24:101,+,0.138
60,23:100,24:101,+,0.138
61,23:100,41:118,+,0.154
62,23:100,20:97,+,0.138
63,23:100,20:97,+,0.185
64,23:100,34:111,+,0.123
65,23:100,24:101,+,0.246
66,23:100,20:97,+,0.154
67,23:100,24:101,+,0.215
68,23:100,6:45,+,0.108
69,23:100,24:101,+,0.108
70,23:100,24:101,+,0.138
71,23:100,23:100,,0.138
72,23:100,45:122,+,0.123
73,23:100,24:101,+,0.138
74,23:100,24:101,+,0.169
75,23:100,20:97,+,0.138
76,23:100,24:101,+,0.2
77,23:100,23:100,,0.154
78,23:100,24:101,+,0.154
79,23:100,1:8,+,0.138
80,23:100,25:102,+,0.185
81,23:100,34:111,+,0.138
82,23:100,38:115,+,0.138
83,23:100,20:97,+,0.169
84,23:100,24:101,+,0.2
85,23:100,1:8,+,0.138
86,23:100,45:122,+,0.123
87,23:100,24:101,+,0.154
88,23:100,20:97,+,0.138
89,23:100,24:101,+,0.154
90,23:100,40:117,+,0.123
91,23:100,20:97,+,0.154
92,23:100,24:101,+,0.292
93,23:100,20:97,+,0.154
94,23:100,24:101,+,0.138
95,23:100,24:101,+,0.154
96,23:100,24:101,+,0.2
97,23:100,24:101,+,0.138
98,23:100,23:100,,0.185
99,23:100,24:101,+,0.215
100,23:100,24:101,+,0.169
101,23:100,23:100,,0.231
102,23:100,20:97,+,0.123
103,23:100,24:101,+,0.231
104,23:100,24:101,+,0.262
105,23:100,20:97,+,0.138
106,23:100,23:100,,0.292
107,23:100,20:97,+,0.231
108,23:100,20:97,+,0.185
109,23:100,24:101,+,0.277
110,23:100,31:108,+,0.123
111,23:100,24:101,+,0.185
112,23:100,24:101,+,0.2
113,23:100,23:100,,0.231
114,23:100,24:101,+,0.138
115,23:100,24:101,+,0.138
116,23:100,24:101,+,0.154
117,23:100,28:105,+,0.108
118,35:112,8:48,+,0.092
119,35:112,20:97,+,0.138
120,35:112,31:108,+,0.138
121,35:112,34:111,+,0.108
122,35:112,20:97,+,0.154
123,35:112,24:101,+,0.323
124,35:112,24:101,+,0.185
125,35:112,7:46,+,0.092
126,35:112,49:231,+,0.154
127,35:112,24:101,+,0.169
128,35:112,34:111,+,0.215
129,35:112,20:97,+,0.077
130,35:112,27:104,+,0.138
131,35:112,34:111,+,0.154
132,35:112,5:44,+,0.123
133,35:112,20:97,+,0.092
134,35:112,20:97,+,0.123
135,35:112,5:44,+,0.077
136,35:112,35:112,,0.169
137,35:112,24:101,+,0.185
138,35:112,33:110,+,0.108
139,35:112,24:101,+,0.123
140,35:112,23:100,+,0.154
141,35:112,34:111,+,0.138
142,35:112,24:101,+,0.108
143,35:112,29:106,+,0.123
144,35:112,20:97,+,0.169
145,35:112,24:101,+,0.138
146,35:112,43:120,+,0.108
147,35:112,20:97,+,0.169
148,35:112,34:111,+,0.108
149,35:112,20:97,+,0.108
150,35:112,34:111,+,0.123
151,35:112,30:107,+,0.108
152,35:112,24:101,+,0.108
153,35:112,24:101,+,0.154
154,35:112,34:111,+,0.138
155,35:112,48:186,+,0.138
156,35:112,31:108,+,0.169
157,35:112,20:97,+,0.138
158,35:112,24:101,+,0.138
159,35:112,20:97,+,0.154
