inst#,actual,predicted,error,prediction
1,38:115,24:101,+,0.169
2,38:115,24:101,+,0.2
3,38:115,24:101,+,0.169
4,38:115,24:101,+,0.138
5,38:115,24:101,+,0.154
6,38:115,24:101,+,0.123
7,38:115,20:97,+,0.185
8,38:115,24:101,+,0.138
9,38:115,24:101,+,0.092
10,38:115,24:101,+,0.231
11,38:115,20:97,+,0.169
12,38:115,24:101,+,0.185
13,38:115,37:114,+,0.108
14,38:115,24:101,+,0.138
15,38:115,24:101,+,0.323
16,38:115,24:101,+,0.154
17,38:115,24:101,+,0.154
18,38:115,24:101,+,0.262
19,38:115,24:101,+,0.185
20,38:115,24:101,+,0.138
21,38:115,34:111,+,0.154
22,38:115,24:101,+,0.169
23,38:115,3:39,+,0.123
24,38:115,20:97,+,0.123
25,38:115,24:101,+,0.2
26,38:115,24:101,+,0.169
27,38:115,24:101,+,0.123
28,38:115,34:111,+,0.169
29,38:115,38:115,,0.138
30,38:115,24:101,+,0.169
31,38:115,24:101,+,0.185
32,38:115,39:116,+,0.123
33,38:115,20:97,+,0.154
34,38:115,34:111,+,0.154
35,38:115,24:101,+,0.185
36,38:115,20:97,+,0.092
37,38:115,7:46,+,0.092
38,38:115,24:101,+,0.108
39,38:115,20:97,+,0.123
40,38:115,24:101,+,0.185
41,38:115,24:101,+,0.2
42,38:115,24:101,+,0.123
43,38:115,24:101,+,0.185
44,38:115,24:101,+,0.2
45,38:115,24:101,+,0.308
46,38:115,20:97,+,0.185
47,38:115,24:101,+,0.154
48,38:115,20:97,+,0.2
49,38:115,24:101,+,0.246
50,38:115,24:101,+,0.185
51,38:115,20:97,+,0.323
52,38:115,38:115,,0.169
53,38:115,24:101,+,0.2
54,38:115,24:101,+,0.246
55,38:115,46:161,+,0.123
56,38:115,24:101,+,0.185
57,38:115,24:101,+,0.262
58,38:115,20:97,+,0.154
59,38:115,24:101,+,0.169
60,38:115,24:101,+,0.185
61,38:115,24:101,+,0.215
62,38:115,20:97,+,0.138
63,38:115,1:8,+,0.231
64,38:115,20:97,+,0.123
65,38:115,24:101,+,0.185
66,38:115,24:101,+,0.138
67,38:115,20:97,+,0.108
68,38:115,37:114,+,0.123
69,38:115,20:97,+,0.138
70,38:115,24:101,+,0.262
71,38:115,34:111,+,0.2
72,38:115,24:101,+,0.262
73,38:115,24:101,+,0.138
74,38:115,24:101,+,0.185
75,38:115,24:101,+,0.169
76,38:115,24:101,+,0.385
77,38:115,33:110,+,0.138
78,38:115,34:111,+,0.138
79,38:115,24:101,+,0.154
80,38:115,24:101,+,0.138
81,38:115,24:101,+,0.185
82,38:115,24:101,+,0.185
83,19:96,24:101,+,0.231
84,19:96,20:97,+,0.092
85,19:96,19:96,,0.108
86,19:96,4:43,+,0.169
87,19:96,4:43,+,0.154
88,19:96,7:46,+,0.138
89,19:96,19:96,,0.154
90,19:96,4:43,+,0.154
91,19:96,46:161,+,0.123
92,19:96,4:43,+,0.154
93,19:96,19:96,,0.154
94,37:114,24:101,+,0.138
95,37:114,24:101,+,0.154
96,37:114,24:101,+,0.231
97,37:114,24:101,+,0.231
98,37:114,24:101,+,0.154
99,37:114,20:97,+,0.123
100,37:114,7:46,+,0.108
101,37:114,24:101,+,0.138
102,37:114,24:101,+,0.108
103,37:114,24:101,+,0.154
104,37:114,20:97,+,0.169
105,37:114,24:101,+,0.123
106,37:114,18:60,+,0.185
107,37:114,24:101,+,0.185
108,37:114,24:101,+,0.108
109,37:114,18:60,+,0.123
110,37:114,24:101,+,0.185
111,37:114,20:97,+,0.154
112,37:114,20:97,+,0.185
113,37:114,24:101,+,0.231
114,37:114,24:101,+,0.2
115,37:114,24:101,+,0.185
116,37:114,20:97,+,0.138
117,37:114,24:101,+,0.169
118,37:114,34:111,+,0.185
119,37:114,24:101,+,0.185
120,37:114,24:101,+,0.169
121,37:114,20:97,+,0.169
122,37:114,24:101,+,0.231
123,37:114,20:97,+,0.215
124,37:114,34:111,+,0.2
125,37:114,24:101,+,0.246
126,37:114,24:101,+,0.169
127,37:114,24:101,+,0.231
128,37:114,24:101,+,0.246
129,37:114,24:101,+,0.123
130,37:114,24:101,+,0.185
131,37:114,24:101,+,0.323
132,37:114,12:52,+,0.108
133,37:114,24:101,+,0.154
134,37:114,20:97,+,0.138
135,37:114,24:101,+,0.308
136,37:114,24:101,+,0.215
137,37:114,20:97,+,0.185
138,37:114,24:101,+,0.123
139,37:114,3:39,+,0.123
140,37:114,34:111,+,0.154
141,37:114,24:101,+,0.185
142,37:114,24:101,+,0.138
143,37:114,34:111,+,0.154
144,37:114,24:101,+,0.2
145,37:114,24:101,+,0.215
146,37:114,24:101,+,0.185
147,37:114,24:101,+,0.2
148,37:114,24:101,+,0.169
149,37:114,20:97,+,0.169
150,37:114,24:101,+,0.154
151,37:114,24:101,+,0.108
152,37:114,24:101,+,0.169
153,37:114,24:101,+,0.277
154,37:114,24:101,+,0.169
155,37:114,24:101,+,0.308
156,37:114,24:101,+,0.277
157,37:114,20:97,+,0.123
158,37:114,24:101,+,0.231
159,37:114,24:101,+,0.185
160,37:114,24:101,+,0.154
161,37:114,24:101,+,0.231
162,37:114,24:101,+,0.138
163,37:114,24:101,+,0.246
164,31:108,31:108,,0.108
165,31:108,1:8,+,0.215
166,31:108,34:111,+,0.2
167,31:108,24:101,+,0.138
168,31:108,24:101,+,0.169
169,31:108,20:97,+,0.138
170,31:108,34:111,+,0.231
171,31:108,24:101,+,0.215
172,31:108,31:108,,0.154
173,31:108,34:111,+,0.185
174,31:108,34:111,+,0.154
175,31:108,24:101,+,0.262
176,31:108,34:111,+,0.215
177,31:108,24:101,+,0.169
178,31:108,38:115,+,0.092
179,31:108,24:101,+,0.277
180,31:108,20:97,+,0.123
181,31:108,20:97,+,0.108
182,31:108,24:101,+,0.154
183,31:108,34:111,+,0.185
184,31:108,3:39,+,0.108
185,31:108,3:39,+,0.108
186,31:108,24:101,+,0.185
187,31:108,24:101,+,0.185
188,31:108,24:101,+,0.277
189,31:108,34:111,+,0.231
190,31:108,20:97,+,0.138
191,31:108,20:97,+,0.123
192,31:108,24:101,+,0.169
193,31:108,24:101,+,0.2
194,31:108,34:111,+,0.215
195,31:108,24:101,+,0.246
196,31:108,34:111,+,0.138
197,31:108,24:101,+,0.169
198,31:108,24:101,+,0.2
199,31:108,8:48,+,0.123
200,31:108,24:101,+,0.154
201,31:108,24:101,+,0.292
202,31:108,34:111,+,0.154
203,31:108,20:97,+,0.154
204,31:108,24:101,+,0.246
205,31:108,24:101,+,0.154
206,31:108,24:101,+,0.154
207,31:108,24:101,+,0.108
208,31:108,24:101,+,0.138
209,31:108,34:111,+,0.185
210,31:108,3:39,+,0.123
211,31:108,24:101,+,0.185
212,31:108,24:101,+,0.154
213,31:108,31:108,,0.2
214,31:108,46:161,+,0.123
215,31:108,34:111,+,0.185
216,31:108,24:101,+,0.123
217,31:108,20:97,+,0.123
218,31:108,24:101,+,0.123
219,31:108,31:108,,0.169
220,31:108,24:101,+,0.123
221,31:108,24:101,+,0.2
222,31:108,24:101,+,0.2
223,20:97,24:101,+,0.123
224,20:97,34:111,+,0.108
225,20:97,24:101,+,0.292
226,20:97,24:101,+,0.215
227,20:97,24:101,+,0.138
228,20:97,24:101,+,0.262
229,20:97,31:108,+,0.154
230,20:97,34:111,+,0.169
231,20:97,24:101,+,0.138
232,20:97,20:97,,0.169
233,20:97,24:101,+,0.138
234,20:97,24:101,+,0.215
235,20:97,24:101,+,0.169
236,20:97,24:101,+,0.231
237,20:97,20:97,,0.292
238,20:97,24:101,+,0.154
239,20:97,24:101,+,0.246
240,20:97,24:101,+,0.169
241,20:97,24:101,+,0.169
242,20:97,24:101,+,0.138
243,20:97,34:111,+,0.2
244,20:97,24:101,+,0.169
245,20:97,38:115,+,0.169
246,20:97,38:115,+,0.138
247,20:97,24:101,+,0.2
248,20:97,24:101,+,0.231
249,20:97,24:101,+,0.169
250,20:97,24:101,+,0.262
251,20:97,24:101,+,0.169
252,20:97,24:101,+,0.185
253,20:97,24:101,+,0.169
254,20:97,24:101,+,0.154
255,20:97,24:101,+,0.185
256,20:97,34:111,+,0.108
257,20:97,24:101,+,0.185
258,20:97,24:101,+,0.2
259,20:97,20:97,,0.154
260,20:97,24:101,+,0.169
261,20:97,3:39,+,0.092
262,20:97,24:101,+,0.215
263,20:97,24:101,+,0.2
264,20:97,24:101,+,0.138
265,20:97,24:101,+,0.108
266,20:97,24:101,+,0.185
267,20:97,24:101,+,0.154
268,20:97,20:97,,0.108
269,20:97,24:101,+,0.169
270,20:97,24:101,+,0.185
271,20:97,24:101,+,0.154
272,20:97,20:97,,0.138
273,20:97,24:101,+,0.169
274,20:97,24:101,+,0.169
275,20:97,20:97,,0.123
276,20:97,24:101,+,0.138
277,20:97,24:101,+,0.215
278,20:97,24:101,+,0.215
279,20:97,20:97,,0.154
280,20:97,20:97,,0.246
281,20:97,24:101,+,0.154
