inst#,actual,predicted,error,prediction
1,37:114,24:101,+,0.154
2,37:114,24:101,+,0.323
3,37:114,24:101,+,0.215
4,37:114,24:101,+,0.092
5,37:114,24:101,+,0.123
6,37:114,24:101,+,0.215
7,37:114,20:97,+,0.154
8,37:114,20:97,+,0.123
9,37:114,24:101,+,0.185
10,37:114,24:101,+,0.338
11,37:114,24:101,+,0.273
12,37:114,24:101,+,0.138
13,37:114,24:101,+,0.138
14,37:114,24:101,+,0.215
15,37:114,24:101,+,0.231
16,37:114,24:101,+,0.154
17,37:114,20:97,+,0.108
18,37:114,24:101,+,0.2
19,37:114,24:101,+,0.123
20,37:114,24:101,+,0.215
21,37:114,38:115,+,0.154
22,37:114,35:112,+,0.123
23,37:114,24:101,+,0.262
24,37:114,37:114,,0.136
25,37:114,24:101,+,0.215
26,37:114,20:97,+,0.169
27,37:114,24:101,+,0.185
28,37:114,24:101,+,0.154
29,37:114,20:97,+,0.185
30,37:114,38:115,+,0.138
31,37:114,34:111,+,0.138
32,37:114,24:101,+,0.123
33,37:114,20:97,+,0.108
34,37:114,24:101,+,0.215
35,37:114,24:101,+,0.262
36,37:114,24:101,+,0.246
37,37:114,24:101,+,0.246
38,37:114,20:97,+,0.152
39,37:114,24:101,+,0.154
40,37:114,24:101,+,0.379
41,37:114,24:101,+,0.138
42,37:114,20:97,+,0.2
43,37:114,37:114,,0.185
44,37:114,24:101,+,0.138
45,37:114,34:111,+,0.123
46,37:114,24:101,+,0.108
47,37:114,24:101,+,0.2
48,37:114,24:101,+,0.169
49,37:114,24:101,+,0.123
50,37:114,24:101,+,0.215
51,37:114,20:97,+,0.154
52,37:114,24:101,+,0.108
53,37:114,20:97,+,0.154
54,37:114,24:101,+,0.154
55,37:114,24:101,+,0.277
56,37:114,20:97,+,0.138
57,37:114,24:101,+,0.169
58,37:114,24:101,+,0.2
59,37:114,24:101,+,0.292
60,37:114,33:110,+,0.108
61,37:114,24:101,+,0.185
62,37:114,24:101,+,0.323
63,37:114,24:101,+,0.385
64,37:114,20:97,+,0.123
65,37:114,24:101,+,0.169
66,37:114,34:111,+,0.154
67,37:114,34:111,+,0.185
68,37:114,24:101,+,0.185
69,37:114,24:101,+,0.154
70,37:114,31:108,+,0.138
71,37:114,24:101,+,0.136
72,37:114,24:101,+,0.231
73,37:114,20:97,+,0.138
74,37:114,34:111,+,0.138
75,37:114,28:105,+,0.123
76,37:114,24:101,+,0.273
