inst#,actual,predicted,error,prediction
1,39:116,24:101,+,0.231
2,39:116,20:97,+,0.215
3,39:116,24:101,+,0.123
4,39:116,21:98,+,0.108
5,39:116,24:101,+,0.154
6,39:116,24:101,+,0.2
7,39:116,24:101,+,0.182
8,39:116,24:101,+,0.138
9,39:116,20:97,+,0.123
10,39:116,20:97,+,0.123
11,39:116,24:101,+,0.154
12,39:116,24:101,+,0.215
13,39:116,24:101,+,0.154
14,39:116,20:97,+,0.138
15,39:116,24:101,+,0.2
16,39:116,24:101,+,0.138
17,39:116,24:101,+,0.108
18,39:116,20:97,+,0.154
19,39:116,34:111,+,0.108
20,39:116,24:101,+,0.277
21,39:116,24:101,+,0.169
22,39:116,34:111,+,0.154
23,39:116,24:101,+,0.154
24,39:116,24:101,+,0.154
25,39:116,37:114,+,0.138
26,39:116,24:101,+,0.154
27,39:116,24:101,+,0.2
28,39:116,24:101,+,0.2
29,39:116,20:97,+,0.138
30,39:116,24:101,+,0.138
31,39:116,24:101,+,0.2
32,39:116,20:97,+,0.185
33,39:116,33:110,+,0.154
34,39:116,31:108,+,0.123
35,39:116,24:101,+,0.231
36,39:116,24:101,+,0.138
37,39:116,24:101,+,0.108
38,39:116,39:116,,0.169
39,39:116,24:101,+,0.154
40,39:116,20:97,+,0.123
41,39:116,24:101,+,0.138
42,39:116,34:111,+,0.138
43,39:116,20:97,+,0.123
44,39:116,37:114,+,0.108
45,39:116,24:101,+,0.185
46,39:116,24:101,+,0.185
47,39:116,24:101,+,0.154
48,39:116,37:114,+,0.123
49,39:116,34:111,+,0.169
50,39:116,24:101,+,0.154
51,39:116,24:101,+,0.123
52,39:116,5:44,+,0.108
53,39:116,1:8,+,0.185
54,39:116,20:97,+,0.138
55,39:116,20:97,+,0.185
56,39:116,24:101,+,0.123
57,39:116,24:101,+,0.169
58,39:116,20:97,+,0.123
59,39:116,1:8,+,0.262
60,39:116,34:111,+,0.169
61,39:116,24:101,+,0.169
62,39:116,24:101,+,0.123
63,39:116,24:101,+,0.185
64,39:116,24:101,+,0.2
65,39:116,24:101,+,0.185
66,39:116,24:101,+,0.2
67,39:116,20:97,+,0.246
68,39:116,24:101,+,0.215
69,39:116,24:101,+,0.138
70,39:116,24:101,+,0.185
71,39:116,39:116,,0.169
72,39:116,33:110,+,0.092
73,39:116,24:101,+,0.215
74,39:116,24:101,+,0.169
75,39:116,20:97,+,0.2
76,39:116,24:101,+,0.138
77,39:116,24:101,+,0.185
78,39:116,24:101,+,0.108
79,39:116,24:101,+,0.262
80,39:116,24:101,+,0.2
81,39:116,37:114,+,0.108
82,39:116,20:97,+,0.123
83,39:116,20:97,+,0.185
84,39:116,20:97,+,0.185
85,39:116,38:115,+,0.154
86,39:116,24:101,+,0.215
87,39:116,24:101,+,0.138
88,39:116,20:97,+,0.169
89,39:116,20:97,+,0.108
90,39:116,24:101,+,0.231
91,39:116,24:101,+,0.169
