inst#,actual,predicted,error,prediction
1,13:53,33:110,+,0.154
2,13:53,15:55,+,0.138
3,13:53,13:53,,0.123
4,13:53,15:55,+,0.169
5,13:53,14:54,+,0.138
6,13:53,16:56,+,0.138
7,13:53,12:52,+,0.123
8,13:53,12:52,+,0.154
9,13:53,11:51,+,0.077
10,13:53,13:53,,0.077
11,13:53,28:105,+,0.092
12,13:53,9:49,+,0.154
13,13:53,13:53,,0.154
14,13:53,15:55,+,0.154
15,13:53,15:55,+,0.138
16,13:53,16:56,+,0.154
17,13:53,10:50,+,0.123
18,13:53,12:52,+,0.154
19,13:53,15:55,+,0.138
20,13:53,14:54,+,0.077
21,13:53,33:110,+,0.138
22,13:53,14:54,+,0.154
23,13:53,41:118,+,0.108
24,13:53,11:51,+,0.169
25,13:53,13:53,,0.092
26,13:53,11:51,+,0.138
27,13:53,12:52,+,0.169
28,13:53,12:52,+,0.138
29,13:53,33:110,+,0.169
30,13:53,12:52,+,0.092
31,13:53,11:51,+,0.138
32,13:53,21:98,+,0.154
33,13:53,36:113,+,0.154
34,13:53,14:54,+,0.138
35,13:53,11:51,+,0.2
36,13:53,24:101,+,0.108
37,13:53,13:53,,0.092
38,13:53,17:57,+,0.185
39,13:53,10:50,+,0.185
40,13:53,1:8,+,0.092
41,13:53,16:56,+,0.169
42,13:53,15:55,+,0.123
43,13:53,13:53,,0.138
44,13:53,11:51,+,0.185
45,13:53,13:53,,0.123
46,13:53,4:43,+,0.092
47,39:116,20:97,+,0.169
48,39:116,24:101,+,0.123
49,39:116,20:97,+,0.185
50,39:116,20:97,+,0.185
51,39:116,34:111,+,0.123
52,39:116,24:101,+,0.185
53,39:116,24:101,+,0.169
54,39:116,24:101,+,0.138
55,39:116,24:101,+,0.154
56,39:116,39:116,,0.123
57,39:116,24:101,+,0.169
58,39:116,20:97,+,0.123
59,39:116,20:97,+,0.123
60,39:116,24:101,+,0.169
61,39:116,24:101,+,0.354
62,39:116,24:101,+,0.292
63,39:116,24:101,+,0.308
64,39:116,24:101,+,0.138
65,39:116,24:101,+,0.2
66,39:116,20:97,+,0.185
67,39:116,24:101,+,0.2
68,39:116,35:112,+,0.108
69,39:116,39:116,,0.123
70,39:116,24:101,+,0.2
71,39:116,24:101,+,0.185
72,39:116,24:101,+,0.138
73,39:116,24:101,+,0.246
74,39:116,24:101,+,0.2
75,39:116,39:116,,0.262
76,39:116,24:101,+,0.169
77,39:116,20:97,+,0.169
78,39:116,24:101,+,0.2
79,39:116,24:101,+,0.154
80,39:116,24:101,+,0.138
81,39:116,34:111,+,0.212
82,39:116,23:100,+,0.123
83,39:116,10:50,+,0.092
84,39:116,24:101,+,0.138
85,39:116,24:101,+,0.231
86,39:116,31:108,+,0.154
87,39:116,20:97,+,0.154
88,39:116,34:111,+,0.154
89,39:116,31:108,+,0.108
90,39:116,39:116,,0.138
91,39:116,24:101,+,0.246
92,39:116,24:101,+,0.185
93,39:116,24:101,+,0.138
94,39:116,35:112,+,0.092
95,39:116,20:97,+,0.138
96,39:116,24:101,+,0.138
97,39:116,29:106,+,0.123
98,39:116,24:101,+,0.169
99,39:116,20:97,+,0.092
100,39:116,24:101,+,0.123
101,39:116,39:116,,0.108
102,39:116,20:97,+,0.123
103,39:116,24:101,+,0.123
104,39:116,24:101,+,0.215
105,39:116,24:101,+,0.169
106,39:116,24:101,+,0.108
107,39:116,20:97,+,0.2
108,39:116,34:111,+,0.169
109,39:116,20:97,+,0.169
110,39:116,20:97,+,0.108
111,39:116,24:101,+,0.123
112,39:116,24:101,+,0.185
113,39:116,24:101,+,0.231
114,39:116,37:114,+,0.123
115,39:116,24:101,+,0.169
116,39:116,38:115,+,0.154
117,39:116,20:97,+,0.154
118,39:116,24:101,+,0.138
119,39:116,24:101,+,0.292
120,39:116,39:116,,0.246
121,39:116,20:97,+,0.123
122,39:116,24:101,+,0.2
123,39:116,24:101,+,0.246
124,39:116,20:97,+,0.215
125,39:116,20:97,+,0.185
126,39:116,24:101,+,0.123
127,39:116,48:186,+,0.092
128,39:116,34:111,+,0.185
129,39:116,24:101,+,0.2
130,39:116,42:119,+,0.138
131,39:116,24:101,+,0.138
132,39:116,24:101,+,0.2
133,39:116,20:97,+,0.154
134,39:116,20:97,+,0.154
135,39:116,20:97,+,0.169
136,39:116,24:101,+,0.123
137,39:116,31:108,+,0.185
138,39:116,24:101,+,0.154
139,39:116,39:116,,0.323
140,39:116,24:101,+,0.154
141,39:116,21:98,+,0.215
142,39:116,24:101,+,0.277
143,39:116,24:101,+,0.185
144,39:116,20:97,+,0.123
145,39:116,33:110,+,0.108
146,39:116,34:111,+,0.077
147,39:116,20:97,+,0.138
148,39:116,20:97,+,0.154
149,39:116,24:101,+,0.138
150,39:116,24:101,+,0.123
151,39:116,39:116,,0.123
152,39:116,24:101,+,0.185
153,39:116,24:101,+,0.185
154,39:116,34:111,+,0.138
155,39:116,24:101,+,0.231
156,39:116,20:97,+,0.108
157,39:116,24:101,+,0.185
158,39:116,24:101,+,0.108
159,39:116,24:101,+,0.185
160,39:116,20:97,+,0.2
161,39:116,20:97,+,0.2
162,39:116,31:108,+,0.092
163,39:116,34:111,+,0.154
164,39:116,1:8,+,0.185
165,39:116,24:101,+,0.123
166,39:116,24:101,+,0.169
167,39:116,24:101,+,0.169
168,39:116,39:116,,0.338
169,39:116,24:101,+,0.138
170,39:116,24:101,+,0.123
171,39:116,24:101,+,0.262
172,39:116,20:97,+,0.138
173,39:116,24:101,+,0.138
174,39:116,22:99,+,0.108
175,39:116,39:116,,0.123
176,39:116,20:97,+,0.123
177,39:116,11:51,+,0.138
178,39:116,24:101,+,0.169
179,39:116,31:108,+,0.108
180,39:116,24:101,+,0.185
181,39:116,24:101,+,0.169
182,39:116,24:101,+,0.354
183,39:116,24:101,+,0.108
184,39:116,24:101,+,0.185
185,39:116,24:101,+,0.138
186,39:116,24:101,+,0.185
187,39:116,20:97,+,0.138
188,39:116,20:97,+,0.138
189,39:116,20:97,+,0.169
