inst#,actual,predicted,error,prediction
1,20:97,18:60,+,0.215
2,20:97,20:97,,0.169
3,20:97,24:101,+,0.138
4,20:97,24:101,+,0.169
5,20:97,20:97,,0.154
6,20:97,38:115,+,0.092
7,20:97,20:97,,0.154
8,20:97,34:111,+,0.108
9,20:97,24:101,+,0.246
10,20:97,24:101,+,0.215
11,20:97,28:105,+,0.123
12,20:97,24:101,+,0.185
13,20:97,24:101,+,0.231
14,20:97,24:101,+,0.154
15,20:97,20:97,,0.231
16,20:97,24:101,+,0.185
17,20:97,20:97,,0.262
18,20:97,14:54,+,0.169
19,20:97,38:115,+,0.154
20,20:97,24:101,+,0.169
21,20:97,24:101,+,0.154
22,20:97,34:111,+,0.154
23,20:97,20:97,,0.292
24,20:97,24:101,+,0.138
25,20:97,20:97,,0.138
26,20:97,34:111,+,0.197
27,20:97,31:108,+,0.138
28,20:97,37:114,+,0.108
29,20:97,24:101,+,0.169
30,20:97,24:101,+,0.215
31,20:97,20:97,,0.2
32,20:97,24:101,+,0.169
33,20:97,20:97,,0.138
34,20:97,20:97,,0.123
35,20:97,24:101,+,0.185
36,20:97,24:101,+,0.092
37,20:97,24:101,+,0.138
38,20:97,24:101,+,0.246
39,20:97,24:101,+,0.138
40,20:97,20:97,,0.185
41,20:97,24:101,+,0.138
42,20:97,24:101,+,0.262
43,20:97,34:111,+,0.169
44,20:97,20:97,,0.169
45,20:97,34:111,+,0.169
46,20:97,24:101,+,0.154
47,20:97,24:101,+,0.185
48,20:97,20:97,,0.154
49,20:97,20:97,,0.292
50,20:97,24:101,+,0.277
51,20:97,20:97,,0.2
52,20:97,20:97,,0.154
53,20:97,20:97,,0.231
54,20:97,24:101,+,0.123
55,20:97,24:101,+,0.185
56,20:97,20:97,,0.154
57,20:97,24:101,+,0.138
58,20:97,20:97,,0.169
59,20:97,24:101,+,0.154
60,20:97,24:101,+,0.169
61,20:97,24:101,+,0.123
62,20:97,22:99,+,0.108
63,20:97,24:101,+,0.154
64,20:97,24:101,+,0.231
65,20:97,24:101,+,0.123
66,20:97,20:97,,0.262
67,20:97,24:101,+,0.138
68,20:97,24:101,+,0.108
69,20:97,10:50,+,0.077
70,20:97,24:101,+,0.108
71,20:97,34:111,+,0.138
72,20:97,20:97,,0.123
73,20:97,20:97,,0.185
74,20:97,24:101,+,0.215
75,20:97,20:97,,0.2
76,20:97,24:101,+,0.2
77,20:97,20:97,,0.154
78,20:97,37:114,+,0.138
79,20:97,24:101,+,0.185
80,20:97,1:8,+,0.169
81,20:97,24:101,+,0.154
82,20:97,20:97,,0.246
83,20:97,24:101,+,0.185
84,20:97,24:101,+,0.323
85,20:97,20:97,,0.138
86,20:97,24:101,+,0.154
87,20:97,24:101,+,0.138
88,20:97,24:101,+,0.138
89,20:97,24:101,+,0.154
90,20:97,20:97,,0.185
91,20:97,20:97,,0.323
92,20:97,20:97,,0.108
93,20:97,20:97,,0.108
94,20:97,24:101,+,0.108
95,20:97,24:101,+,0.154
96,20:97,24:101,+,0.154
97,20:97,20:97,,0.154
98,20:97,20:97,,0.123
99,20:97,24:101,+,0.308
100,20:97,24:101,+,0.169
101,20:97,24:101,+,0.138
102,20:97,24:101,+,0.231
103,20:97,24:101,+,0.169
104,20:97,24:101,+,0.169
105,20:97,24:101,+,0.262
106,20:97,24:101,+,0.246
107,20:97,24:101,+,0.123
108,20:97,20:97,,0.138
109,20:97,20:97,,0.123
110,20:97,38:115,+,0.169
111,20:97,20:97,,0.154
112,20:97,20:97,,0.123
113,20:97,24:101,+,0.262
114,20:97,24:101,+,0.154
115,20:97,20:97,,0.2
116,20:97,20:97,,0.154
