inst#,actual,predicted,error,prediction
1,7:46,20:97,+,0.123
2,7:46,7:46,,0.092
3,7:46,26:103,+,0.092
4,7:46,24:101,+,0.123
5,7:46,24:101,+,0.092
6,7:46,34:111,+,0.2
7,7:46,34:111,+,0.123
8,7:46,20:97,+,0.138
9,7:46,20:97,+,0.215
10,7:46,19:96,+,0.123
11,7:46,24:101,+,0.108
12,7:46,34:111,+,0.138
13,7:46,7:46,,0.323
14,7:46,7:46,,0.308
15,7:46,24:101,+,0.169
16,7:46,9:49,+,0.138
17,7:46,1:8,+,0.092
18,7:46,7:46,,0.169
19,7:46,24:101,+,0.2
20,7:46,37:114,+,0.154
21,7:46,7:46,,0.354
22,7:46,1:8,+,0.169
23,7:46,24:101,+,0.123
24,7:46,34:111,+,0.108
25,7:46,20:97,+,0.138
26,7:46,7:46,,0.092
27,7:46,34:111,+,0.123
28,7:46,34:111,+,0.185
29,43:120,22:99,+,0.123
30,43:120,24:101,+,0.123
31,43:120,24:101,+,0.108
32,43:120,36:113,+,0.123
33,43:120,22:99,+,0.092
34,43:120,24:101,+,0.215
35,43:120,20:97,+,0.077
36,43:120,24:101,+,0.123
37,43:120,41:118,+,0.154
38,43:120,45:122,+,0.108
39,43:120,24:101,+,0.123
40,43:120,24:101,+,0.154
41,43:120,22:99,+,0.092
42,43:120,44:121,+,0.108
43,43:120,8:48,+,0.154
44,43:120,24:101,+,0.169
45,38:115,24:101,+,0.154
46,38:115,24:101,+,0.154
47,38:115,24:101,+,0.185
48,38:115,24:101,+,0.154
49,38:115,24:101,+,0.185
50,38:115,20:97,+,0.108
51,38:115,34:111,+,0.138
52,38:115,24:101,+,0.277
53,38:115,24:101,+,0.123
54,38:115,24:101,+,0.138
55,38:115,24:101,+,0.154
56,38:115,24:101,+,0.169
57,38:115,24:101,+,0.2
58,38:115,24:101,+,0.277
59,38:115,24:101,+,0.2
60,38:115,20:97,+,0.154
61,38:115,20:97,+,0.138
62,38:115,24:101,+,0.154
63,38:115,24:101,+,0.185
64,38:115,24:101,+,0.215
65,38:115,34:111,+,0.108
66,38:115,1:8,+,0.138
67,38:115,34:111,+,0.138
68,38:115,27:104,+,0.092
69,38:115,24:101,+,0.154
70,38:115,37:114,+,0.138
71,38:115,34:111,+,0.092
72,38:115,24:101,+,0.2
73,38:115,34:111,+,0.108
74,38:115,24:101,+,0.185
75,38:115,20:97,+,0.185
76,38:115,24:101,+,0.154
77,38:115,20:97,+,0.169
78,38:115,20:97,+,0.154
79,38:115,34:111,+,0.123
80,38:115,20:97,+,0.185
81,38:115,24:101,+,0.185
82,38:115,24:101,+,0.154
83,38:115,24:101,+,0.185
84,38:115,24:101,+,0.169
85,38:115,20:97,+,0.2
86,38:115,24:101,+,0.154
87,38:115,24:101,+,0.154
88,38:115,24:101,+,0.2
89,38:115,34:111,+,0.154
90,38:115,20:97,+,0.154
91,38:115,24:101,+,0.262
92,38:115,24:101,+,0.169
93,38:115,31:108,+,0.123
94,38:115,24:101,+,0.2
95,38:115,24:101,+,0.169
96,38:115,24:101,+,0.2
97,38:115,24:101,+,0.154
98,38:115,20:97,+,0.169
99,38:115,20:97,+,0.169
100,38:115,20:97,+,0.138
101,38:115,24:101,+,0.169
102,38:115,24:101,+,0.138
103,38:115,24:101,+,0.154
104,38:115,20:97,+,0.154
105,38:115,24:101,+,0.231
106,38:115,20:97,+,0.262
107,38:115,24:101,+,0.138
108,38:115,40:117,+,0.123
109,38:115,24:101,+,0.154
110,38:115,20:97,+,0.185
111,38:115,20:97,+,0.185
112,38:115,24:101,+,0.2
113,38:115,24:101,+,0.123
114,38:115,24:101,+,0.185
115,38:115,31:108,+,0.123
116,38:115,24:101,+,0.138
117,38:115,43:120,+,0.092
118,38:115,24:101,+,0.169
119,38:115,20:97,+,0.154
120,38:115,24:101,+,0.169
121,38:115,24:101,+,0.154
122,38:115,20:97,+,0.2
123,38:115,24:101,+,0.277
124,38:115,24:101,+,0.138
125,38:115,20:97,+,0.231
126,38:115,24:101,+,0.246
127,38:115,24:101,+,0.138
128,38:115,38:115,,0.169
129,38:115,24:101,+,0.2
130,38:115,24:101,+,0.154
131,38:115,24:101,+,0.123
132,38:115,20:97,+,0.138
133,38:115,20:97,+,0.123
134,38:115,24:101,+,0.138
135,38:115,24:101,+,0.154
