inst#,actual,predicted,error,prediction
1,46:161,24:101,+,1
2,46:161,3:39,+,1
3,46:161,24:101,+,1
4,46:161,24:101,+,1
5,46:161,24:101,+,1
6,46:161,3:39,+,1
7,46:161,24:101,+,1
8,46:161,20:97,+,1
9,46:161,20:97,+,1
10,46:161,24:101,+,1
11,46:161,24:101,+,1
12,46:161,24:101,+,1
13,46:161,24:101,+,1
14,46:161,24:101,+,1
15,46:161,19:96,+,1
16,46:161,24:101,+,1
17,46:161,5:44,+,1
18,46:161,24:101,+,1
19,46:161,24:101,+,1
20,46:161,24:101,+,1
21,46:161,24:101,+,1
22,46:161,24:101,+,1
23,46:161,24:101,+,1
24,46:161,24:101,+,1
25,46:161,24:101,+,1
26,46:161,24:101,+,1
27,46:161,24:101,+,1
28,46:161,24:101,+,1
29,46:161,24:101,+,1
30,46:161,24:101,+,1
31,46:161,31:108,+,1
32,46:161,24:101,+,1
33,46:161,3:39,+,1
34,46:161,24:101,+,1
35,46:161,24:101,+,1
36,46:161,46:161,,1
37,41:118,24:101,+,1
38,41:118,24:101,+,1
39,41:118,34:111,+,1
40,41:118,20:97,+,1
41,41:118,24:101,+,1
42,41:118,22:99,+,1
43,41:118,24:101,+,1
44,41:118,24:101,+,1
45,41:118,24:101,+,1
46,41:118,24:101,+,1
47,41:118,24:101,+,1
48,41:118,20:97,+,1
49,41:118,24:101,+,1
50,41:118,24:101,+,1
51,41:118,24:101,+,1
52,41:118,24:101,+,1
53,41:118,34:111,+,1
54,41:118,24:101,+,1
55,41:118,24:101,+,1
56,41:118,24:101,+,1
57,41:118,24:101,+,1
58,41:118,24:101,+,1
59,41:118,24:101,+,1
60,41:118,24:101,+,1
61,41:118,24:101,+,1
62,41:118,24:101,+,1
63,41:118,20:97,+,1
64,41:118,20:97,+,1
65,41:118,41:118,,1
66,41:118,24:101,+,1
67,41:118,34:111,+,1
68,41:118,24:101,+,1
69,41:118,24:101,+,1
70,41:118,24:101,+,1
71,41:118,34:111,+,1
72,41:118,24:101,+,1
73,41:118,24:101,+,1
74,41:118,24:101,+,1
75,41:118,24:101,+,1
76,41:118,24:101,+,1
77,41:118,24:101,+,1
78,41:118,24:101,+,1
79,41:118,24:101,+,1
80,41:118,24:101,+,1
81,41:118,24:101,+,1
82,41:118,20:97,+,1
83,41:118,20:97,+,1
84,41:118,24:101,+,1
85,41:118,24:101,+,1
86,41:118,24:101,+,1
87,41:118,24:101,+,1
88,41:118,24:101,+,1
89,41:118,33:110,+,1
90,41:118,24:101,+,1
91,41:118,24:101,+,1
92,41:118,20:97,+,1
93,41:118,24:101,+,1
94,41:118,24:101,+,1
95,41:118,24:101,+,1
96,41:118,24:101,+,1
97,41:118,24:101,+,1
98,41:118,24:101,+,1
99,41:118,24:101,+,1
100,41:118,24:101,+,1
101,41:118,41:118,,1
102,41:118,24:101,+,1
103,41:118,24:101,+,1
104,41:118,24:101,+,1
105,41:118,24:101,+,1
106,41:118,21:98,+,1
107,41:118,34:111,+,1
108,19:96,24:101,+,1
109,19:96,47:180,+,1
110,19:96,5:44,+,1
111,19:96,5:44,+,1
112,19:96,5:44,+,1
113,19:96,24:101,+,1
114,19:96,19:96,,1
115,19:96,24:101,+,1
116,19:96,6:45,+,1
117,19:96,24:101,+,1
118,19:96,24:101,+,1
119,19:96,24:101,+,1
120,19:96,24:101,+,1
121,19:96,24:101,+,1
122,19:96,24:101,+,1
123,19:96,7:46,+,1
124,19:96,24:101,+,1
125,19:96,24:101,+,1
126,19:96,24:101,+,1
127,19:96,24:101,+,1
128,19:96,24:101,+,1
129,19:96,24:101,+,1
130,19:96,7:46,+,1
131,19:96,24:101,+,1
132,19:96,5:44,+,1
133,19:96,20:97,+,1
134,9:49,24:101,+,1
135,9:49,24:101,+,1
136,9:49,24:101,+,1
137,9:49,10:50,+,1
138,9:49,24:101,+,1
139,9:49,24:101,+,1
140,9:49,24:101,+,1
141,9:49,24:101,+,1
142,9:49,24:101,+,1
143,9:49,24:101,+,1
144,9:49,10:50,+,1
145,9:49,24:101,+,1
146,9:49,12:52,+,1
147,9:49,20:97,+,1
148,9:49,24:101,+,1
149,9:49,24:101,+,1
150,9:49,24:101,+,1
151,9:49,24:101,+,1
152,9:49,24:101,+,1
153,9:49,24:101,+,1
154,9:49,24:101,+,1
155,9:49,24:101,+,1
156,9:49,24:101,+,1
157,9:49,24:101,+,1
158,9:49,24:101,+,1
159,9:49,24:101,+,1
160,9:49,24:101,+,1
161,9:49,24:101,+,1
162,9:49,10:50,+,1
163,9:49,24:101,+,1
164,9:49,24:101,+,1
165,9:49,24:101,+,1
166,9:49,24:101,+,1
167,9:49,10:50,+,1
168,9:49,24:101,+,1
169,9:49,24:101,+,1
170,9:49,24:101,+,1
171,9:49,24:101,+,1
172,9:49,24:101,+,1
173,9:49,24:101,+,1
174,9:49,24:101,+,1
175,9:49,24:101,+,1
176,9:49,24:101,+,1
177,9:49,24:101,+,1
178,9:49,24:101,+,1
179,9:49,24:101,+,1
180,9:49,24:101,+,1
181,9:49,24:101,+,1
182,9:49,10:50,+,1
183,9:49,24:101,+,1
184,9:49,24:101,+,1
185,9:49,14:54,+,1
186,9:49,24:101,+,1
187,9:49,24:101,+,1
188,9:49,24:101,+,1
189,9:49,20:97,+,1
190,9:49,24:101,+,1
191,9:49,20:97,+,1
192,9:49,24:101,+,1
193,37:114,24:101,+,1
194,37:114,24:101,+,1
195,37:114,24:101,+,1
196,37:114,24:101,+,1
197,37:114,20:97,+,1
198,37:114,37:114,,1
199,37:114,24:101,+,1
200,37:114,20:97,+,1
201,37:114,24:101,+,1
202,37:114,20:97,+,1
203,37:114,24:101,+,1
204,37:114,24:101,+,1
205,37:114,24:101,+,1
206,37:114,24:101,+,1
207,37:114,24:101,+,1
208,37:114,24:101,+,1
209,37:114,37:114,,1
210,37:114,24:101,+,1
211,37:114,34:111,+,1
212,37:114,34:111,+,1
213,37:114,24:101,+,1
214,37:114,24:101,+,1
215,37:114,24:101,+,1
216,37:114,37:114,,1
217,37:114,24:101,+,1
218,37:114,24:101,+,1
219,37:114,37:114,,1
220,37:114,39:116,+,1
221,37:114,20:97,+,1
222,37:114,24:101,+,1
223,37:114,24:101,+,1
224,37:114,24:101,+,1
225,37:114,20:97,+,1
226,37:114,24:101,+,1
227,37:114,24:101,+,1
228,37:114,24:101,+,1
229,37:114,24:101,+,1
230,37:114,24:101,+,1
231,37:114,24:101,+,1
232,37:114,24:101,+,1
233,37:114,20:97,+,1
234,37:114,24:101,+,1
235,37:114,24:101,+,1
236,37:114,24:101,+,1
237,37:114,24:101,+,1
238,37:114,24:101,+,1
239,37:114,20:97,+,1
240,37:114,20:97,+,1
