inst#,actual,predicted,error,prediction
1,7:46,20:97,+,1
2,7:46,24:101,+,1
3,7:46,7:46,,1
4,7:46,24:101,+,1
5,7:46,24:101,+,1
6,7:46,24:101,+,1
7,7:46,20:97,+,1
8,7:46,20:97,+,1
9,7:46,24:101,+,1
10,7:46,24:101,+,1
11,7:46,24:101,+,1
12,7:46,24:101,+,1
13,7:46,24:101,+,1
14,7:46,24:101,+,1
15,7:46,24:101,+,1
16,7:46,24:101,+,1
17,7:46,24:101,+,1
18,7:46,7:46,,1
19,7:46,24:101,+,1
20,7:46,24:101,+,1
21,7:46,7:46,,1
22,7:46,24:101,+,1
23,7:46,24:101,+,1
24,7:46,39:116,+,1
25,7:46,24:101,+,1
26,7:46,24:101,+,1
27,7:46,24:101,+,1
28,7:46,24:101,+,1
29,43:120,24:101,+,1
30,43:120,39:116,+,1
31,43:120,20:97,+,1
32,43:120,24:101,+,1
33,43:120,24:101,+,1
34,43:120,24:101,+,1
35,43:120,24:101,+,1
36,43:120,24:101,+,1
37,43:120,24:101,+,1
38,43:120,24:101,+,1
39,43:120,24:101,+,1
40,43:120,33:110,+,1
41,43:120,34:111,+,1
42,43:120,24:101,+,1
43,43:120,24:101,+,1
44,43:120,37:114,+,1
45,38:115,1:8,+,1
46,38:115,20:97,+,1
47,38:115,24:101,+,1
48,38:115,24:101,+,1
49,38:115,40:117,+,1
50,38:115,24:101,+,1
51,38:115,24:101,+,1
52,38:115,24:101,+,1
53,38:115,24:101,+,1
54,38:115,24:101,+,1
55,38:115,24:101,+,1
56,38:115,24:101,+,1
57,38:115,20:97,+,1
58,38:115,24:101,+,1
59,38:115,24:101,+,1
60,38:115,20:97,+,1
61,38:115,24:101,+,1
62,38:115,20:97,+,1
63,38:115,24:101,+,1
64,38:115,24:101,+,1
65,38:115,24:101,+,1
66,38:115,24:101,+,1
67,38:115,34:111,+,1
68,38:115,24:101,+,1
69,38:115,37:114,+,1
70,38:115,24:101,+,1
71,38:115,24:101,+,1
72,38:115,24:101,+,1
73,38:115,24:101,+,1
74,38:115,34:111,+,1
75,38:115,24:101,+,1
76,38:115,20:97,+,1
77,38:115,24:101,+,1
78,38:115,20:97,+,1
79,38:115,24:101,+,1
80,38:115,20:97,+,1
81,38:115,20:97,+,1
82,38:115,20:97,+,1
83,38:115,24:101,+,1
84,38:115,24:101,+,1
85,38:115,20:97,+,1
86,38:115,24:101,+,1
87,38:115,24:101,+,1
88,38:115,24:101,+,1
89,38:115,24:101,+,1
90,38:115,24:101,+,1
91,38:115,24:101,+,1
92,38:115,24:101,+,1
93,38:115,24:101,+,1
94,38:115,24:101,+,1
95,38:115,24:101,+,1
96,38:115,34:111,+,1
97,38:115,24:101,+,1
98,38:115,24:101,+,1
99,38:115,24:101,+,1
100,38:115,20:97,+,1
101,38:115,24:101,+,1
102,38:115,34:111,+,1
103,38:115,24:101,+,1
104,38:115,34:111,+,1
105,38:115,24:101,+,1
106,38:115,20:97,+,1
107,38:115,34:111,+,1
108,38:115,24:101,+,1
109,38:115,24:101,+,1
110,38:115,24:101,+,1
111,38:115,39:116,+,1
112,38:115,24:101,+,1
113,38:115,24:101,+,1
114,38:115,24:101,+,1
115,38:115,24:101,+,1
116,38:115,24:101,+,1
117,38:115,24:101,+,1
118,38:115,24:101,+,1
119,38:115,20:97,+,1
120,38:115,24:101,+,1
121,38:115,20:97,+,1
122,38:115,20:97,+,1
123,38:115,24:101,+,1
124,38:115,20:97,+,1
125,38:115,20:97,+,1
126,38:115,24:101,+,1
127,38:115,24:101,+,1
128,38:115,38:115,,1
129,38:115,20:97,+,1
130,38:115,20:97,+,1
131,38:115,24:101,+,1
132,38:115,24:101,+,1
133,38:115,20:97,+,1
134,38:115,20:97,+,1
135,38:115,24:101,+,1
136,38:115,24:101,+,1
137,38:115,24:101,+,1
138,38:115,20:97,+,1
139,38:115,24:101,+,1
140,38:115,24:101,+,1
141,38:115,20:97,+,1
142,38:115,24:101,+,1
143,38:115,24:101,+,1
144,38:115,24:101,+,1
145,38:115,28:105,+,1
146,38:115,24:101,+,1
147,38:115,24:101,+,1
148,38:115,24:101,+,1
149,38:115,24:101,+,1
150,38:115,34:111,+,1
151,38:115,24:101,+,1
152,38:115,24:101,+,1
153,38:115,24:101,+,1
154,38:115,24:101,+,1
155,38:115,24:101,+,1
156,38:115,24:101,+,1
157,38:115,24:101,+,1
158,38:115,20:97,+,1
159,38:115,24:101,+,1
160,38:115,24:101,+,1
161,38:115,24:101,+,1
162,38:115,24:101,+,1
163,38:115,24:101,+,1
164,38:115,20:97,+,1
165,38:115,20:97,+,1
166,38:115,24:101,+,1
167,38:115,20:97,+,1
168,38:115,24:101,+,1
169,38:115,20:97,+,1
170,1:8,24:101,+,1
171,1:8,24:101,+,1
172,1:8,24:101,+,1
173,1:8,20:97,+,1
174,1:8,24:101,+,1
175,1:8,1:8,,1
176,1:8,24:101,+,1
177,1:8,1:8,,1
178,1:8,20:97,+,1
179,1:8,24:101,+,1
180,1:8,24:101,+,1
181,1:8,24:101,+,1
182,1:8,20:97,+,1
183,1:8,20:97,+,1
184,1:8,24:101,+,1
185,1:8,24:101,+,1
186,1:8,24:101,+,1
187,1:8,24:101,+,1
188,1:8,24:101,+,1
189,1:8,20:97,+,1
190,1:8,24:101,+,1
191,1:8,24:101,+,1
192,1:8,24:101,+,1
193,1:8,24:101,+,1
194,1:8,20:97,+,1
195,1:8,24:101,+,1
196,1:8,24:101,+,1
197,1:8,24:101,+,1
198,1:8,24:101,+,1
199,1:8,24:101,+,1
200,1:8,34:111,+,1
201,1:8,20:97,+,1
202,1:8,24:101,+,1
203,1:8,24:101,+,1
204,1:8,20:97,+,1
205,1:8,24:101,+,1
206,1:8,24:101,+,1
207,1:8,24:101,+,1
208,1:8,24:101,+,1
209,1:8,24:101,+,1
210,1:8,24:101,+,1
211,1:8,37:114,+,1
212,1:8,24:101,+,1
213,1:8,15:55,+,1
214,1:8,24:101,+,1
215,1:8,24:101,+,1
216,1:8,24:101,+,1
217,22:99,33:110,+,1
218,22:99,20:97,+,1
219,22:99,24:101,+,1
220,22:99,24:101,+,1
221,22:99,24:101,+,1
222,22:99,24:101,+,1
223,22:99,24:101,+,1
224,22:99,24:101,+,1
225,22:99,20:97,+,1
226,22:99,24:101,+,1
227,22:99,24:101,+,1
228,22:99,20:97,+,1
229,22:99,20:97,+,1
230,22:99,24:101,+,1
231,22:99,24:101,+,1
232,22:99,24:101,+,1
233,22:99,24:101,+,1
234,22:99,24:101,+,1
235,22:99,24:101,+,1
236,22:99,24:101,+,1
237,22:99,24:101,+,1
238,22:99,24:101,+,1
239,22:99,20:97,+,1
240,22:99,24:101,+,1
241,22:99,24:101,+,1
242,22:99,24:101,+,1
243,22:99,24:101,+,1
244,22:99,24:101,+,1
245,22:99,24:101,+,1
246,22:99,20:97,+,1
247,22:99,20:97,+,1
248,22:99,24:101,+,1
249,22:99,24:101,+,1
250,22:99,24:101,+,1
251,22:99,24:101,+,1
252,22:99,24:101,+,1
253,22:99,24:101,+,1
254,22:99,38:115,+,1
255,22:99,28:105,+,1
256,22:99,24:101,+,1
257,22:99,24:101,+,1
258,22:99,24:101,+,1
259,22:99,34:111,+,1
260,22:99,20:97,+,1
261,22:99,20:97,+,1
262,22:99,24:101,+,1
263,22:99,24:101,+,1
264,22:99,20:97,+,1
265,22:99,24:101,+,1
266,22:99,24:101,+,1
267,22:99,24:101,+,1
268,22:99,24:101,+,1
269,22:99,24:101,+,1
270,22:99,20:97,+,1
271,22:99,20:97,+,1
272,22:99,24:101,+,1
273,22:99,24:101,+,1
274,22:99,24:101,+,1
275,22:99,24:101,+,1
276,22:99,20:97,+,1
277,22:99,24:101,+,1
278,22:99,24:101,+,1
279,22:99,20:97,+,1
280,22:99,24:101,+,1
281,22:99,37:114,+,1
282,22:99,39:116,+,1
283,22:99,33:110,+,1
284,37:114,24:101,+,1
285,37:114,24:101,+,1
286,37:114,24:101,+,1
287,37:114,24:101,+,1
288,37:114,24:101,+,1
289,37:114,24:101,+,1
290,37:114,24:101,+,1
291,37:114,24:101,+,1
292,37:114,24:101,+,1
293,37:114,24:101,+,1
294,37:114,24:101,+,1
295,37:114,20:97,+,1
296,37:114,24:101,+,1
297,37:114,20:97,+,1
298,37:114,24:101,+,1
299,37:114,24:101,+,1
300,37:114,22:99,+,1
301,37:114,24:101,+,1
302,37:114,24:101,+,1
303,37:114,24:101,+,1
304,37:114,24:101,+,1
305,37:114,37:114,,1
306,37:114,20:97,+,1
307,37:114,24:101,+,1
308,37:114,37:114,,1
309,37:114,20:97,+,1
310,37:114,24:101,+,1
311,37:114,37:114,,1
312,37:114,24:101,+,1
313,37:114,24:101,+,1
314,37:114,24:101,+,1
315,37:114,24:101,+,1
316,37:114,20:97,+,1
317,37:114,24:101,+,1
318,37:114,24:101,+,1
319,37:114,34:111,+,1
320,37:114,24:101,+,1
321,37:114,24:101,+,1
322,37:114,24:101,+,1
323,37:114,34:111,+,1
324,37:114,20:97,+,1
325,37:114,24:101,+,1
326,37:114,37:114,,1
327,37:114,24:101,+,1
328,37:114,24:101,+,1
329,37:114,24:101,+,1
330,37:114,20:97,+,1
331,37:114,24:101,+,1
332,37:114,24:101,+,1
333,37:114,20:97,+,1
334,37:114,24:101,+,1
335,37:114,37:114,,1
336,37:114,24:101,+,1
337,37:114,38:115,+,1
338,37:114,24:101,+,1
339,37:114,37:114,,1
340,37:114,20:97,+,1
341,37:114,20:97,+,1
342,37:114,24:101,+,1
343,37:114,20:97,+,1
344,37:114,24:101,+,1
345,37:114,24:101,+,1
346,37:114,24:101,+,1
347,37:114,24:101,+,1
348,37:114,37:114,,1
349,37:114,24:101,+,1
350,37:114,24:101,+,1
351,37:114,20:97,+,1
352,37:114,37:114,,1
353,37:114,24:101,+,1
354,37:114,24:101,+,1
355,37:114,24:101,+,1
356,37:114,24:101,+,1
357,37:114,24:101,+,1
358,37:114,34:111,+,1
359,37:114,20:97,+,1
360,37:114,20:97,+,1
361,37:114,24:101,+,1
362,37:114,24:101,+,1
363,37:114,20:97,+,1
364,37:114,24:101,+,1
365,37:114,24:101,+,1
366,37:114,24:101,+,1
367,37:114,34:111,+,1
368,37:114,20:97,+,1
369,37:114,38:115,+,1
370,37:114,24:101,+,1
371,37:114,24:101,+,1
372,37:114,24:101,+,1
373,37:114,24:101,+,1
374,37:114,24:101,+,1
375,37:114,33:110,+,1
376,37:114,24:101,+,1
377,37:114,24:101,+,1
378,37:114,24:101,+,1
379,37:114,24:101,+,1
380,37:114,24:101,+,1
381,37:114,20:97,+,1
382,37:114,24:101,+,1
383,37:114,37:114,,1
384,37:114,20:97,+,1
385,37:114,24:101,+,1
386,37:114,37:114,,1
387,37:114,37:114,,1
388,37:114,24:101,+,1
389,37:114,24:101,+,1
390,37:114,24:101,+,1
391,37:114,37:114,,1
392,37:114,20:97,+,1
393,37:114,34:111,+,1
394,37:114,20:97,+,1
395,37:114,24:101,+,1
396,37:114,38:115,+,1
397,37:114,20:97,+,1
398,37:114,24:101,+,1
399,37:114,24:101,+,1
400,37:114,24:101,+,1
401,37:114,24:101,+,1
402,37:114,24:101,+,1
403,37:114,24:101,+,1
404,37:114,24:101,+,1
405,37:114,24:101,+,1
406,37:114,24:101,+,1
407,33:110,20:97,+,1
408,33:110,24:101,+,1
409,33:110,24:101,+,1
410,33:110,23:100,+,1
411,33:110,24:101,+,1
412,33:110,24:101,+,1
413,33:110,24:101,+,1
414,33:110,24:101,+,1
415,33:110,24:101,+,1
416,33:110,24:101,+,1
417,33:110,34:111,+,1
418,33:110,24:101,+,1
419,33:110,24:101,+,1
420,33:110,24:101,+,1
421,33:110,24:101,+,1
422,33:110,24:101,+,1
423,33:110,24:101,+,1
424,33:110,24:101,+,1
425,33:110,24:101,+,1
426,33:110,24:101,+,1
427,33:110,24:101,+,1
428,33:110,31:108,+,1
429,33:110,20:97,+,1
430,33:110,24:101,+,1
431,33:110,24:101,+,1
432,33:110,24:101,+,1
433,33:110,24:101,+,1
434,33:110,39:116,+,1
435,33:110,20:97,+,1
436,33:110,24:101,+,1
437,33:110,34:111,+,1
438,33:110,24:101,+,1
439,33:110,24:101,+,1
440,33:110,37:114,+,1
441,33:110,24:101,+,1
442,33:110,24:101,+,1
443,33:110,24:101,+,1
444,33:110,24:101,+,1
445,33:110,37:114,+,1
446,33:110,20:97,+,1
447,33:110,20:97,+,1
448,33:110,20:97,+,1
449,33:110,24:101,+,1
450,33:110,24:101,+,1
451,33:110,24:101,+,1
452,33:110,24:101,+,1
453,33:110,24:101,+,1
454,33:110,24:101,+,1
455,33:110,24:101,+,1
456,33:110,24:101,+,1
457,33:110,20:97,+,1
458,33:110,24:101,+,1
459,33:110,20:97,+,1
460,33:110,38:115,+,1
