inst#,actual,predicted,error,prediction
1,10:50,9:49,+,1
2,10:50,24:101,+,1
3,10:50,24:101,+,1
4,10:50,24:101,+,1
5,10:50,24:101,+,1
6,10:50,24:101,+,1
7,10:50,24:101,+,1
8,10:50,24:101,+,1
9,10:50,24:101,+,1
10,10:50,10:50,,1
11,10:50,24:101,+,1
12,10:50,24:101,+,1
13,10:50,24:101,+,1
14,10:50,24:101,+,1
15,10:50,11:51,+,1
16,10:50,37:114,+,1
17,10:50,34:111,+,1
18,10:50,24:101,+,1
19,10:50,11:51,+,1
20,10:50,24:101,+,1
21,10:50,20:97,+,1
22,10:50,24:101,+,1
23,10:50,24:101,+,1
24,48:186,24:101,+,1
25,48:186,24:101,+,1
26,48:186,24:101,+,1
27,48:186,24:101,+,1
28,48:186,24:101,+,1
29,48:186,24:101,+,1
30,48:186,48:186,,1
31,48:186,24:101,+,1
32,48:186,24:101,+,1
33,48:186,24:101,+,1
34,48:186,24:101,+,1
35,20:97,24:101,+,1
36,20:97,24:101,+,1
37,20:97,31:108,+,1
38,20:97,20:97,,1
39,20:97,20:97,,1
40,20:97,34:111,+,1
41,20:97,24:101,+,1
42,20:97,24:101,+,1
43,20:97,24:101,+,1
44,20:97,24:101,+,1
45,20:97,24:101,+,1
46,20:97,20:97,,1
47,20:97,24:101,+,1
48,20:97,38:115,+,1
49,20:97,20:97,,1
50,20:97,24:101,+,1
51,20:97,24:101,+,1
52,20:97,24:101,+,1
53,20:97,31:108,+,1
54,20:97,24:101,+,1
55,20:97,20:97,,1
56,20:97,20:97,,1
57,20:97,24:101,+,1
58,20:97,34:111,+,1
59,20:97,24:101,+,1
60,20:97,24:101,+,1
61,20:97,20:97,,1
62,20:97,20:97,,1
63,20:97,24:101,+,1
64,20:97,37:114,+,1
65,20:97,24:101,+,1
66,20:97,24:101,+,1
67,20:97,24:101,+,1
68,20:97,28:105,+,1
69,20:97,24:101,+,1
70,20:97,24:101,+,1
71,20:97,20:97,,1
72,20:97,24:101,+,1
73,20:97,38:115,+,1
74,20:97,24:101,+,1
75,20:97,24:101,+,1
76,20:97,24:101,+,1
77,20:97,31:108,+,1
78,20:97,20:97,,1
79,20:97,24:101,+,1
80,20:97,24:101,+,1
81,20:97,24:101,+,1
82,20:97,24:101,+,1
83,20:97,24:101,+,1
84,20:97,24:101,+,1
85,20:97,24:101,+,1
86,20:97,24:101,+,1
87,20:97,24:101,+,1
88,20:97,20:97,,1
89,20:97,24:101,+,1
90,20:97,34:111,+,1
91,20:97,24:101,+,1
92,20:97,24:101,+,1
93,20:97,24:101,+,1
94,20:97,34:111,+,1
95,20:97,20:97,,1
96,20:97,24:101,+,1
97,20:97,38:115,+,1
98,20:97,24:101,+,1
99,20:97,24:101,+,1
100,20:97,24:101,+,1
101,20:97,24:101,+,1
102,20:97,24:101,+,1
103,20:97,24:101,+,1
104,20:97,20:97,,1
105,20:97,24:101,+,1
106,20:97,34:111,+,1
107,20:97,20:97,,1
108,20:97,20:97,,1
109,20:97,24:101,+,1
110,20:97,24:101,+,1
111,20:97,24:101,+,1
112,20:97,24:101,+,1
113,20:97,20:97,,1
114,20:97,24:101,+,1
115,20:97,24:101,+,1
116,20:97,24:101,+,1
117,20:97,33:110,+,1
118,20:97,37:114,+,1
119,20:97,24:101,+,1
120,20:97,24:101,+,1
121,20:97,24:101,+,1
122,20:97,24:101,+,1
123,20:97,24:101,+,1
124,20:97,24:101,+,1
125,20:97,24:101,+,1
126,20:97,24:101,+,1
127,20:97,24:101,+,1
128,20:97,24:101,+,1
129,20:97,24:101,+,1
130,20:97,24:101,+,1
131,20:97,24:101,+,1
132,20:97,24:101,+,1
133,20:97,20:97,,1
134,20:97,20:97,,1
135,20:97,24:101,+,1
136,20:97,24:101,+,1
137,20:97,20:97,,1
138,20:97,20:97,,1
139,20:97,24:101,+,1
140,20:97,34:111,+,1
141,20:97,24:101,+,1
142,20:97,24:101,+,1
143,20:97,24:101,+,1
144,20:97,34:111,+,1
145,20:97,20:97,,1
146,20:97,24:101,+,1
147,20:97,24:101,+,1
148,20:97,20:97,,1
149,20:97,20:97,,1
150,20:97,24:101,+,1
