inst#,actual,predicted,error,prediction
1,39:116,24:101,+,1
2,39:116,24:101,+,1
3,39:116,39:116,,1
4,39:116,24:101,+,1
5,39:116,20:97,+,1
6,39:116,20:97,+,1
7,39:116,39:116,,1
8,39:116,24:101,+,1
9,39:116,24:101,+,1
10,39:116,24:101,+,1
11,39:116,24:101,+,1
12,39:116,24:101,+,1
13,39:116,24:101,+,1
14,39:116,24:101,+,1
15,39:116,24:101,+,1
16,39:116,20:97,+,1
17,39:116,24:101,+,1
18,39:116,20:97,+,1
19,39:116,24:101,+,1
20,39:116,24:101,+,1
21,39:116,24:101,+,1
22,39:116,24:101,+,1
23,39:116,24:101,+,1
24,39:116,24:101,+,1
25,39:116,34:111,+,1
26,39:116,24:101,+,1
27,39:116,24:101,+,1
28,39:116,24:101,+,1
29,39:116,24:101,+,1
30,39:116,20:97,+,1
31,39:116,24:101,+,1
32,39:116,24:101,+,1
33,39:116,24:101,+,1
34,39:116,24:101,+,1
35,39:116,20:97,+,1
36,39:116,24:101,+,1
37,39:116,24:101,+,1
38,39:116,24:101,+,1
39,39:116,24:101,+,1
40,39:116,24:101,+,1
41,39:116,34:111,+,1
42,39:116,24:101,+,1
43,39:116,24:101,+,1
44,39:116,39:116,,1
45,39:116,24:101,+,1
46,39:116,24:101,+,1
47,39:116,24:101,+,1
48,39:116,24:101,+,1
49,39:116,39:116,,1
50,39:116,24:101,+,1
51,39:116,20:97,+,1
52,39:116,24:101,+,1
53,39:116,24:101,+,1
54,39:116,24:101,+,1
55,39:116,1:8,+,1
56,39:116,24:101,+,1
57,39:116,24:101,+,1
58,39:116,24:101,+,1
59,39:116,24:101,+,1
60,39:116,39:116,,1
61,39:116,34:111,+,1
62,39:116,24:101,+,1
63,39:116,24:101,+,1
64,39:116,20:97,+,1
65,39:116,24:101,+,1
66,39:116,24:101,+,1
67,39:116,24:101,+,1
68,39:116,24:101,+,1
69,39:116,20:97,+,1
70,39:116,24:101,+,1
71,39:116,24:101,+,1
72,39:116,38:115,+,1
73,39:116,24:101,+,1
74,39:116,24:101,+,1
75,39:116,20:97,+,1
76,39:116,20:97,+,1
77,39:116,20:97,+,1
78,39:116,38:115,+,1
79,39:116,39:116,,1
80,39:116,20:97,+,1
81,39:116,37:114,+,1
82,39:116,24:101,+,1
83,39:116,20:97,+,1
84,39:116,24:101,+,1
