inst#,actual,predicted,error,prediction
1,37:114,24:101,+,1
2,37:114,37:114,,1
3,37:114,24:101,+,1
4,37:114,24:101,+,1
5,37:114,24:101,+,1
6,37:114,24:101,+,1
7,37:114,24:101,+,1
8,37:114,20:97,+,1
9,37:114,24:101,+,1
10,37:114,24:101,+,1
11,37:114,24:101,+,1
12,37:114,20:97,+,1
13,37:114,33:110,+,1
14,37:114,24:101,+,1
15,37:114,24:101,+,1
16,37:114,24:101,+,1
17,37:114,24:101,+,1
18,37:114,24:101,+,1
19,37:114,24:101,+,1
20,37:114,24:101,+,1
21,37:114,24:101,+,1
22,37:114,24:101,+,1
23,37:114,24:101,+,1
24,37:114,37:114,,1
25,37:114,24:101,+,1
26,37:114,27:104,+,1
27,37:114,24:101,+,1
28,37:114,24:101,+,1
29,37:114,24:101,+,1
30,37:114,24:101,+,1
31,37:114,24:101,+,1
32,37:114,24:101,+,1
33,37:114,24:101,+,1
34,37:114,24:101,+,1
35,37:114,24:101,+,1
36,37:114,37:114,,1
37,37:114,24:101,+,1
38,37:114,37:114,,1
39,37:114,24:101,+,1
40,37:114,37:114,,1
41,37:114,24:101,+,1
42,37:114,24:101,+,1
43,37:114,24:101,+,1
44,37:114,37:114,,1
45,37:114,34:111,+,1
46,37:114,24:101,+,1
47,37:114,24:101,+,1
48,37:114,37:114,,1
49,37:114,24:101,+,1
50,37:114,39:116,+,1
51,37:114,24:101,+,1
52,37:114,24:101,+,1
53,37:114,24:101,+,1
54,37:114,20:97,+,1
55,37:114,24:101,+,1
56,37:114,24:101,+,1
57,37:114,24:101,+,1
58,37:114,24:101,+,1
59,37:114,24:101,+,1
60,37:114,37:114,,1
61,37:114,20:97,+,1
62,37:114,37:114,,1
63,37:114,37:114,,1
64,37:114,24:101,+,1
65,37:114,24:101,+,1
66,37:114,24:101,+,1
67,37:114,24:101,+,1
68,37:114,20:97,+,1
69,37:114,24:101,+,1
70,37:114,37:114,,1
71,37:114,24:101,+,1
72,37:114,24:101,+,1
73,37:114,24:101,+,1
74,37:114,24:101,+,1
75,37:114,24:101,+,1
76,37:114,24:101,+,1
77,37:114,24:101,+,1
78,37:114,24:101,+,1
79,37:114,20:97,+,1
80,37:114,37:114,,1
81,37:114,24:101,+,1
82,37:114,24:101,+,1
83,37:114,24:101,+,1
84,37:114,38:115,+,1
85,37:114,37:114,,1
86,37:114,31:108,+,1
87,37:114,24:101,+,1
88,37:114,24:101,+,1
89,37:114,24:101,+,1
90,37:114,20:97,+,1
91,37:114,24:101,+,1
92,37:114,37:114,,1
93,37:114,24:101,+,1
94,37:114,24:101,+,1
95,37:114,24:101,+,1
96,37:114,20:97,+,1
97,37:114,24:101,+,1
98,37:114,24:101,+,1
99,37:114,24:101,+,1
