inst#,actual,predicted,error,prediction
1,4:44,22:101,+,1
2,4:44,22:101,+,1
3,4:44,22:101,+,1
4,4:44,22:101,+,1
5,4:44,32:111,+,1
6,4:44,22:101,+,1
7,4:44,22:101,+,1
8,4:44,22:101,+,1
9,4:44,22:101,+,1
10,31:110,22:101,+,1
11,31:110,35:114,+,1
12,31:110,22:101,+,1
13,31:110,22:101,+,1
14,31:110,18:97,+,1
15,31:110,22:101,+,1
16,31:110,22:101,+,1
17,31:110,22:101,+,1
18,31:110,22:101,+,1
19,31:110,22:101,+,1
20,31:110,22:101,+,1
21,31:110,18:97,+,1
22,31:110,18:97,+,1
23,31:110,22:101,+,1
24,31:110,22:101,+,1
25,31:110,22:101,+,1
26,31:110,35:114,+,1
27,31:110,22:101,+,1
28,31:110,18:97,+,1
29,31:110,35:114,+,1
30,18:97,22:101,+,1
31,18:97,18:97,,1
32,18:97,22:101,+,1
33,18:97,22:101,+,1
34,18:97,22:101,+,1
35,18:97,22:101,+,1
36,18:97,22:101,+,1
37,18:97,22:101,+,1
38,18:97,22:101,+,1
39,18:97,22:101,+,1
40,18:97,22:101,+,1
41,18:97,18:97,,1
42,18:97,22:101,+,1
43,18:97,22:101,+,1
44,18:97,22:101,+,1
45,18:97,22:101,+,1
46,18:97,22:101,+,1
47,18:97,18:97,,1
48,18:97,22:101,+,1
49,18:97,22:101,+,1
50,18:97,22:101,+,1
51,18:97,22:101,+,1
52,18:97,22:101,+,1
53,18:97,18:97,,1
54,18:97,22:101,+,1
55,18:97,22:101,+,1
56,18:97,22:101,+,1
57,18:97,22:101,+,1
58,18:97,22:101,+,1
59,18:97,35:114,+,1
60,18:97,22:101,+,1
61,18:97,22:101,+,1
62,18:97,22:101,+,1
63,18:97,22:101,+,1
64,18:97,22:101,+,1
65,18:97,22:101,+,1
66,18:97,18:97,,1
67,18:97,22:101,+,1
68,18:97,22:101,+,1
69,18:97,22:101,+,1
70,18:97,22:101,+,1
71,18:97,22:101,+,1
72,18:97,22:101,+,1
73,41:120,22:101,+,1
74,41:120,22:101,+,1
75,39:118,22:101,+,1
76,39:118,18:97,+,1
77,39:118,22:101,+,1
78,39:118,22:101,+,1
79,39:118,22:101,+,1
80,39:118,22:101,+,1
81,39:118,18:97,+,1
82,11:52,22:101,+,1
83,11:52,10:51,+,1
84,11:52,11:52,,1
85,11:52,22:101,+,1
86,22:101,22:101,,1
87,22:101,22:101,,1
88,22:101,22:101,,1
89,22:101,22:101,,1
90,22:101,35:114,+,1
91,22:101,22:101,,1
92,22:101,22:101,,1
93,22:101,22:101,,1
94,22:101,22:101,,1
95,22:101,22:101,,1
96,22:101,22:101,,1
97,22:101,22:101,,1
98,22:101,36:115,+,1
99,22:101,22:101,,1
100,22:101,35:114,+,1
101,22:101,22:101,,1
102,22:101,22:101,,1
103,22:101,22:101,,1
104,22:101,22:101,,1
105,22:101,31:110,+,1
106,22:101,22:101,,1
107,22:101,18:97,+,1
108,22:101,22:101,,1
109,22:101,22:101,,1
110,22:101,22:101,,1
111,22:101,18:97,+,1
112,22:101,36:115,+,1
113,22:101,22:101,,1
114,22:101,22:101,,1
115,22:101,36:115,+,1
116,22:101,32:111,+,1
117,22:101,22:101,,1
118,22:101,22:101,,1
119,22:101,22:101,,1
120,22:101,22:101,,1
121,22:101,18:97,+,1
122,22:101,22:101,,1
123,22:101,22:101,,1
124,22:101,22:101,,1
125,22:101,18:97,+,1
126,22:101,22:101,,1
127,22:101,18:97,+,1
128,22:101,22:101,,1
129,22:101,22:101,,1
130,22:101,22:101,,1
131,22:101,30:109,+,1
132,22:101,22:101,,1
133,22:101,22:101,,1
134,22:101,22:101,,1
135,22:101,22:101,,1
136,22:101,18:97,+,1
137,22:101,22:101,,1
138,22:101,22:101,,1
139,22:101,22:101,,1
140,22:101,22:101,,1
141,22:101,22:101,,1
142,22:101,22:101,,1
143,22:101,22:101,,1
144,35:114,22:101,+,1
145,35:114,22:101,+,1
146,35:114,37:116,+,1
147,35:114,22:101,+,1
148,35:114,22:101,+,1
149,35:114,22:101,+,1
150,35:114,18:97,+,1
151,35:114,22:101,+,1
152,35:114,18:97,+,1
153,35:114,22:101,+,1
154,35:114,18:97,+,1
155,35:114,22:101,+,1
156,35:114,22:101,+,1
157,35:114,22:101,+,1
158,35:114,22:101,+,1
159,35:114,22:101,+,1
160,35:114,18:97,+,1
161,35:114,22:101,+,1
162,35:114,22:101,+,1
163,35:114,18:97,+,1
164,35:114,18:97,+,1
165,35:114,18:97,+,1
166,35:114,22:101,+,1
167,35:114,18:97,+,1
168,35:114,22:101,+,1
169,35:114,22:101,+,1
170,14:55,22:101,+,1
171,14:55,22:101,+,1
172,14:55,13:54,+,1
173,14:55,14:55,,1
174,42:121,22:101,+,1
175,42:121,22:101,+,1
176,42:121,18:97,+,1
177,42:121,32:111,+,1
178,42:121,18:97,+,1
179,42:121,18:97,+,1
180,42:121,22:101,+,1
181,26:105,22:101,+,1
182,26:105,22:101,+,1
183,26:105,22:101,+,1
184,26:105,22:101,+,1
185,26:105,22:101,+,1
186,26:105,22:101,+,1
187,26:105,22:101,+,1
188,26:105,18:97,+,1
189,26:105,18:97,+,1
190,26:105,32:111,+,1
191,26:105,22:101,+,1
192,26:105,18:97,+,1
193,26:105,22:101,+,1
194,26:105,22:101,+,1
195,26:105,22:101,+,1
196,26:105,22:101,+,1
197,26:105,22:101,+,1
198,26:105,22:101,+,1
199,13:54,22:101,+,1
200,13:54,22:101,+,1
201,13:54,22:101,+,1
202,13:54,22:101,+,1
203,13:54,18:97,+,1
204,38:117,22:101,+,1
205,38:117,22:101,+,1
206,38:117,22:101,+,1
207,38:117,18:97,+,1
208,38:117,22:101,+,1
209,38:117,22:101,+,1
210,38:117,22:101,+,1
211,38:117,22:101,+,1
212,38:117,22:101,+,1
213,38:117,22:101,+,1
214,38:117,22:101,+,1
215,38:117,22:101,+,1
216,38:117,31:110,+,1
217,38:117,22:101,+,1
218,32:111,22:101,+,1
219,32:111,18:97,+,1
220,32:111,18:97,+,1
221,32:111,32:111,,1
222,32:111,22:101,+,1
223,32:111,22:101,+,1
224,32:111,22:101,+,1
225,32:111,22:101,+,1
226,32:111,22:101,+,1
227,32:111,22:101,+,1
228,32:111,22:101,+,1
229,32:111,18:97,+,1
230,32:111,18:97,+,1
231,32:111,22:101,+,1
232,32:111,22:101,+,1
233,32:111,22:101,+,1
234,32:111,22:101,+,1
235,32:111,22:101,+,1
236,32:111,22:101,+,1
237,32:111,22:101,+,1
238,32:111,22:101,+,1
239,32:111,22:101,+,1
240,32:111,22:101,+,1
241,32:111,22:101,+,1
242,32:111,22:101,+,1
243,32:111,22:101,+,1
244,32:111,36:115,+,1
245,32:111,22:101,+,1
246,32:111,22:101,+,1
247,32:111,22:101,+,1
248,32:111,18:97,+,1
249,32:111,22:101,+,1
250,32:111,22:101,+,1
251,27:106,22:101,+,1
252,27:106,35:114,+,1
253,27:106,22:101,+,1
254,1:8,22:101,+,1
255,1:8,22:101,+,1
256,1:8,22:101,+,1
257,1:8,22:101,+,1
258,1:8,18:97,+,1
259,1:8,22:101,+,1
260,1:8,22:101,+,1
261,1:8,22:101,+,1
262,1:8,22:101,+,1
263,37:116,18:97,+,1
264,37:116,18:97,+,1
265,37:116,22:101,+,1
266,37:116,22:101,+,1
267,37:116,22:101,+,1
268,37:116,22:101,+,1
269,37:116,22:101,+,1
270,37:116,22:101,+,1
271,37:116,22:101,+,1
272,37:116,22:101,+,1
273,37:116,22:101,+,1
274,37:116,22:101,+,1
275,37:116,22:101,+,1
276,37:116,18:97,+,1
277,37:116,22:101,+,1
