inst#,actual,predicted,error,prediction
1,11:51,24:101,+,1
2,11:51,24:101,+,1
3,11:51,24:101,+,1
4,11:51,11:51,,1
5,11:51,24:101,+,1
6,11:51,20:97,+,1
7,11:51,24:101,+,1
8,11:51,24:101,+,1
9,11:51,24:101,+,1
10,11:51,24:101,+,1
11,11:51,24:101,+,1
12,11:51,24:101,+,1
13,11:51,13:53,+,1
14,11:51,10:50,+,1
15,11:51,24:101,+,1
16,11:51,24:101,+,1
17,11:51,24:101,+,1
18,11:51,24:101,+,1
19,11:51,24:101,+,1
20,11:51,24:101,+,1
21,11:51,24:101,+,1
22,11:51,24:101,+,1
23,11:51,24:101,+,1
24,11:51,24:101,+,1
25,11:51,24:101,+,1
26,23:100,24:101,+,1
27,23:100,20:97,+,1
28,23:100,20:97,+,1
29,23:100,24:101,+,1
30,23:100,24:101,+,1
31,23:100,24:101,+,1
32,23:100,20:97,+,1
33,23:100,20:97,+,1
34,23:100,24:101,+,1
35,23:100,24:101,+,1
36,23:100,24:101,+,1
37,23:100,24:101,+,1
38,23:100,38:115,+,1
39,23:100,24:101,+,1
40,23:100,24:101,+,1
41,23:100,24:101,+,1
42,23:100,24:101,+,1
43,23:100,24:101,+,1
44,23:100,24:101,+,1
45,23:100,24:101,+,1
46,23:100,24:101,+,1
47,23:100,20:97,+,1
48,23:100,24:101,+,1
49,23:100,24:101,+,1
50,23:100,20:97,+,1
51,23:100,24:101,+,1
52,23:100,24:101,+,1
53,23:100,24:101,+,1
54,23:100,24:101,+,1
55,23:100,24:101,+,1
56,23:100,24:101,+,1
57,23:100,24:101,+,1
58,23:100,20:97,+,1
59,23:100,38:115,+,1
60,23:100,24:101,+,1
61,23:100,24:101,+,1
62,23:100,24:101,+,1
63,23:100,24:101,+,1
64,23:100,24:101,+,1
65,23:100,24:101,+,1
66,23:100,24:101,+,1
67,23:100,24:101,+,1
68,23:100,24:101,+,1
69,23:100,24:101,+,1
70,23:100,24:101,+,1
71,23:100,24:101,+,1
72,23:100,24:101,+,1
73,23:100,24:101,+,1
74,23:100,24:101,+,1
75,23:100,24:101,+,1
76,23:100,24:101,+,1
77,23:100,24:101,+,1
78,23:100,34:111,+,1
79,23:100,24:101,+,1
80,23:100,24:101,+,1
81,23:100,20:97,+,1
82,23:100,24:101,+,1
83,23:100,20:97,+,1
84,23:100,24:101,+,1
85,23:100,24:101,+,1
86,23:100,24:101,+,1
87,23:100,24:101,+,1
88,23:100,24:101,+,1
89,23:100,20:97,+,1
90,23:100,24:101,+,1
91,23:100,24:101,+,1
92,23:100,24:101,+,1
93,23:100,31:108,+,1
94,23:100,24:101,+,1
95,23:100,24:101,+,1
96,23:100,34:111,+,1
97,23:100,20:97,+,1
98,23:100,24:101,+,1
99,23:100,20:97,+,1
100,23:100,24:101,+,1
101,23:100,24:101,+,1
102,23:100,24:101,+,1
103,23:100,31:108,+,1
104,23:100,20:97,+,1
105,23:100,24:101,+,1
106,23:100,24:101,+,1
107,23:100,20:97,+,1
108,23:100,20:97,+,1
109,23:100,24:101,+,1
110,23:100,24:101,+,1
111,23:100,24:101,+,1
112,23:100,20:97,+,1
113,23:100,23:100,,1
114,23:100,20:97,+,1
115,23:100,24:101,+,1
116,23:100,24:101,+,1
117,23:100,33:110,+,1
118,35:112,16:56,+,1
119,35:112,24:101,+,1
120,35:112,24:101,+,1
121,35:112,24:101,+,1
122,35:112,24:101,+,1
123,35:112,24:101,+,1
124,35:112,24:101,+,1
125,35:112,24:101,+,1
126,35:112,24:101,+,1
127,35:112,24:101,+,1
128,35:112,34:111,+,1
129,35:112,24:101,+,1
130,35:112,23:100,+,1
131,35:112,28:105,+,1
132,35:112,20:97,+,1
133,35:112,24:101,+,1
134,35:112,24:101,+,1
135,35:112,24:101,+,1
136,35:112,24:101,+,1
137,35:112,24:101,+,1
138,35:112,24:101,+,1
139,35:112,24:101,+,1
140,35:112,35:112,,1
141,35:112,24:101,+,1
142,35:112,34:111,+,1
143,35:112,24:101,+,1
144,35:112,20:97,+,1
145,35:112,24:101,+,1
146,35:112,24:101,+,1
147,35:112,20:97,+,1
148,35:112,24:101,+,1
149,35:112,20:97,+,1
150,35:112,24:101,+,1
151,35:112,24:101,+,1
152,35:112,22:99,+,1
153,35:112,24:101,+,1
154,35:112,24:101,+,1
155,35:112,24:101,+,1
156,35:112,20:97,+,1
