inst#,actual,predicted,error,prediction
1,13:53,24:101,+,1
2,13:53,13:53,,1
3,13:53,24:101,+,1
4,13:53,24:101,+,1
5,13:53,24:101,+,1
6,13:53,24:101,+,1
7,13:53,12:52,+,1
8,13:53,24:101,+,1
9,13:53,24:101,+,1
10,13:53,35:112,+,1
11,13:53,24:101,+,1
12,13:53,24:101,+,1
13,13:53,24:101,+,1
14,13:53,24:101,+,1
15,13:53,14:54,+,1
16,13:53,14:54,+,1
17,13:53,24:101,+,1
18,13:53,24:101,+,1
19,13:53,16:56,+,1
20,13:53,24:101,+,1
21,13:53,13:53,,1
22,13:53,16:56,+,1
23,13:53,24:101,+,1
24,13:53,24:101,+,1
25,13:53,11:51,+,1
26,13:53,24:101,+,1
27,13:53,24:101,+,1
28,13:53,24:101,+,1
29,13:53,13:53,,1
30,13:53,24:101,+,1
31,13:53,9:49,+,1
32,13:53,24:101,+,1
33,13:53,15:55,+,1
34,13:53,24:101,+,1
35,13:53,24:101,+,1
36,13:53,24:101,+,1
37,13:53,24:101,+,1
38,13:53,24:101,+,1
39,13:53,24:101,+,1
40,13:53,24:101,+,1
41,13:53,8:48,+,1
42,13:53,24:101,+,1
43,13:53,24:101,+,1
44,13:53,24:101,+,1
45,13:53,13:53,,1
46,13:53,24:101,+,1
47,39:116,20:97,+,1
48,39:116,34:111,+,1
49,39:116,20:97,+,1
50,39:116,38:115,+,1
51,39:116,34:111,+,1
52,39:116,24:101,+,1
53,39:116,24:101,+,1
54,39:116,39:116,,1
55,39:116,24:101,+,1
56,39:116,39:116,,1
57,39:116,24:101,+,1
58,39:116,24:101,+,1
59,39:116,24:101,+,1
60,39:116,37:114,+,1
61,39:116,24:101,+,1
62,39:116,38:115,+,1
63,39:116,39:116,,1
64,39:116,24:101,+,1
65,39:116,24:101,+,1
66,39:116,24:101,+,1
67,39:116,24:101,+,1
68,39:116,14:54,+,1
69,39:116,24:101,+,1
70,39:116,37:114,+,1
71,39:116,20:97,+,1
72,39:116,20:97,+,1
73,39:116,24:101,+,1
74,39:116,24:101,+,1
75,39:116,24:101,+,1
76,39:116,24:101,+,1
77,39:116,20:97,+,1
78,39:116,24:101,+,1
79,39:116,24:101,+,1
80,39:116,20:97,+,1
81,39:116,39:116,,1
82,39:116,34:111,+,1
83,39:116,24:101,+,1
84,39:116,24:101,+,1
85,39:116,24:101,+,1
86,39:116,20:97,+,1
87,39:116,20:97,+,1
88,39:116,24:101,+,1
89,39:116,24:101,+,1
90,39:116,24:101,+,1
91,39:116,39:116,,1
92,39:116,24:101,+,1
93,39:116,37:114,+,1
94,39:116,35:112,+,1
95,39:116,24:101,+,1
96,39:116,24:101,+,1
97,39:116,24:101,+,1
98,39:116,24:101,+,1
99,39:116,24:101,+,1
100,39:116,24:101,+,1
101,39:116,24:101,+,1
102,39:116,24:101,+,1
103,39:116,24:101,+,1
104,39:116,24:101,+,1
105,39:116,38:115,+,1
106,39:116,24:101,+,1
107,39:116,24:101,+,1
108,39:116,39:116,,1
109,39:116,20:97,+,1
110,39:116,20:97,+,1
111,39:116,24:101,+,1
112,39:116,24:101,+,1
113,39:116,33:110,+,1
114,39:116,24:101,+,1
115,39:116,24:101,+,1
116,39:116,34:111,+,1
117,39:116,34:111,+,1
118,39:116,39:116,,1
119,39:116,39:116,,1
120,39:116,24:101,+,1
121,39:116,20:97,+,1
122,39:116,24:101,+,1
123,39:116,24:101,+,1
124,39:116,20:97,+,1
125,39:116,24:101,+,1
126,39:116,24:101,+,1
127,39:116,39:116,,1
128,39:116,24:101,+,1
129,39:116,24:101,+,1
130,39:116,24:101,+,1
131,39:116,34:111,+,1
132,39:116,24:101,+,1
133,39:116,24:101,+,1
134,39:116,24:101,+,1
135,39:116,24:101,+,1
136,39:116,24:101,+,1
137,39:116,24:101,+,1
138,39:116,38:115,+,1
139,39:116,24:101,+,1
140,39:116,24:101,+,1
141,39:116,24:101,+,1
142,39:116,24:101,+,1
143,39:116,24:101,+,1
144,39:116,20:97,+,1
145,39:116,24:101,+,1
146,39:116,24:101,+,1
147,39:116,24:101,+,1
148,39:116,24:101,+,1
149,39:116,24:101,+,1
150,39:116,24:101,+,1
151,39:116,24:101,+,1
152,39:116,24:101,+,1
153,39:116,33:110,+,1
154,39:116,24:101,+,1
155,39:116,24:101,+,1
156,39:116,24:101,+,1
157,39:116,24:101,+,1
158,39:116,24:101,+,1
159,39:116,24:101,+,1
160,39:116,24:101,+,1
161,39:116,24:101,+,1
162,39:116,24:101,+,1
163,39:116,20:97,+,1
164,39:116,37:114,+,1
165,39:116,24:101,+,1
166,39:116,24:101,+,1
167,39:116,24:101,+,1
168,39:116,24:101,+,1
169,39:116,24:101,+,1
170,39:116,33:110,+,1
171,39:116,39:116,,1
172,39:116,20:97,+,1
173,39:116,20:97,+,1
174,39:116,24:101,+,1
175,39:116,24:101,+,1
176,39:116,24:101,+,1
177,39:116,20:97,+,1
178,39:116,24:101,+,1
179,39:116,24:101,+,1
180,39:116,24:101,+,1
181,39:116,24:101,+,1
182,39:116,24:101,+,1
183,39:116,24:101,+,1
184,39:116,20:97,+,1
185,39:116,24:101,+,1
186,39:116,20:97,+,1
187,39:116,24:101,+,1
188,39:116,34:111,+,1
189,39:116,20:97,+,1
190,39:116,24:101,+,1
191,39:116,24:101,+,1
192,39:116,24:101,+,1
193,39:116,24:101,+,1
194,39:116,24:101,+,1
195,39:116,24:101,+,1
196,39:116,24:101,+,1
197,39:116,20:97,+,1
198,39:116,24:101,+,1
199,39:116,24:101,+,1
200,39:116,24:101,+,1
201,39:116,20:97,+,1
202,39:116,24:101,+,1
203,39:116,24:101,+,1
204,39:116,24:101,+,1
205,39:116,24:101,+,1
206,39:116,24:101,+,1
207,39:116,24:101,+,1
208,39:116,24:101,+,1
209,39:116,39:116,,1
210,20:97,34:111,+,1
211,20:97,24:101,+,1
212,20:97,24:101,+,1
213,20:97,24:101,+,1
214,20:97,20:97,,1
215,20:97,24:101,+,1
216,20:97,24:101,+,1
217,20:97,38:115,+,1
218,20:97,24:101,+,1
219,20:97,28:105,+,1
220,20:97,24:101,+,1
221,20:97,24:101,+,1
222,20:97,24:101,+,1
223,20:97,20:97,,1
224,20:97,24:101,+,1
225,20:97,24:101,+,1
226,20:97,24:101,+,1
227,20:97,24:101,+,1
228,20:97,24:101,+,1
229,20:97,24:101,+,1
230,20:97,24:101,+,1
231,20:97,24:101,+,1
232,20:97,24:101,+,1
233,20:97,20:97,,1
234,20:97,24:101,+,1
235,20:97,20:97,,1
236,20:97,24:101,+,1
237,20:97,28:105,+,1
238,20:97,24:101,+,1
239,20:97,20:97,,1
240,20:97,24:101,+,1
241,20:97,24:101,+,1
242,20:97,24:101,+,1
243,20:97,20:97,,1
244,20:97,24:101,+,1
245,20:97,24:101,+,1
246,20:97,24:101,+,1
247,20:97,20:97,,1
248,20:97,24:101,+,1
249,20:97,24:101,+,1
250,20:97,20:97,,1
251,20:97,24:101,+,1
252,20:97,24:101,+,1
253,20:97,20:97,,1
254,20:97,24:101,+,1
255,20:97,24:101,+,1
256,20:97,24:101,+,1
257,20:97,24:101,+,1
258,20:97,37:114,+,1
259,20:97,24:101,+,1
260,20:97,24:101,+,1
261,20:97,24:101,+,1
262,20:97,24:101,+,1
263,20:97,24:101,+,1
264,20:97,20:97,,1
265,20:97,24:101,+,1
266,20:97,20:97,,1
267,20:97,24:101,+,1
268,20:97,24:101,+,1
269,20:97,24:101,+,1
270,20:97,37:114,+,1
271,20:97,24:101,+,1
272,20:97,24:101,+,1
273,20:97,20:97,,1
274,20:97,24:101,+,1
275,20:97,24:101,+,1
276,20:97,20:97,,1
277,20:97,20:97,,1
278,20:97,24:101,+,1
279,20:97,24:101,+,1
280,20:97,20:97,,1
281,20:97,24:101,+,1
282,20:97,24:101,+,1
283,20:97,24:101,+,1
284,20:97,20:97,,1
285,20:97,24:101,+,1
286,20:97,24:101,+,1
287,20:97,34:111,+,1
288,20:97,20:97,,1
289,20:97,24:101,+,1
290,20:97,20:97,,1
291,20:97,34:111,+,1
292,20:97,24:101,+,1
293,20:97,24:101,+,1
294,20:97,34:111,+,1
295,20:97,24:101,+,1
296,20:97,24:101,+,1
297,20:97,24:101,+,1
298,20:97,20:97,,1
299,20:97,24:101,+,1
300,20:97,24:101,+,1
301,20:97,24:101,+,1
302,20:97,24:101,+,1
303,20:97,24:101,+,1
304,20:97,20:97,,1
305,20:97,24:101,+,1
306,20:97,38:115,+,1
307,20:97,20:97,,1
308,20:97,24:101,+,1
309,20:97,34:111,+,1
310,20:97,24:101,+,1
311,20:97,38:115,+,1
312,20:97,24:101,+,1
313,20:97,20:97,,1
314,20:97,24:101,+,1
315,20:97,24:101,+,1
316,20:97,24:101,+,1
317,20:97,24:101,+,1
318,20:97,24:101,+,1
319,20:97,24:101,+,1
320,20:97,20:97,,1
321,20:97,24:101,+,1
322,20:97,24:101,+,1
323,20:97,24:101,+,1
324,20:97,20:97,,1
325,20:97,20:97,,1
326,20:97,24:101,+,1
327,20:97,20:97,,1
328,20:97,20:97,,1
329,20:97,38:115,+,1
330,20:97,20:97,,1
331,20:97,24:101,+,1
332,20:97,24:101,+,1
333,20:97,20:97,,1
334,20:97,24:101,+,1
335,20:97,23:100,+,1
336,20:97,20:97,,1
337,20:97,24:101,+,1
338,20:97,20:97,,1
339,20:97,24:101,+,1
340,20:97,24:101,+,1
341,20:97,24:101,+,1
342,20:97,33:110,+,1
343,20:97,24:101,+,1
344,20:97,24:101,+,1
345,20:97,24:101,+,1
346,20:97,24:101,+,1
347,20:97,24:101,+,1
348,20:97,24:101,+,1
349,20:97,24:101,+,1
350,20:97,20:97,,1
351,20:97,24:101,+,1
352,20:97,20:97,,1
353,20:97,24:101,+,1
354,20:97,24:101,+,1
355,20:97,24:101,+,1
356,20:97,24:101,+,1
357,20:97,24:101,+,1
358,20:97,24:101,+,1
359,20:97,24:101,+,1
360,20:97,20:97,,1
361,20:97,20:97,,1
362,20:97,24:101,+,1
363,20:97,24:101,+,1
364,20:97,24:101,+,1
365,20:97,24:101,+,1
366,20:97,24:101,+,1
367,20:97,24:101,+,1
368,20:97,24:101,+,1
369,20:97,37:114,+,1
370,20:97,20:97,,1
371,20:97,24:101,+,1
372,20:97,24:101,+,1
373,20:97,20:97,,1
374,20:97,20:97,,1
375,20:97,20:97,,1
376,20:97,24:101,+,1
377,20:97,24:101,+,1
378,20:97,24:101,+,1
379,20:97,24:101,+,1
380,20:97,20:97,,1
381,20:97,23:100,+,1
382,20:97,20:97,,1
383,20:97,24:101,+,1
384,20:97,24:101,+,1
385,20:97,24:101,+,1
386,20:97,24:101,+,1
387,20:97,20:97,,1
388,20:97,24:101,+,1
389,20:97,20:97,,1
390,20:97,20:97,,1
391,20:97,24:101,+,1
392,20:97,20:97,,1
393,20:97,20:97,,1
394,20:97,24:101,+,1
395,20:97,24:101,+,1
396,20:97,20:97,,1
397,20:97,38:115,+,1
398,20:97,24:101,+,1
399,20:97,24:101,+,1
400,20:97,24:101,+,1
401,20:97,24:101,+,1
402,20:97,20:97,,1
403,20:97,20:97,,1
404,20:97,24:101,+,1
405,20:97,24:101,+,1
406,20:97,24:101,+,1
407,20:97,33:110,+,1
408,20:97,24:101,+,1
409,20:97,24:101,+,1
410,20:97,24:101,+,1
411,20:97,20:97,,1
412,20:97,24:101,+,1
413,20:97,24:101,+,1
414,20:97,24:101,+,1
415,20:97,24:101,+,1
416,20:97,20:97,,1
417,20:97,37:114,+,1
418,20:97,20:97,,1
419,20:97,24:101,+,1
420,20:97,24:101,+,1
421,20:97,24:101,+,1
422,20:97,24:101,+,1
423,20:97,24:101,+,1
424,20:97,20:97,,1
425,20:97,24:101,+,1
426,20:97,24:101,+,1
427,20:97,24:101,+,1
428,20:97,33:110,+,1
429,20:97,24:101,+,1
430,20:97,24:101,+,1
431,20:97,24:101,+,1
432,20:97,20:97,,1
433,20:97,24:101,+,1
434,20:97,34:111,+,1
435,20:97,24:101,+,1
436,20:97,20:97,,1
437,20:97,20:97,,1
438,20:97,24:101,+,1
439,20:97,24:101,+,1
440,20:97,24:101,+,1
441,20:97,24:101,+,1
442,20:97,24:101,+,1
443,20:97,24:101,+,1
444,20:97,24:101,+,1
445,20:97,24:101,+,1
446,20:97,24:101,+,1
447,20:97,24:101,+,1
448,20:97,20:97,,1
449,20:97,24:101,+,1
450,20:97,24:101,+,1
451,20:97,38:115,+,1
452,20:97,20:97,,1
453,20:97,24:101,+,1
454,20:97,24:101,+,1
455,20:97,20:97,,1
456,20:97,24:101,+,1
457,20:97,34:111,+,1
458,20:97,24:101,+,1
459,20:97,20:97,,1
460,20:97,50:241,+,1
461,20:97,24:101,+,1
462,20:97,24:101,+,1
463,20:97,24:101,+,1
464,20:97,34:111,+,1
465,20:97,24:101,+,1
466,20:97,24:101,+,1
467,20:97,20:97,,1
468,20:97,24:101,+,1
469,20:97,24:101,+,1
470,20:97,24:101,+,1
471,20:97,20:97,,1
472,20:97,20:97,,1
473,20:97,20:97,,1
474,20:97,20:97,,1
475,20:97,20:97,,1
476,20:97,20:97,,1
477,20:97,39:116,+,1
478,20:97,24:101,+,1
479,20:97,24:101,+,1
480,20:97,24:101,+,1
481,20:97,24:101,+,1
482,20:97,20:97,,1
483,20:97,24:101,+,1
484,20:97,20:97,,1
485,20:97,24:101,+,1
486,20:97,24:101,+,1
487,20:97,20:97,,1
488,20:97,24:101,+,1
489,20:97,37:114,+,1
490,20:97,24:101,+,1
491,20:97,31:108,+,1
492,20:97,24:101,+,1
493,20:97,24:101,+,1
494,20:97,31:108,+,1
495,20:97,24:101,+,1
496,20:97,24:101,+,1
497,20:97,20:97,,1
498,20:97,24:101,+,1
499,20:97,24:101,+,1
500,20:97,24:101,+,1
501,20:97,24:101,+,1
502,20:97,37:114,+,1
503,20:97,24:101,+,1
504,20:97,38:115,+,1
505,20:97,24:101,+,1
506,20:97,20:97,,1
507,20:97,24:101,+,1
508,20:97,24:101,+,1
509,20:97,24:101,+,1
510,20:97,20:97,,1
511,20:97,20:97,,1
512,20:97,20:97,,1
513,20:97,24:101,+,1
514,20:97,24:101,+,1
515,20:97,24:101,+,1
516,20:97,11:51,+,1
517,20:97,39:116,+,1
518,20:97,24:101,+,1
519,20:97,24:101,+,1
520,20:97,20:97,,1
521,20:97,24:101,+,1
522,20:97,39:116,+,1
523,20:97,20:97,,1
524,20:97,24:101,+,1
525,20:97,31:108,+,1
526,20:97,34:111,+,1
527,20:97,38:115,+,1
528,20:97,20:97,,1
529,20:97,24:101,+,1
530,20:97,31:108,+,1
531,20:97,24:101,+,1
532,20:97,24:101,+,1
533,20:97,39:116,+,1
534,20:97,24:101,+,1
535,20:97,24:101,+,1
536,20:97,24:101,+,1
537,20:97,24:101,+,1
538,20:97,24:101,+,1
539,20:97,24:101,+,1
540,20:97,20:97,,1
541,1:8,24:101,+,1
542,1:8,24:101,+,1
543,1:8,28:105,+,1
